accession	plsdb_mpf_type	replicons	n_cds	dual_system	dual_system_both_tierA	family_call_mode	mpft_admitted	mpft_VirB1	mpft_VirB2	mpft_VirB3	mpft_VirB4	mpft_VirB4b	mpft_VirB5	mpft_VirB6	mpft_VirB7	mpft_VirB8	mpft_VirB9	mpft_VirB10	mpft_VirB11	mpft_VirD4	mpft_TraN	mpft_tier	mpft_core_completeness_ga	mpft_architecture	mpft_slot_ready__virb5_virb6	mpft_fused_virB3_virB4	mpft_virB7_status	mpft_n_gap_genes_le10kb	mpft_carries_novel84	mpff_admitted	mpff_TraU	mpff_TraH	mpff_TraF	mpff_TraC_F_IV	mpff_TraG_N	mpff_TrbI	mpff_P-loop_TraG	mpff_TraE	mpff_TrbC_Ftype	mpff_F_T4SS_TraN	mpff_TrwB_AAD_bind	mpff_TraV	mpff_TraG-D_C	mpff_tier	mpff_core_completeness_fspecific	mpff_layout	mpff_anchor_span_bp	mpff_slot_ready__traG	mpff_traN_present	mpff_slot_occupant
AP022309.1	-	-	509	0	0	GA	1	413;415288;415710;+;75.6	487;474541;474894;+;28.3		489;475198;477660;+;53.8	489;475198;477660;+;81.4		491;478448;479470;+;61.5		408;410395;411099;+;95.5	409;411102;411974;+;176.0	410;411971;413227;+;168.3	419;419909;422338;+;151.3	493;480846;482717;+;41.1		A	7/7	canonical	0	0	unscoreable	9	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP022310.1	MPF_F	-	530	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	350;295344;296381;-;303.5	286;230237;231688;-;239.0	287;231705;232652;-;242.7	290;233938;236397;-;158.1	285;226712;230224;-;218.6	293;237534;238751;-;109.6	290;233938;236397;-;131.5	295;239601;240308;-;105.8	349;294665;295396;-;104.9	272;214593;216287;-;257.8	299;242567;244321;+;35.2	292;236850;237518;-;84.7	299;242567;244321;+;37.2	A	9/9	split_2	80751	0	1	
AP022312.1	-	-	196	0	0	GA	1	34;34318;34740;+;75.9			107;97656;100118;+;54.9	107;97656;100118;+;81.4		109;100909;101928;+;65.0		29;29425;30129;+;96.1	30;30132;31004;+;176.2	31;31007;32257;+;166.8	39;38935;41370;+;151.3	111;103280;105151;+;42.2		A	7/7	canonical	0	0	unscoreable	9	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP022381.1	MPF_F	IncC	229	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	99;72000;73007;+;332.9	226;182392;183825;+;339.2	225;181362;182390;+;221.7	94;66801;69248;+;354.2	227;183838;187452;+;375.3	89;57974;59290;+;135.0	94;66801;69248;+;128.6	87;56450;57076;+;92.1	97;70070;71335;+;67.6	100;73123;75918;+;145.3	78;50775;52640;+;47.4	90;59287;59865;+;100.2	78;50775;52640;+;52.0	A	9/9	split_2	133063	0	1	
AP022382.1	MPF_F	-	107	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	42;32111;33709;+;329.5	48;36748;38136;+;244.1	46;35429;36256;+;170.0	39;25477;28017;+;161.0	49;38136;42086;+;128.2	37;23711;24958;+;61.3	39;25477;28017;+;82.6	35;22284;22916;+;42.7	44;34140;34889;+;95.2	41;30057;31952;+;72.2	84;66223;68496;-;340.0	38;24958;25476;+;72.3	84;66223;68496;-;65.2	A	9/9	split_2	43939	1	1	42211..42462+;83;unnamed;0
AP022385.1	MPF_F	IncC	193	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	93;84228;85235;-;332.9	2;4129;5562;-;339.2	3;5564;6592;-;221.7	98;87987;90434;-;354.2	1;502;4116;-;375.3	103;97945;99261;-;135.0	98;87987;90434;-;128.6	105;100159;100785;-;92.1	95;85900;87165;-;67.6	92;81317;84112;-;145.3	114;104595;106460;-;47.4	102;97370;97948;-;100.2	114;104595;106460;-;52.0	A	9/9	split_2	104093	0	1	
AP022386.1	MPF_F	-	107	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	57;40104;41702;+;329.5	63;44741;46129;+;244.1	61;43422;44249;+;170.0	54;33470;36010;+;161.0	64;46129;50079;+;128.2	52;31704;32951;+;61.3	54;33470;36010;+;82.6	50;30277;30909;+;42.7	59;42133;42882;+;95.2	56;38050;39945;+;72.2	99;74216;76489;-;340.0	53;32951;33469;+;72.3	99;74216;76489;-;65.2	A	9/9	split_2	43939	1	1	50204..50455+;83;unnamed;0
AP022422.1	MPF_T	IncN;IncP6	78	0	0	GA	1	41;37153;37890;+;32.0		44;38533;38850;+;63.3	45;38850;41450;+;111.8	45;38850;41450;+;76.4	46;41468;42181;+;105.5	48;42432;43472;+;142.4		49;43774;44388;+;129.9	50;44399;45283;+;159.4	51;45283;46443;+;156.3	52;46485;47480;+;81.2	56;52048;53577;-;38.5		A	7/7	canonical	1	0	unscoreable	6	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP022439.1	MPF_F	IncFII(Y);IncFII(pAR0022);IncR;repB(R1701)	307	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	185;154576;155562;-;370.3	177;148491;149861;-;377.9	181;151078;151827;-;217.0	188;156556;159186;-;285.5	176;145630;148491;-;333.9	194;161214;162608;-;91.7	188;156556;159186;-;98.1	196;163325;163891;-;169.9	184;153930;154559;-;65.6	183;152083;153933;-;258.9	173;141726;143954;-;384.8	193;160653;161192;-;65.7	173;141726;143954;-;63.9	A	9/9	contiguous	21599	1	1	145126..145611-;161;TraS;0
AP022520.1	MPF_F	IncHI2;IncHI2A	284	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	29;32375;33433;+;276.9	189;179901;181316;+;194.1	188;178865;179911;+;173.7	11;9055;11736;+;168.0	190;181325;185275;+;101.6	7;5370;6725;+;80.7	11;9055;11736;+;72.2	4;2858;3646;+;74.8	27;30722;32233;+;62.7	30;33452;36640;+;58.3	182;169740;171824;-;56.7	10;8096;9046;+;46.4	182;169740;171824;-;38.8	A	9/9	split_3	178467	0	1	
AP022555.1	-	IncFII(K);IncFII(pAR0022);IncR	80	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	50;39155;40153;+;370.9	55;43882;45246;+;350.2	53;42516;43286;+;203.4	47;35496;38117;+;217.3	56;45249;48119;+;243.4	44;33205;34536;+;86.0	47;35496;38117;+;92.2	42;31924;32499;+;87.7	51;40123;40551;+;64.0	52;40579;42516;+;231.2	58;48822;50954;+;376.5	46;34957;35487;+;34.9	58;48822;50954;+;68.7	A	9/9	contiguous	16898	1	1	48128..48691+;187;unnamed;0
AP023265.1	MPF_F	IncFIB(K);IncFII(Yp);repB(R1701)	250	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	151;129467;130459;-;372.3	141;122464;123834;-;383.1	144;124603;125355;-;222.2	154;131485;134124;-;254.8	140;119609;122464;-;333.3	36;28503;29927;-;88.4	154;131485;134124;-;88.2	38;30654;31220;-;169.3	150;128828;129454;-;68.3	149;126876;128831;-;254.3	137;115546;117864;-;390.7	159;136053;136622;-;55.7	137;115546;117864;-;66.8	A	9/9	split_2	107550	1	1	118921..119592-;223;unnamed;0
AP023266.1	MPF_F	Col(pHAD28);IncFIB(pQil);IncFII(K)	132	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;76323;77312;-;366.6	68;69409;70776;-;380.7	72;72034;72786;-;233.7	82;78755;81394;-;258.5	67;66560;69409;-;345.6	90;84651;86075;-;88.8	82;78755;81394;-;88.7	92;86802;87368;-;169.3	77;75672;76310;-;67.0	76;73658;75613;-;259.7	63;61762;64074;-;392.7	89;83953;84537;-;55.4	63;61762;64074;-;66.5	A	9/9	contiguous	25040	1	1	65999..66547-;182;unnamed;0
AP023267.1	MPF_F	IncFII(pBK30683)	82	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	54;37307;38299;+;362.9	68;47002;48369;+;382.8	62;43866;44618;+;237.5	51;33642;36281;+;259.3	69;48369;51215;+;345.1	39;27771;29195;+;89.3	51;33642;36281;+;88.7	37;26478;27044;+;168.4	58;40330;40977;+;66.9	59;41036;42991;+;259.7	73;53712;56021;+;390.7	42;29920;30489;+;53.9	73;53712;56021;+;66.5	A	9/9	contiguous	27234	1	1	51235..51903+;222;TraS;0
AP024132.2	MPF_F	IncFIB(AP001918);IncFII	148	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	90;98544;99536;-;369.3	81;92109;93482;-;381.0	86;95072;95815;-;231.6	93;100545;103172;-;306.4	80;89287;92112;-;386.0	99;105227;106654;-;94.3	93;100545;103172;-;98.5	101;107369;107935;-;183.3	89;97897;98535;-;68.7	88;96092;97900;-;267.9	77;85630;87783;-;391.8	95;103688;104203;-;77.3	77;85630;87783;-;70.4	A	9/9	contiguous	21739	1	1	88781..89290-;169;unnamed;0
AP024491.1	-	-	81	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	39;41834;42820;-;360.3	32;35531;36919;-;337.3	36;38577;39365;-;208.2	42;43864;46557;-;248.7	31;32651;35524;-;304.2	51;49988;51358;-;93.4	42;43864;46557;-;121.2	53;52102;52674;-;119.3	38;41200;41817;-;69.1	37;39362;41200;-;233.4	27;29184;31403;-;389.1	43;46554;47123;-;52.9	27;29184;31403;-;77.6	A	9/9	contiguous	22918	1	1	32213..32638-;141;unnamed;0
AP024496.1	MPF_F	IncFIB(pQil);IncFII(Yp);IncFII(pAR0022)	148	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	116;120642;121628;-;368.4	108;114559;115929;-;376.7	112;117146;117895;-;218.2	119;122622;125252;-;285.5	107;111737;114559;-;336.5	125;127280;128674;-;90.9	119;122622;125252;-;98.6	127;129391;129957;-;169.9	115;119996;120625;-;66.9	114;118146;119999;-;257.4	104;108209;110401;-;384.8	124;126719;127258;-;64.9	104;108209;110401;-;63.9	A	9/9	contiguous	21182	1	1	111284..111715-;143;TraS;0
AP024827.1	MPF_F	-	106	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	52;43894;44895;-;396.4	46;37989;39395;-;376.3	47;39406;40218;-;250.0	56;46411;49035;-;207.9	45;34930;37977;-;223.5	60;50608;51957;-;121.9	56;46411;49035;-;126.6	62;52623;53216;-;168.9	51;43118;43894;-;106.8	49;40582;41826;-;178.4	74;61899;63896;-;423.1	57;49073;49723;-;54.1	74;61899;63896;-;80.7	A	9/9	contiguous	26969	0	1	
AP024844.2	MPF_F	IncC	201	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	90;66796;67803;+;332.9	190;151616;153049;+;339.2	189;150586;151614;+;221.7	85;61597;64044;+;354.2	191;153062;156676;+;375.3	80;52770;54086;+;135.0	85;61597;64044;+;128.6	78;51246;51872;+;92.1	88;64866;66131;+;67.6	91;67919;70714;+;145.3	69;45571;47436;+;47.4	81;54083;54661;+;100.2	69;45571;47436;+;52.0	A	9/9	split_2	107491	0	1	
AP024877.1	-	-	245	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	75;82651;83688;+;295.5	223;215754;217151;+;253.9	222;214793;215752;+;204.5	72;78378;80984;+;197.5	224;217155;220004;+;164.8	68;75279;76634;+;114.4	72;78378;80984;+;112.0	66;73875;74471;+;54.9		79;87656;89686;+;88.6	57;66588;68156;+;35.3	69;76631;77242;+;52.9	57;66588;68156;+;40.3	B	8/9	split_2	150567	0	1	
AP025536.1	MPF_F	-	151	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	87;49527;50570;-;369.2	80;44125;45552;-;325.8	82;45950;46762;-;219.1	91;52131;54497;-;127.2	79;41671;44109;-;209.5	97;56537;57400;-;104.8	91;52131;54497;-;108.8	100;58564;59142;-;82.0	86;48805;49512;-;107.6	84;47342;47686;-;55.5	122;69692;71851;-;381.4	93;54866;55510;-;41.9	122;69692;71851;-;89.7	A	9/9	contiguous	28021	1	1	41015..41623-;202;unnamed;0
AP025671.1	-	Col3M	140	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	40;31399;32385;+;362.6	47;37218;38594;+;330.3	43;34973;35764;+;208.7	37;27646;30357;+;235.2	48;38600;41497;+;314.7	30;23837;25201;+;92.1	37;27646;30357;+;121.1	28;22524;23093;+;122.1	41;32401;33141;+;70.7	42;33138;34973;+;237.1	52;42794;45025;+;387.4	36;27089;27643;+;47.1	52;42794;45025;+;76.5	A	9/9	contiguous	20270	1	1	41463..41981+;172;unnamed;0
AP025691.1	MPF_T	repUS11	66	0	0	GA	1				1;1968;4325;-;21.1			3;4640;5467;-;29.4						5;5822;7597;-;171.5		D	3/7	rearranged	0	0	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025950.1	MPF_T	-	60	0	0	GA	1		48;43600;43863;-;59.6	47;40819;43587;-;75.1	47;40819;43587;-;175.4	47;40819;43587;-;84.2	42;37948;38937;-;84.3	41;36956;37951;-;116.9		39;36153;36812;-;177.9	38;35266;36156;-;162.9	37;34078;35256;-;166.4	36;33090;34097;-;93.0	35;31278;33089;-;350.2		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025952.1	MPF_T	-	61	0	0	GA	1		7;7602;7865;+;59.6	8;7878;10646;+;75.1	8;7878;10646;+;175.4	8;7878;10646;+;84.2	13;12528;13517;+;84.3	14;13514;14509;+;116.9		16;14653;15312;+;177.9	17;15309;16199;+;162.9	18;16209;17387;+;166.4	19;17368;18375;+;93.0	20;18376;20187;+;350.2		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025954.1	MPF_T	-	60	0	0	GA	1		36;34544;34807;-;59.6	35;31763;34531;-;75.1	35;31763;34531;-;175.4	35;31763;34531;-;84.2	30;28892;29881;-;84.3	29;27900;28895;-;116.9		27;27097;27756;-;177.9	26;26210;27100;-;162.9	25;25022;26200;-;166.4	24;24034;25041;-;93.0	23;22222;24033;-;350.2		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025956.1	MPF_T	-	56	0	0	GA	1		17;14524;14787;-;54.5	16;11737;14505;-;73.3	16;11737;14505;-;177.2	16;11737;14505;-;86.1	11;8881;9852;-;81.8	10;7886;8884;-;116.3		8;7077;7739;-;177.6	7;6193;7080;-;158.6	6;4991;6166;-;165.9	5;4018;5010;-;93.2	4;2206;4017;-;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025958.1	MPF_T	-	54	0	0	GA	1		41;37418;37681;+;54.5	42;37700;40468;+;73.3	42;37700;40468;+;178.6	42;37700;40468;+;86.1	47;42353;43324;+;81.8	48;43321;44319;+;116.3		50;44466;45128;+;177.6	51;45125;46012;+;158.6	52;46039;47214;+;165.9	0;108;572;+;63.7	1;573;2384;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025960.1	MPF_T	-	55	0	0	GA	1		52;48750;49013;-;54.5	51;45963;48731;-;73.3	51;45963;48731;-;178.6	51;45963;48731;-;86.1	46;43095;44081;-;82.0	45;42099;43091;-;111.7		43;41290;41952;-;177.6	42;40406;41293;-;161.4	41;39207;40379;-;166.0	40;38234;39226;-;93.2	39;36422;38233;-;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025964.1	MPF_T	-	52	0	0	GA	1		27;22533;22796;+;51.9	28;22809;25577;+;73.3	28;22809;25577;+;173.1	28;22809;25577;+;84.1	33;27570;28265;+;40.5	35;28539;29537;+;119.5		37;29684;30346;+;177.6	38;30343;31230;+;161.4	39;31257;32432;+;165.9	40;32413;33405;+;93.2	41;33406;35217;+;348.4		A	7/7	canonical	1	1	unscoreable	6	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025967.1	MPF_T	-	150	0	0	GA	1		118;104068;104331;-;54.5	117;101281;104049;-;73.3	117;101281;104049;-;178.6	117;101281;104049;-;86.1	112;98425;99396;-;81.8	111;97430;98428;-;116.3		109;96621;97283;-;177.6	108;95737;96624;-;158.6	107;94535;95710;-;165.9	106;93562;94554;-;93.2	105;91750;93561;-;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025969.1	MPF_T	-	46	0	0	GA	1		19;19261;19524;+;54.5	20;19543;22311;+;73.3	20;19543;22311;+;177.2	20;19543;22311;+;86.1	25;24196;25167;+;81.8	26;25164;26162;+;116.3		28;26309;26971;+;177.6	29;26968;27855;+;158.6	30;27882;29057;+;165.9	31;29038;30030;+;93.2	32;30031;31842;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025971.1	MPF_T	-	48	0	0	GA	1		17;11744;12007;+;56.2	18;12016;14784;+;74.2	18;12016;14784;+;175.1	18;12016;14784;+;85.1	23;16660;17649;+;85.6	24;17646;18641;+;118.4		26;18785;19444;+;177.9	27;19441;20331;+;163.5	28;20341;21519;+;164.3	29;21500;22507;+;94.3	30;22508;24319;+;346.0		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025973.1	MPF_T	-	60	0	0	GA	1		8;6570;6833;-;59.6	7;3789;6557;-;75.1	7;3789;6557;-;175.4	7;3789;6557;-;84.2	2;918;1907;-;84.3			58;53755;54414;-;177.9	57;52868;53758;-;162.9	56;51680;52858;-;166.4	55;50692;51699;-;93.0	54;48880;50691;-;350.2		B	6/7	uncallable	0	1	unscoreable	4	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025975.1	MPF_T	-	54	0	0	GA	1		20;16554;16817;+;54.5	21;16836;19604;+;73.3	21;16836;19604;+;173.1	21;16836;19604;+;84.1	26;21585;22571;+;82.7	27;22575;23567;+;112.5		29;23714;24376;+;177.6	30;24373;25260;+;159.6	31;25287;26462;+;165.9	32;26443;27435;+;93.2	33;27436;29247;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025978.1	MPF_T	-	145	0	0	GA	1		17;8663;8926;+;54.5	18;8945;11713;+;73.3	18;8945;11713;+;177.2	18;8945;11713;+;86.1	23;13598;14569;+;81.8	24;14566;15564;+;116.3		26;15711;16373;+;177.6	27;16370;17257;+;158.6	28;17284;18459;+;165.9	29;18440;19432;+;93.2	30;19433;21244;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025980.1	MPF_T	-	55	0	0	GA	1		21;17282;17545;+;54.5	22;17564;20332;+;73.3	22;17564;20332;+;178.6	22;17564;20332;+;86.1	27;22217;23188;+;81.8	28;23185;24183;+;116.3		30;24330;24992;+;177.6	31;24989;25876;+;158.6	32;25903;27078;+;165.9	33;27059;28051;+;93.2	34;28052;29863;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025982.1	MPF_T	-	74	0	0	GA	1		72;59373;59636;+;54.5		0;56;1735;+;99.6		5;3620;4591;+;81.8	6;4588;5586;+;116.3		8;5733;6395;+;177.6	9;6392;7279;+;161.4	10;7306;8481;+;165.9	11;8462;9454;+;93.2	12;9455;11266;+;348.4		A	7/7	canonical	1	0	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025984.1	MPF_T	-	56	0	0	GA	1		44;43234;43497;-;54.5	43;40447;43215;-;73.3	43;40447;43215;-;177.8	43;40447;43215;-;86.1	38;37480;38466;-;82.7	37;36484;37476;-;112.5		35;35675;36337;-;177.6	34;34791;35678;-;161.4	33;33589;34764;-;165.9	32;32616;33608;-;93.2	31;30804;32615;-;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025986.1	MPF_T	-	56	0	0	GA	1				50;44836;46368;-;53.8		45;41980;42951;-;81.8	44;40985;41983;-;116.3		42;40176;40838;-;177.6	41;39292;40179;-;152.8	40;38090;39265;-;165.9	39;37117;38109;-;93.2	38;35305;37116;-;348.4		A	7/7	canonical	1	0	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025988.1	MPF_T	-	49	0	0	GA	1		1;3281;3544;-;56.2	0;500;3268;-;75.1	0;500;3268;-;176.0	0;500;3268;-;86.5	45;43333;44322;-;84.3	44;42341;43336;-;116.9		42;41538;42197;-;177.9	41;40651;41541;-;162.8	40;39460;40641;-;165.3	39;38472;39479;-;94.1	38;36660;38471;-;345.2		A	7/7	rearranged	1	1	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025989.1	MPF_T	-	51	0	0	GA	1				8;6843;9311;-;105.0			46;33339;34487;-;95.5		6;6022;6699;-;112.5	5;4952;6022;-;97.7	4;3819;4955;-;143.9	2;2665;3615;-;100.7	0;362;2251;-;244.4		A	7/7	rearranged	0	0	unscoreable	6	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025991.1	MPF_T	-	59	0	0	GA	1		32;29553;29816;+;59.6	33;29829;32597;+;75.1	33;29829;32597;+;175.4	33;29829;32597;+;84.2	38;34479;35468;+;84.3	39;35465;36460;+;116.9		41;36604;37263;+;177.9	42;37260;38150;+;162.9	43;38160;39338;+;166.4	44;39319;40326;+;93.0	45;40327;42138;+;350.2		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025993.1	MPF_T	-	53	0	0	GA	1		40;35982;36245;+;54.5	41;36264;39032;+;73.3	41;36264;39032;+;173.1	41;36264;39032;+;84.1	46;41013;41999;+;82.7	47;42003;42995;+;112.5		49;43142;43804;+;177.6	50;43801;44688;+;159.6	51;44715;45890;+;165.9	52;45871;46863;+;93.2	0;50;1045;+;225.0		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025997.1	MPF_T	-	158	0	0	GA	1		23;22725;22988;-;54.5	22;19938;22706;-;73.3	22;19938;22706;-;178.6	22;19938;22706;-;86.1	17;17082;18053;-;81.8	16;16087;17085;-;116.3		14;15278;15940;-;177.6	13;14394;15281;-;158.6	12;13192;14367;-;165.9	11;12219;13211;-;93.2	10;10407;12218;-;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP025998.1	MPF_T	-	47	0	0	GA	1				41;29768;32236;+;105.0		21;17092;18048;+;31.3	7;5974;7122;+;95.5		43;32380;33057;+;112.5	44;33057;34127;+;97.7	45;34124;35260;+;143.9	0;135;821;+;101.7	2;1235;3124;+;244.4		A	7/7	rearranged	1	0	unscoreable	18	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP026000.1	MPF_T	-	52	0	0	GA	1		11;6715;6978;+;51.4	12;6997;9765;+;73.1	12;6997;9765;+;180.3	12;6997;9765;+;82.8	17;11656;12645;+;83.5	18;12642;13637;+;118.4		20;13781;14443;+;177.6	21;14440;15327;+;161.4	22;15354;16526;+;166.0	23;16507;17499;+;93.2	24;17500;19311;+;348.4		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP026002.1	MPF_T	-	69	0	0	GA	1		15;8394;8657;+;54.5	16;8676;11393;+;73.3	16;8676;11393;+;173.1	16;8676;11393;+;84.1	21;13425;14366;+;82.8	23;14678;15106;+;70.1		27;15746;16213;+;104.5	28;16210;17097;+;159.6	29;17124;18299;+;165.9	30;18280;19272;+;93.2	32;19574;21082;+;345.2		A	7/7	canonical	1	1	unscoreable	9	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP026004.1	MPF_T	-	54	0	0	GA	1		7;6438;6701;-;54.5	6;3651;6419;-;73.3	6;3651;6419;-;173.1	6;3651;6419;-;84.1	1;684;1670;-;82.7			51;46528;47190;-;177.6	50;45644;46531;-;159.6	49;44442;45617;-;165.9	48;43469;44461;-;93.2	47;41657;43468;-;348.4		B	6/7	uncallable	0	1	unscoreable	4	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
AP026006.1	MPF_T	-	60	0	0	GA	1		53;47919;48182;-;59.6	52;45138;47906;-;75.1	52;45138;47906;-;175.4	52;45138;47906;-;84.2	47;42267;43256;-;84.3	46;41275;42270;-;116.9		44;40472;41131;-;177.9	43;39585;40475;-;162.9	42;38397;39575;-;166.4	41;37409;38416;-;93.0	40;35597;37408;-;350.2		A	7/7	canonical	1	1	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
