accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order_canonical
CP082390.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082435.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082483.1	16	16	contiguous	28361	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082497.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082504.1	16	16	contiguous	30839	7077	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082507.1	16	16	contiguous	31372	8177	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082519.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082522.1	16	16	contiguous	29794	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082534.1	16	16	contiguous	30842	6272	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082539.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082542.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082552.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082560.1	16	16	contiguous	30596	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082563.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082569.1	16	16	contiguous	30841	6440	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082580.1	16	16	contiguous	28362	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082601.1	16	16	contiguous	28360	5166	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082604.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082610.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082618.1	16	16	contiguous	29792	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082628.1	16	16	contiguous	28362	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082642.1	14	14	contiguous	21968	4731	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY
CP082646.1	15	15	contiguous	31460	8148	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA
CP082649.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082656.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082669.1	16	16	contiguous	28608	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082671.1	16	16	contiguous	29030	5241	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082694.1	15	15	contiguous	29368	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA
CP082705.1	16	16	split_2	93109	69915	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082707.1	16	16	contiguous	30102	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082710.1	16	16	split_2	109289	84895	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082715.1	16	16	split_2	102093	78464	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082717.1	16	16	contiguous	30841	6440	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082750.1	16	16	contiguous	34872	7561	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP082752.1	12	10	split_2	120791	105919	traM traN traO traP traQ traT traU traV traW traY
CP083380.1	16	16	contiguous	30841	6440	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP084513.1	13	13	contiguous	21690	4516	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
CP084536.1	16	16	contiguous	30885	6975	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088066.1	15	15	split_2	83687	57603	traE traI traK traL traM traN traP traQ traT traU traV traW traY trbA trbB
CP088354.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088371.1	16	16	contiguous	29842	6648	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088378.1	16	16	contiguous	37295	9712	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088388.1	16	16	contiguous	35638	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088395.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088403.1	16	16	contiguous	28607	4789	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088412.1	16	16	contiguous	35653	9222	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088426.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088437.1	16	16	contiguous	32895	8377	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088445.1	15	15	split_2	80890	55264	traE traI traK traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088449.1	16	16	contiguous	35639	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088458.1	16	16	contiguous	29842	6648	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088469.1	16	16	contiguous	30039	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088476.1	15	15	contiguous	27527	6726	traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088483.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088489.1	16	16	contiguous	31883	9647	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088492.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088499.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088503.1	16	16	contiguous	35192	11684	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088518.1	16	16	contiguous	35647	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088522.1	16	16	contiguous	29794	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088549.1	15	15	contiguous	31928	8934	traE traI traK traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088591.1	16	16	contiguous	35495	10844	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088595.1	16	16	contiguous	29793	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088605.1	16	16	contiguous	33971	8384	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088610.1	16	16	contiguous	35645	9223	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088616.1	16	16	contiguous	30056	5655	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088619.1	16	16	contiguous	35947	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088639.1	16	16	split_2	76487	50414	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088674.1	16	16	contiguous	31501	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088675.1	16	16	contiguous	28608	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088678.1	16	16	contiguous	34088	7030	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088685.1	16	16	contiguous	31106	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088700.1	16	16	contiguous	30088	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088704.1	16	16	split_2	92336	61662	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088732.1	16	16	contiguous	35647	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088742.1	16	16	contiguous	31518	9234	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088750.1	16	16	split_2	83981	61478	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088777.1	16	16	contiguous	35956	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088788.1	16	16	contiguous	32221	8136	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088792.1	16	16	contiguous	34432	12187	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088801.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088807.1	16	16	contiguous	35959	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088824.1	16	16	contiguous	35938	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088825.1	16	16	contiguous	28361	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088840.1	16	16	contiguous	33470	8825	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088849.1	16	16	contiguous	33356	8844	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088856.1	16	16	contiguous	29842	6648	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088863.1	16	16	split_2	115492	87926	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088867.1	16	16	contiguous	31617	7330	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088870.1	15	15	split_2	77926	52055	traE traI traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP088891.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090077.1	16	16	contiguous	30090	5688	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090250.1	16	16	contiguous	35977	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090275.1	16	16	contiguous	31046	8157	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090290.1	13	13	contiguous	21115	4121	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
CP090291.1	16	16	contiguous	29857	6662	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090403.1	16	16	contiguous	30594	7399	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090404.1	16	16	contiguous	35941	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090857.1	16	16	contiguous	31550	7150	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP090862.1	16	16	contiguous	31550	7150	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP091395.1	15	15	split_2	96939	72940	traE traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP091410.1	15	15	split_2	78291	50404	traE traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092295.1	16	16	contiguous	29794	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092298.1	16	16	contiguous	29794	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092299.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092302.1	16	16	contiguous	29794	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092313.1	16	16	contiguous	28364	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP092323.1	16	16	split_2	97606	68399	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093074.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093082.1	16	16	contiguous	28416	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093085.1	16	16	contiguous	31317	6916	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093089.1	14	14	contiguous	29808	5726	traE traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
CP093104.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093113.1	16	16	contiguous	29942	5548	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP093457.1	13	11	split_2	54657	36773	traI traK traL traM traN traO traP traQ traU traW traY
CP094900.1	13	11	split_2	62910	44933	traI traK traL traM traN traO traP traQ traU traW traY
CP097477.1	16	16	contiguous	33130	9721	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP098928.1	13	13	contiguous	26390	4980	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
CP098934.1	16	16	contiguous	28680	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP098941.1	16	16	contiguous	28680	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP098956.1	16	16	contiguous	28680	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099039.1	16	16	contiguous	28982	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099061.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099064.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099067.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099070.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099074.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099077.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099091.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099094.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099097.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099115.1	16	16	contiguous	28415	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099130.1	16	16	contiguous	30031	5630	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099182.1	16	16	contiguous	28415	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099228.1	16	16	contiguous	32149	7749	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099234.1	16	16	contiguous	32149	7749	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099240.1	16	16	contiguous	32149	7749	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP099473.1	8	6	split_2	71133	51988	traI traK traU traM traN traO
CP099474.1	9	7	split_2	179917	162844	traI traK trbA traM traN traO traU
CP099708.1	13	13	contiguous	21062	3690	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
CP099927.1	7	6	split_2	231765	219176	traI traK traM traN traO traU
CP100016.1	16	16	contiguous	31078	5777	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP100655.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
CP100658.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
