element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C	phylum
NC_020526_609218..636407	0	0	0	0	4	0	0	0	Firmicutes
NC_020829_2117621..2344591	8	0	0	0	0	0	1	0	Proteobacteria
NC_020834_1413543..1470213	0	0	0	0	0	16	0	0	Proteobacteria
NC_020834_1516953..1678827	0	0	0	0	0	2	0	0	Proteobacteria
NC_020908_3080228..3158208	4	0	0	0	0	0	0	0	Proteobacteria
NC_020912_5129453..5234036	1	0	0	0	0	16	0	0	Proteobacteria
NC_021082_1403543..1489989	0	0	0	0	0	2	0	0	Proteobacteria
NC_021172_3335703..3554140	8	0	0	0	0	0	1	0	Proteobacteria
NC_021172_599584..887322	1	0	0	0	0	0	2	0	Proteobacteria
NC_021172_898285..1050354	8	0	0	0	0	0	2	0	Proteobacteria
NC_021175_1285126..1335281	1	0	0	0	0	0	0	0	Firmicutes
NC_021175_1589082..1611514	0	0	0	6	1	0	0	0	Firmicutes
NC_021175_819538..918690	0	0	0	0	0	0	1	0	Firmicutes
NC_021213_578152..613634	0	0	0	6	1	0	0	0	Firmicutes
NC_021350_2303569..2414370	0	12	0	1	0	14	0	0	Proteobacteria
NC_021485_1280348..1318225	0	0	0	0	3	0	0	0	Firmicutes
NC_021485_568505..670314	0	0	0	6	1	0	0	0	Firmicutes
NC_021486_1215578..1289080	0	0	0	0	3	0	0	0	Firmicutes
NC_021491_4320977..4400746	8	0	0	0	0	0	0	0	Proteobacteria
NC_021577_1023533..1126247	1	0	0	0	0	16	0	0	Proteobacteria
NC_021739_2448686..2565700	0	0	0	0	0	2	0	0	Proteobacteria
NC_021743_2431215..2545377	0	0	0	0	0	2	0	0	Proteobacteria
NC_021900_1505059..1596648	0	0	0	6	1	0	0	0	Firmicutes
NC_021900_882831..966696	1	0	0	0	2	0	0	0	Firmicutes
NC_021991_2395990..2419945	0	0	0	0	0	0	1	0	Proteobacteria
NC_022124_493673..511997	0	0	0	0	0	0	1	0	Bacteroidota
NC_022234_1212674..1347340	4	0	0	0	0	0	0	0	Proteobacteria
NC_022237_642560..709668	0	0	0	4	4	0	1	0	Firmicutes
NC_022237_987537..1051785	1	0	0	0	12	0	0	0	Firmicutes
NC_022238_1214095..1395997	1	0	0	0	12	0	0	0	Firmicutes
NC_022238_24945..107292	0	0	0	6	1	0	0	0	Firmicutes
NC_022238_821342..955812	1	0	0	0	6	0	1	0	Firmicutes
NC_022239_1909425..1993501	1	0	0	0	12	0	0	0	Firmicutes
NC_022245_1146724..1340246	1	0	0	0	12	0	0	0	Firmicutes
NC_022246_1341623..1396909	0	0	0	0	2	0	0	0	Firmicutes
NC_022246_976329..1033738	1	0	0	0	12	0	0	0	Firmicutes
NC_022604_34796..75605	0	0	0	0	1	0	0	0	Firmicutes
NC_022665_840472..1042489	0	0	0	0	16	0	1	0	Firmicutes
NC_022808_4518241..4621030	1	0	0	0	0	16	0	0	Proteobacteria
NC_022904_383346..435738	0	0	1	0	0	0	0	0	Proteobacteria
NC_022997_793739..1043047	1	0	0	0	0	0	0	0	Proteobacteria
NC_023018_4694056..4746615	0	0	1	0	0	0	0	0	Proteobacteria
NC_023019_4826986..4895039	0	1	0	0	0	10	0	0	Proteobacteria
NC_023019_5252992..5341025	1	0	0	0	0	16	0	0	Proteobacteria
NC_023045_1200847..1258798	0	9	0	0	0	0	0	0	Proteobacteria
NC_023064_995038..1042290	0	1	0	0	0	13	0	0	Proteobacteria
NC_023066_2754491..2865608	0	1	0	0	0	16	0	0	Proteobacteria
NC_023076_3829773..4038256	8	0	0	0	0	0	1	0	Proteobacteria
NC_023134_791570..912449	1	0	0	5	2	0	0	0	Firmicutes
NC_023149_2412167..2511282	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP012327_1412726..1492113	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_AP012333_173268..198208	1	0	0	0	4	0	0	0	Actinobacteriota
NZ_AP012541_2389796..2529180	0	0	0	0	0	0	1	0	Firmicutes
NZ_AP012541_484806..546485	0	0	0	0	1	0	0	0	Firmicutes
NZ_AP013044_3041332..3233649	1	0	0	0	0	0	3	0	Bacteroidota
NZ_AP013045_721868..729135	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP013072_1203865..1286569	1	0	0	2	4	0	0	0	Firmicutes
NZ_AP013072_2087414..2109746	0	0	0	4	1	0	0	0	Firmicutes
NZ_AP013072_360470..420602	1	0	0	0	10	0	0	0	Firmicutes
NZ_AP013103_1981648..2080208	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP013103_39414..154980	8	0	0	0	0	0	2	0	Proteobacteria
NZ_AP014597_1333391..1345602	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014597_1389332..1405345	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014597_1670459..1727251	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014597_2069875..2104803	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014597_388449..535201	2	0	0	0	0	0	10	0	Bacteroidota
NZ_AP014597_977778..1019096	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014598_760047..796667	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014622_3639574..3725874	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP014651_2496808..2626197	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP014651_5233625..5342651	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP014651_5699825..5782875	1	0	0	0	0	16	0	0	Proteobacteria
NZ_AP014685_4606825..4644764	0	0	0	0	0	0	1	0	Proteobacteria
NZ_AP014808_1454775..1572916	0	0	0	0	1	0	0	0	Firmicutes
NZ_AP014839_5301494..5407295	1	0	0	0	0	16	0	0	Proteobacteria
NZ_AP014862_1645992..1768012	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP014880_1020581..1119655	2	0	0	0	2	0	0	0	Firmicutes
NZ_AP014880_72848..132818	2	0	0	0	2	0	0	0	Firmicutes
NZ_AP014925_1932913..1987322	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP014956_1971817..2014389	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP015029_3844037..3987520	0	1	0	0	0	15	0	0	Proteobacteria
NZ_AP015029_4361347..4441507	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP017302_2527206..2615773	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP017652_701345..768478	0	0	0	0	12	0	2	0	Firmicutes
NZ_AP017655_2285..205848	0	6	0	0	0	0	0	0	Proteobacteria
NZ_AP017655_291837..467120	5	0	0	0	0	0	0	0	Proteobacteria
NZ_AP017898_2237838..2304216	1	0	0	0	0	0	0	0	Proteobacteria
NZ_AP017898_3323892..3500305	8	0	0	0	1	0	1	0	Proteobacteria
NZ_AP017898_358748..407315	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP017898_766534..823578	0	7	0	0	0	0	0	0	Proteobacteria
NZ_AP017935_1297645..1422794	1	0	0	3	3	0	0	0	Firmicutes
NZ_AP017971_1050551..1104336	0	0	0	6	6	0	1	0	Firmicutes
NZ_AP018005_916939..983565	1	0	1	0	0	0	0	0	Proteobacteria
NZ_AP018042_5180929..5413522	0	0	0	0	0	0	6	0	Bacteroidota
NZ_AP018049_1527724..1538584	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP018338_662732..778701	0	0	0	6	13	0	2	0	Firmicutes
NZ_AP018392_585587..675630	0	0	0	0	2	0	1	0	Firmicutes
NZ_AP018400_952404..999749	0	0	0	0	6	0	0	0	Firmicutes
NZ_AP018439_5651017..5663298	1	0	5	0	0	0	0	0	Proteobacteria
NZ_AP018449_3400821..3449765	6	0	0	0	0	0	1	0	Firmicutes_C
NZ_AP018498_1839589..1863586	1	0	0	0	0	0	0	0	Proteobacteria
NZ_AP018498_2408763..2610610	0	11	0	0	0	0	0	0	Proteobacteria
NZ_AP018498_456268..510615	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP018532_1734570..1849332	1	0	0	0	0	0	1	0	Firmicutes_A
NZ_AP018532_2277380..2339414	0	0	0	1	9	0	1	0	Firmicutes_A
NZ_AP018532_263592..300277	0	0	0	0	2	0	1	0	Firmicutes_A
NZ_AP018543_2850901..2879711	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP018560_514541..656523	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP018664_1024373..1109115	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP018664_3569535..3617590	4	0	0	0	0	0	1	0	Proteobacteria
NZ_AP018664_791403..839505	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP018671_745723..801440	0	0	0	0	0	16	0	0	Proteobacteria
NZ_AP018680_2088517..2130851	2	0	0	0	0	0	0	0	Proteobacteria
NZ_AP018726_1050489..1157647	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP018756_844791..880713	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP018827_471866..531976	0	0	0	0	0	0	1	0	Proteobacteria
NZ_AP018920_5451567..5474451	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_AP018922_375259..441175	1	0	0	5	1	0	0	0	Firmicutes
NZ_AP018935_1313665..1408927	1	0	0	0	13	0	0	0	Firmicutes
NZ_AP018935_907226..987148	1	0	0	6	1	0	0	0	Firmicutes
NZ_AP018936_971025..1113420	0	0	0	0	0	0	1	0	Firmicutes
NZ_AP018937_912386..1085658	0	0	0	6	13	0	2	0	Firmicutes
NZ_AP019011_532284..723112	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP019192_1093953..1138954	0	0	0	0	4	0	1	0	Firmicutes
NZ_AP019305_1829155..1936381	0	0	0	7	1	0	0	0	Firmicutes
NZ_AP019306_1958650..2045042	0	0	0	7	1	0	0	0	Firmicutes
NZ_AP019394_2143733..2263799	1	1	0	0	0	0	0	0	Firmicutes
NZ_AP019695_1377478..1511563	1	0	0	1	7	0	1	0	Firmicutes
NZ_AP019695_2859765..2915563	1	0	0	7	1	0	0	0	Firmicutes
NZ_AP019711_184211..277338	0	0	0	7	2	0	0	0	Firmicutes
NZ_AP019712_1385564..1427031	1	0	0	5	1	0	1	0	Firmicutes
NZ_AP019724_1824341..1886583	1	0	0	0	0	0	11	0	Bacteroidota
NZ_AP019724_4402832..4459322	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019729_5122651..5144227	0	0	0	0	0	0	2	0	Bacteroidota
NZ_AP019729_996003..1058292	0	0	0	0	1	0	0	0	Bacteroidota
NZ_AP019730_671697..904698	4	0	0	0	0	0	0	0	Campylobacterota
NZ_AP019734_1007553..1051250	0	0	0	0	0	0	10	0	Bacteroidota
NZ_AP019734_1191813..1258220	1	0	0	0	1	0	2	0	Bacteroidota
NZ_AP019734_1914005..2078892	2	0	0	0	0	0	8	0	Bacteroidota
NZ_AP019734_3151654..3193258	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019735_12563..288276	1	0	0	0	0	0	11	0	Bacteroidota
NZ_AP019735_1323005..1339839	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019735_2825059..2837335	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019738_2070225..2112658	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019738_2473019..2614421	1	0	0	0	2	0	8	0	Bacteroidota
NZ_AP019738_287593..353399	1	0	0	0	0	0	11	0	Bacteroidota
NZ_AP019738_881826..899708	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019739_1377368..1389564	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP019739_2327826..2432835	1	0	0	0	0	0	9	0	Bacteroidota
NZ_AP019740_1389905..1455322	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP019810_291409..333947	0	0	0	4	0	0	0	0	Firmicutes
NZ_AP019814_1323035..1421812	1	0	0	7	2	0	0	0	Firmicutes
NZ_AP019814_1985595..2090274	1	0	0	0	2	0	0	0	Firmicutes
NZ_AP019814_2100788..2302818	0	0	0	7	1	0	1	0	Firmicutes
NZ_AP019829_367603..561020	0	0	0	0	2	0	0	0	Fusobacteriota
NZ_AP019831_1174135..1400538	0	0	0	0	3	0	0	0	Fusobacteriota
NZ_AP019831_228728..333417	6	0	0	0	1	0	0	0	Fusobacteriota
NZ_AP019835_1578914..1628094	7	0	0	0	1	0	0	0	Fusobacteriota
NZ_AP020316_1317649..1387483	0	0	0	4	1	0	0	0	Firmicutes
NZ_AP020316_1559977..1613323	1	0	0	5	1	0	0	0	Firmicutes
NZ_AP020318_40604..97174	0	0	0	4	0	0	0	0	Firmicutes
NZ_AP020322_1431052..1495110	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP021844_2051632..2061076	0	0	1	0	0	0	0	0	Proteobacteria
NZ_AP021844_2782878..2863097	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP021854_1773639..1811170	8	0	0	0	0	0	2	0	Proteobacteria
NZ_AP021879_3373931..3505898	0	0	0	0	0	0	1	0	Desulfobacterota
NZ_AP021880_1865136..1929396	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP021884_2442307..2488695	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP021889_1810350..1864108	0	0	0	0	1	12	0	0	Proteobacteria
NZ_AP021893_1819363..1870891	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP021900_2442403..2604002	0	1	0	0	0	15	0	0	Proteobacteria
NZ_AP021901_1825765..2024608	0	1	0	0	0	15	0	0	Proteobacteria
NZ_AP021901_4088903..4242962	0	0	0	0	0	15	0	0	Proteobacteria
NZ_AP021902_3719205..3880101	0	1	0	0	0	15	0	0	Proteobacteria
NZ_AP021917_1818562..1923853	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP021940_4268673..4305685	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP022013_816257..856418	3	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022077_1894791..2348956	1	0	0	0	0	1	0	0	Proteobacteria
NZ_AP022108_1553691..1769778	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022254_2753115..2821368	3	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022256_1714858..1933998	4	0	0	0	1	0	0	0	Proteobacteria
NZ_AP022313_1673123..1744180	1	0	0	0	1	0	7	0	Bacteroidota
NZ_AP022321_1666543..1877554	0	0	0	6	1	0	0	0	Firmicutes_C
NZ_AP022341_2609516..2730219	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP022341_728119..746283	0	1	0	0	0	0	0	0	Firmicutes
NZ_AP022345_1327901..1403740	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022347_1674900..1749928	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022347_2041089..2083572	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022362_93082..216224	0	12	0	0	1	0	0	0	Proteobacteria
NZ_AP022371_3358839..3435281	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP022372_2255748..2316363	0	0	0	0	0	16	0	0	Proteobacteria
NZ_AP022372_3589747..3594220	0	0	0	0	0	1	0	0	Proteobacteria
NZ_AP022373_989819..1082549	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP022378_1224265..1362495	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022389_4578929..4663426	2	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022409_4103245..4146251	0	0	0	0	0	13	0	0	Proteobacteria
NZ_AP022419_1868443..1912737	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022419_3224473..3291222	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP022452_3841324..3882519	0	0	0	0	1	0	0	0	Proteobacteria
NZ_AP022465_4073577..4170509	0	0	0	0	0	17	0	0	Proteobacteria
NZ_AP022473_4479101..4664712	8	0	0	0	1	0	1	0	Proteobacteria
NZ_AP022510_412918..506905	1	0	0	0	1	17	0	0	Proteobacteria
NZ_AP022519_3091494..3134590	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022547_2027456..2098507	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP022591_361675..395927	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_AP022608_309084..388986	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_AP022614_4985199..5099353	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_AP022672_147734..356807	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP022815_4960398..5041685	1	0	0	0	0	17	0	0	Proteobacteria
NZ_AP022822_2442162..2521982	0	0	0	7	1	0	0	0	Firmicutes
NZ_AP023027_267480..333327	1	0	0	0	8	0	0	0	Firmicutes_A
NZ_AP023034_2276730..2358574	1	0	0	5	2	0	0	0	Firmicutes
NZ_AP023049_2869596..2875575	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP023049_556961..571307	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP023247_5791300..5980243	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP023321_1145078..1217065	1	0	0	1	9	0	0	0	Firmicutes_A
NZ_AP023322_1377196..1493968	1	0	0	0	1	0	8	0	Bacteroidota
NZ_AP023322_176765..476326	1	0	0	0	0	0	12	0	Bacteroidota
NZ_AP023322_1880370..1930396	0	0	0	0	0	0	1	0	Bacteroidota
NZ_AP023322_2508694..2545321	1	0	0	0	0	0	11	0	Bacteroidota
NZ_AP023326_323178..469641	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP023388_725612..767733	0	0	0	0	1	0	0	0	Firmicutes
NZ_AP023392_1306990..1408301	1	0	0	0	9	0	0	0	Firmicutes
NZ_AP023392_947514..1094808	0	0	0	0	6	0	0	0	Firmicutes
NZ_AP023394_1510415..1547851	1	0	0	3	2	0	0	0	Firmicutes
NZ_AP023398_3477038..3574023	0	1	0	0	0	0	0	0	Proteobacteria
NZ_AP023452_3014211..3096164	7	0	0	0	0	0	0	0	Proteobacteria
NZ_AP023453_4131920..4186862	0	0	0	0	0	16	0	0	Proteobacteria
NZ_AP024085_2312112..2392447	0	0	0	6	1	0	0	0	Firmicutes
NZ_AP024136_1490171..1530914	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP024136_3904044..3999750	8	0	0	0	0	0	1	0	Proteobacteria
NZ_AP024172_1008451..1091826	8	0	0	0	0	0	0	0	Proteobacteria
NZ_AP024172_2993743..3108513	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP024172_3374504..3436440	0	1	0	0	0	13	0	0	Proteobacteria
NZ_AP024235_4096452..4453861	1	0	0	0	1	0	0	0	Proteobacteria
NZ_AP024239_376..114732	1	12	0	0	0	1	0	0	Proteobacteria
NZ_AP024354_3141331..3240382	0	1	0	0	0	16	0	0	Proteobacteria
NZ_AP024402_1364588..1418037	0	0	0	0	0	4	0	0	Proteobacteria
NZ_AP024469_2353732..2474516	1	0	0	0	1	0	0	0	Desulfobacterota
NZ_AP024470_2330695..2345245	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_AP024510_1975149..2044527	0	0	0	5	1	0	0	0	Firmicutes
NZ_AP024510_389972..444452	1	0	0	0	7	0	1	0	Firmicutes
NZ_AP024524_2399769..2575488	1	0	0	0	1	0	0	0	Proteobacteria
NZ_CP003987_7509599..7515748	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP004003_1513618..1528842	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP004042_3916127..3931354	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP004081_2155333..2234039	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP004081_422204..559658	0	0	0	2	0	0	0	0	Firmicutes
NZ_CP004350_2492391..2617642	0	0	0	0	1	0	1	0	Actinobacteriota
NZ_CP004353_699639..785556	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP004387_3236860..3298208	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP004388_2832571..2869895	6	0	0	0	0	0	0	0	Proteobacteria
NZ_CP004393_931456..992140	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP005083_2490581..2569073	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP005083_560094..729888	8	1	0	0	0	0	2	0	Proteobacteria
NZ_CP005083_897772..977407	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP005188_1718305..1912772	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP005188_1974028..2036408	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP005974_381388..537136	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP006256_5176479..5225878	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP006644_1925688..2074084	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP006692_4231085..4295129	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP006704_1699947..1816630	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP006704_2942642..3299679	8	1	0	0	1	15	0	0	Proteobacteria
NZ_CP006704_3455922..3543368	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP006722_1886399..1995488	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP006770_1113592..1197336	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP006828_2084273..2170507	1	0	0	0	0	0	12	0	Bacteroidota
NZ_CP006877_3125451..3176841	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP006903_786747..832537	0	0	0	0	1	0	0	0	Firmicutes_A
NZ_CP006910_384739..424122	0	0	0	0	3	0	0	0	Firmicutes
NZ_CP006923_740709..797338	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP006929_2826399..2870902	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP006929_3161166..3214170	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP006947_2338447..2486176	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP006956_243598..304351	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP006999_1230352..1273204	7	0	0	0	0	0	1	0	Campylobacterota
NZ_CP007014_2591336..2746640	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP007016_201319..216182	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP007030_1203385..1266869	1	0	0	0	0	12	0	0	Proteobacteria
NZ_CP007034_1619495..1692084	0	0	0	0	0	1	0	0	Bacteroidota
NZ_CP007034_2867491..2955026	0	0	0	0	0	0	4	0	Bacteroidota
NZ_CP007035_1270346..1308642	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP007040_188746..243668	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP007044_391559..446895	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP007062_2205947..2343109	7	0	0	0	0	0	0	0	Fusobacteriota
NZ_CP007062_410125..449463	8	0	0	1	0	0	1	0	Fusobacteriota
NZ_CP007064_1563112..1605710	8	0	0	1	0	0	1	0	Fusobacteriota
NZ_CP007142_5229280..5243864	1	0	1	0	0	0	0	0	Proteobacteria
NZ_CP007147_2684203..2769071	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP007201_1658801..1910259	0	4	0	0	0	0	0	0	Campylobacterota
NZ_CP007206_1968062..1998395	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP007215_4409050..4446000	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007241_855126..879976	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP007391_3927650..4189436	0	12	0	0	1	0	0	0	Proteobacteria
NZ_CP007410_4261172..4401716	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP007445_2856732..3042896	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP007452_440077..677374	1	0	0	0	11	0	0	0	Firmicutes_A
NZ_CP007456_1418297..1490512	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP007497_808718..964358	0	0	0	6	15	0	1	0	Firmicutes
NZ_CP007499_364134..467599	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP007511_3121980..3242780	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP007539_739705..797107	2	0	0	5	1	0	0	0	Firmicutes
NZ_CP007547_1535819..1652136	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP007547_1652224..1761250	1	0	0	0	2	0	6	0	Bacteroidota
NZ_CP007547_3359007..3582112	0	0	0	0	0	0	9	0	Bacteroidota
NZ_CP007547_615189..689259	1	0	0	0	1	0	6	0	Bacteroidota
NZ_CP007557_3309732..3430730	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007570_1816539..1904930	1	0	0	6	1	0	0	0	Firmicutes
NZ_CP007570_583111..654901	0	0	0	1	7	0	2	0	Firmicutes
NZ_CP007571_1810168..1873645	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP007571_682856..750192	1	0	0	0	9	0	0	0	Firmicutes
NZ_CP007572_1831215..1897112	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP007572_192991..269371	1	0	0	0	0	0	0	0	Firmicutes
NZ_CP007572_693329..713233	0	0	0	0	3	0	0	0	Firmicutes
NZ_CP007573_756572..855220	0	0	0	1	9	0	0	0	Firmicutes
NZ_CP007631_1303092..1360194	0	0	0	1	9	0	0	0	Firmicutes
NZ_CP007631_575779..709724	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP007686_1106264..1159578	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP007712_2521556..3083185	1	0	0	0	0	1	0	0	Proteobacteria
NZ_CP007715_1013208..1082867	0	0	0	0	1	16	0	0	Proteobacteria
NZ_CP007727_4563040..4622287	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP007783_2077771..2286007	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007784_966448..1024038	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007786_1241146..1475297	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007787_2178060..2361789	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP007810_4254770..4384951	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP008696_5244798..5349363	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP008728_272754..863135	4	0	0	0	0	0	1	0	Proteobacteria
NZ_CP008730_680891..724028	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP008739_1657845..1745231	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP008739_2134527..2178848	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP008739_853495..992284	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP008742_1839334..1863784	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP008743_1026016..1083536	1	11	0	0	0	1	0	0	Proteobacteria
NZ_CP008760_3560977..3680396	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP008760_7033..169363	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP008788_4661234..4716378	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP008788_4870877..4910672	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP008801_2927012..3055674	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP008810_1830651..1855874	1	0	0	0	0	0	0	0	Campylobacterota
NZ_CP008813_566786..637345	0	0	0	6	12	0	1	0	Firmicutes
NZ_CP008816_1059829..1114701	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP008819_674815..785835	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP008856_5221858..5338071	2	0	0	0	0	16	0	0	Proteobacteria
NZ_CP008857_3269423..3355117	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP008857_6928303..7146932	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP008858_5314589..5418165	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP008860_5258436..5361673	1	0	0	0	0	16	0	0	Proteobacteria
