accession	slot_family	slot_status	gap_up	gap_down	anchor_gap_median	n_anchor_gaps
CP093098.1	Eex_IncN	eex_occupied	3	18	2	6
CP093105.1	Eex_IncN	eex_occupied	0	9	4	8
CP093114.1	Eex_IncN	eex_occupied	0	9	4	8
CP093127.1	Eex_IncN	eex_occupied	3	18	2	6
CP093130.1	Eex_IncN	eex_occupied	52	2	5	5
CP093306.1		candidate	117	28	-4	6
CP094244.1		candidate	566	58	77	2
CP094252.1		candidate	1	2	53	3
CP094253.1		candidate	11	159	97	7
CP094621.1		candidate	17	-4	17	5
CP094840.1		candidate	1	2	66	2
CP096582.1		candidate	-8	27	3	8
CP098603.1		candidate	367	58	67	4
CP098607.1		candidate	5	186	0	7
CP099007.1	Eex_IncN	eex_occupied	9	0	4	8
CP099110.1	Eex_IncN	eex_occupied	0	9	4	8
CP099139.1	Eex_IncN	eex_occupied	11	17	9	6
CP099185.1	Eex_IncN	eex_occupied	9	0	4	8
CP099199.1	Eex_IncN	eex_occupied	8	0	4	8
CP099273.1		candidate	-4	10	11	8
CP099476.1	Eex_IncN	eex_occupied	-11	-1	14	8
CP099618.1		candidate	45	2	1	7
CP099709.1	Eex_IncN	eex_occupied	8	11	7	8
CP099710.1	Eex_IncN	eex_occupied	-8	14	9	6
CP100007.1	Eex_IncN	eex_occupied	11	9	5	8
CP100008.1	Eex_IncN	eex_occupied	8	9	12	5
CP100031.1	Eex_IncN	eex_occupied	254	8	5	4
CP100066.1		candidate	10	-4	11	8
CP101282.1		candidate	92	23	-4	1
CP101710.1		candidate	-4	4	-1	6
CP101799.1	Eex_IncN	eex_occupied	11	9	5	8
CP101957.1		candidate	91	323	-1	4
CP102437.1	Eex_IncN	eex_occupied	7	15	17	6
CP104101.1		candidate	0	-4	5	7
CP104102.1		candidate	8	0	5	7
CP104106.1		candidate	0	8	5	7
CP104975.1		candidate	169	-44		0
CP109756.1		candidate	12	-4	2	6
CP110414.1	Eex_IncN	eex_occupied	9	11	9	5
CP110489.1	Eex_IncN	eex_occupied	18	3	2	6
CP110543.1	Eex_IncN	eex_occupied	11	17	9	6
CP110578.1	Eex_IncN	eex_occupied	11	17	9	6
CP110589.1	Eex_IncN	eex_occupied	12	11	12	5
CP110758.1	Eex_IncN	eex_occupied	17	11	9	6
CP110766.1	Eex_IncN	eex_occupied	16	9	15	6
CP113989.1	Eex_IncN	eex_occupied	0	8	2	7
CP114343.1	TrbK_RP4	eex_occupied	12	-47	12	6
CP114757.1	Eex_IncN	eex_occupied	9	0	4	5
CP115336.1	Eex_IncN	eex_occupied	11	14	4	7
CP115908.1		candidate	-7	-4	3	6
CP115909.1		candidate	-7	-4	10	6
CP116019.1	Eex_IncN	eex_occupied	11	17	9	6
CP116020.1	Eex_IncN	eex_occupied	15	8	-1	7
CP117206.1	Eex_IncN	eex_occupied	11	9	5	7
CP117219.1	Eex_IncN	eex_occupied	18	3	2	6
CP119077.1		candidate	139	10	12	7
CP119119.1		candidate	-4	11	11	7
CP120245.1		candidate	3	-11	0	5
CP120248.1		candidate	3	-11	0	5
CP120260.1		candidate	3	-11	3	4
CP120281.1		candidate	3	-11	3	6
CP120284.1		candidate	3	-11	3	6
CP120287.1		candidate	-11	3	3	6
CP120290.1		candidate	3	-11	0	5
CP120293.1		candidate	3	-11	3	5
CP120296.1		candidate	3	-11	0	5
CP120299.1		candidate	3	-11	0	5
CP120305.1		candidate	3	-11	18	6
CP120307.1		candidate	3	-11	0	5
CP120310.1		candidate	3	-11	18	6
CP120313.1		candidate	3	-11	3	6
CP121428.1	Eex_IncN	eex_occupied	124	0	108	4
CP122748.1	Eex_IncN	eex_occupied	1	132	5	5
CP122783.1	Eex_IncN	eex_occupied	2	52	5	5
CP122800.1	Eex_IncN	eex_occupied	0	8	4	8
CP122812.1	Eex_IncN	eex_occupied	0	8	2	7
CP122892.1	Eex_IncN	eex_occupied	8	0	4	8
CP122893.1		candidate	10	-38	11	8
CP123602.1	Eex_IncN	eex_occupied	17	11	10	6
CP123653.1	TrbK_RP4	eex_occupied	12	-47	12	6
CP123778.1	Eex_IncN	eex_occupied	9	11	12	6
CP123874.1	Eex_IncN	eex_occupied	11	9	23	6
CP124767.1		candidate	12	-4	-4	3
CP124770.1	Eex_IncN	eex_occupied	7	15	17	6
CP124771.1	Eex_IncN	eex_occupied	9	11	7	8
CP125061.1	Eex_IncN	eex_occupied	11	9	5	8
CP125156.1		candidate	252	91	43	4
CP125392.1		candidate	-4	-11	0	6
CP125755.1	Eex_IncN	eex_occupied	16	9	15	6
CP126020.1		candidate	198	43	9	7
CP126021.1		candidate	-7	-7	-4	6
CP126023.1		candidate	42	197	9	6
CP126024.1		candidate	-4	287	9	4
CP128223.1	Eex_IncN	eex_occupied	11	17	9	6
CP128673.1	Eex_IncN	eex_occupied	11	9	5	7
CP128733.1	Eex_IncN	eex_occupied	11	9	9	6
CP128754.1	Eex_IncN	eex_occupied	7	15	17	6
CP128761.1	Eex_IncN	eex_occupied	18	3	-1	5
CP128767.1	Eex_IncN	eex_occupied	7	15	17	6
CP128768.1	Eex_IncN	eex_occupied	11	9	5	7
CP129669.1		candidate	-4	-7	10	6
CP129670.1		candidate	-7	-4	-4	5
CP130046.1		candidate	236	4	4	5
CP130049.1	Eex_IncN	eex_occupied	-4	22	-1	4
CP130052.1	Eex_IncN	eex_occupied	-4	22	-1	4
CP130055.1		candidate	380	236	195	5
CP131129.1		candidate	-8	27	8	8
CP132116.1		candidate	-11	-4	-4	5
CP132117.1	Eex_IncN	eex_occupied	-53	48	0	3
CP132119.1		candidate	-4	-11	0	6
CP132120.1	Eex_IncN	eex_occupied	-53	48	1	5
CP132122.1		candidate	-11	-4	-4	5
CP132124.1		candidate	-4	-11	0	6
CP132125.1	Eex_IncN	eex_occupied	-53	48	1	6
CP132129.1	Eex_IncN	eex_occupied	48	-53	1	6
CP132131.1	Eex_IncN	eex_occupied	-53	48	1	6
CP132134.1	Eex_IncN	eex_occupied	-53	48	1	6
CP132318.1		candidate	4	6	-4	7
CP132319.1		candidate	4	12	-4	7
CP133142.1	Eex_IncN	eex_occupied	9	0	4	8
CP134900.1		candidate	1	9	12	6
CP134901.1		candidate	11	-4	11	8
CP134925.1		candidate	11	-4	11	7
CP134935.1	Eex_IncN	eex_occupied	11	9	5	7
CP134939.1	Eex_IncN	eex_occupied	11	9	5	7
CP135473.1	Eex_IncN	eex_occupied	11	10	-1	6
CP136916.1	Eex_IncN	eex_occupied	222	8	5	6
CP137538.1		candidate	51	-8	1	8
CP138390.1		candidate	2	9	9	6
CP138579.1		candidate	9	2	9	6
CP139950.1	Eex_IncN	eex_occupied	15	7	17	6
CP140736.1		candidate	8	81	-1	3
CP140797.1	Eex_IncN	eex_occupied	-4	3	-1	7
CP140800.1		candidate	142	-7	10	5
CP140804.1		candidate	144	-7	20	5
CP140826.1	Eex_IncN	eex_occupied	-4	3	-1	7
CP140829.1		candidate	142	-7	10	5
CP140836.1		candidate	-7	-7	17	4
CP140838.1	Eex_IncN	eex_occupied	-4	3	-1	6
CP140858.1		candidate	73	-4	9	5
CP140859.1		candidate	-7	-7	-8	5
CP140869.1		candidate	-4	26	9	6
CP140882.1	Eex_IncN	eex_occupied	-4	22	-1	5
CP140885.1		candidate	114	-47	3	8
CP140906.1		candidate	-7	-1	16	2
CP140907.1		candidate	4	6	-1	7
CP140908.1		candidate	6	4	-1	5
CP140909.1		candidate	-7	-4	-8	3
CP140912.1		candidate	-11	15	2	8
CP140920.1	Eex_IncN	eex_occupied	-4	22	-1	5
CP140923.1		candidate	114	-47	3	8
CP140933.1	Eex_IncN	eex_occupied	-4	5	-1	5
CP140936.1	Eex_IncN	eex_occupied	22	-4	4	2
CP140939.1	Eex_IncN	eex_occupied	-4	4	-1	5
CP140941.1		candidate	-7	-4	10	6
CP140942.1	Eex_IncN	eex_occupied	-4	5	-1	5
CP140947.1	Eex_IncN	eex_occupied	-4	22	4	2
CP140951.1		candidate	-7	-4	10	6
CP140953.1	Eex_IncN	eex_occupied	-4	5	-1	5
CP140958.1	Eex_IncN	eex_occupied	22	-4	4	2
CP140962.1	Eex_IncN	eex_occupied	-4	4	3	3
CP140963.1		candidate	-7	-4	10	6
CP142010.1		candidate	567	6	25	5
CP142081.1		candidate	-4	124	18	7
CP142083.1		candidate	51	-8	2	6
CP142547.1		candidate	11	9	5	7
CP142550.1	Eex_IncN	eex_occupied	11	9	5	7
CP142553.1	Eex_IncN	eex_occupied	15	7	17	7
CP143333.1		candidate	-4	12	-4	7
CP143335.1		candidate	12	-4	-4	7
CP143973.1	Eex_IncN	eex_occupied	16	9	15	6
CP143977.1	Eex_IncN	eex_occupied	16	9	15	6
CP144667.1	Eex_IncN	eex_occupied	-4	4	2	6
CP146241.1		candidate	2	21	-4	7
CP146243.1		candidate	-4	-7	12	6
CP146551.1	Eex_IncN	eex_occupied	413	8	5	5
CP149524.1		candidate	81	8	-4	5
CP149526.1	Eex_IncN	eex_occupied	3	18	2	6
CP151659.1		candidate	15	7	17	6
CP151894.1		candidate	2	9	10	4
CP152305.1	TrbK_RP4	eex_occupied	11	6	11	6
CP152306.1	TrbK_RP4	eex_occupied	11	6	11	6
CP155825.1	Eex_IncN	eex_occupied	30	9	-1	8
CP157007.1	TrbK_RP4	eex_occupied	6	10	10	5
CP157129.1	Eex_IncN	eex_occupied	77	3	5	2
EF107516.1	TrbK_RP4	eex_occupied	10	11	12	6
FJ012880.1		candidate	11	30	7	9
FJ012881.1		candidate	11	30	7	9
FJ012882.1		candidate	11	162	7	9
FN543095.1	Eex_IncN	eex_occupied	7	3	12	6
FP885893.1		candidate	-8	45	1	8
GQ983559.1	TrbK_RP4	eex_occupied	10	10	11	6
JN102341.1	Eex_IncN	eex_occupied	7	15	17	7
JN102342.1	Eex_IncN	eex_occupied	7	15	17	7
JN102343.1	Eex_IncN	eex_occupied	7	15	17	7
JN102344.1	Eex_IncN	eex_occupied	7	15	17	7
JN106164.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106165.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106166.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106167.1	TrbK_RP4	eex_occupied	9	7	13	6
JN106168.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106169.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106170.1	TrbK_RP4	eex_occupied	9	7	13	6
JN106171.1	TrbK_RP4	eex_occupied	9	11	16	6
JN106172.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106173.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106174.1	TrbK_RP4	eex_occupied	9	10	16	6
JN106175.1	TrbK_RP4	eex_occupied	9	7	13	6
JN581942.1	Eex_IncN	eex_occupied	-4	13	2	6
JNBM01000003.1	Eex_IncN	eex_occupied	11	9	5	7
JQ004406.1	TrbK_RP4	eex_occupied	-4	9	13	6
JQ004407.1	TrbK_RP4	eex_occupied	-4	9	13	6
JQ004408.1	TrbK_RP4	eex_occupied	-4	9	13	6
JQ004409.1	TrbK_RP4	eex_occupied	-4	9	13	6
JQ432563.1	TrbK_RP4	eex_occupied	11	7	11	6
JQ432564.1	TrbK_RP4	eex_occupied	-1	14	11	6
JX469826.1	TrbK_RP4	eex_occupied	9	11	16	6
JX469827.1	TrbK_RP4	eex_occupied	9	7	13	6
JX469828.1	TrbK_RP4	eex_occupied	9	11	16	6
JX469829.1	TrbK_RP4	eex_occupied	9	11	16	6
JX469830.1	TrbK_RP4	eex_occupied	11	6	11	6
JX469831.1	TrbK_RP4	eex_occupied	9	10	16	6
JX469833.1	TrbK_RP4	eex_occupied	11	6	11	6
JX469834.1	TrbK_RP4	eex_occupied	9	10	16	6
JX486125.1	TrbK_RP4	eex_occupied	9	10	13	6
KC170278.1	Eex_IncN	eex_occupied	-4	14	-1	7
KC170279.1	TrbK_RP4	eex_occupied	9	10	16	6
KC170280.1	Eex_IncN	eex_occupied	15	7	41	6
KC170281.1	Eex_IncN	eex_occupied	34	11	-4	7
KC170282.1		candidate	26	11	2	6
KC170283.1		candidate	12	10	12	7
KC170284.1	Eex_IncN	eex_occupied	34	11	-4	7
KC170285.1		candidate	0	2	10	5
KC964605.1	TrbK_RP4	eex_occupied	9	-4	13	6
KC964606.1	TrbK_RP4	eex_occupied	9	-4	13	6
KC964607.1	TrbK_RP4	eex_occupied	9	-4	13	6
KJ850907.1	Eex_IncN	eex_occupied	103	11	4	6
KR827394.1		candidate	12	30	2	8
KT325596.1		candidate	11	161	11	9
KU238092.1	TrbK_RP4	eex_occupied	9	10	16	6
KU351673.1	Eex_IncN	eex_occupied	11	34	-4	7
KX863569.1	Eex_IncN	eex_occupied	16	9	15	6
LC483179.2	Eex_IncN	eex_occupied	11	9	5	7
LC521833.1	Eex_IncN	eex_occupied	9	11	5	7
LC521837.1	Eex_IncN	eex_occupied	16	9	15	7
LC521848.1	Eex_IncN	eex_occupied	9	11	84	6
LC613145.1	Eex_IncN	eex_occupied	16	9	15	6
LC623882.1	Eex_IncN	eex_occupied	11	103	5	6
LC623883.1	Eex_IncN	eex_occupied	11	103	5	6
LC623884.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623885.1	Eex_IncN	eex_occupied	9	113	9	8
LC623886.1	Eex_IncN	eex_occupied	11	103	5	6
LC623887.1	Eex_IncN	eex_occupied	11	103	5	6
LC623888.1	Eex_IncN	eex_occupied	11	103	5	6
LC623889.1	TrbK_RP4	eex_occupied	11	9	17	6
LC623890.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC623891.1	Eex_IncN	eex_occupied	11	113	9	8
LC623893.1	Eex_IncN	eex_occupied	9	113	9	8
LC623894.1		candidate	10	139	12	7
LC623895.1		candidate	10	139	12	7
LC623896.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623897.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623898.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623899.1	Eex_IncN	eex_occupied	11	113	9	8
LC623900.1	TrbK_RP4	eex_occupied	6	11	11	6
LC623901.1	TrbK_RP4	eex_occupied	6	11	11	6
LC623902.1	TrbK_RP4	eex_occupied	10	10	11	6
LC623903.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623904.1	Eex_IncN	eex_occupied	11	113	9	8
LC623905.1	Eex_IncN	eex_occupied	10	103	6	6
LC623906.1	Eex_IncN	eex_occupied	18	99	5	7
LC623907.1	Eex_IncN	eex_occupied	11	103	5	6
LC623908.1	Eex_IncN	eex_occupied	11	103	5	6
LC623909.1	Eex_IncN	eex_occupied	11	102	6	7
LC623910.1	TrbK_RP4	eex_occupied	-4	14	17	6
LC623911.1		candidate	-4	13	11	6
LC623912.1	Eex_IncN	eex_occupied	11	102	6	7
LC623913.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623914.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623915.1	TrbK_RP4	eex_occupied	11	9	16	6
LC623916.1	Eex_IncN	eex_occupied	11	103	6	6
LC623917.1	Eex_IncN	eex_occupied	2	17	10	6
LC623918.1	Eex_IncN	eex_occupied	11	103	5	6
LC623919.1	TrbK_RP4	eex_occupied	10	9	17	6
LC623920.1	Eex_IncN	eex_occupied	11	103	5	6
LC623921.1	Eex_IncN	eex_occupied	11	113	9	8
LC623922.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC623923.1	Eex_IncN	eex_occupied	9	113	9	8
LC623924.1	TrbK_RP4	eex_occupied	11	9	16	6
LC623925.1	TrbK_RP4	eex_occupied	10	9	17	6
LC623926.1	Eex_IncN	eex_occupied	11	103	5	6
LC623927.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623928.1	TrbK_RP4	eex_occupied	10	9	13	6
LC623929.1	TrbK_RP4	eex_occupied	14	-1	11	6
LC623930.1	Eex_IncN	eex_occupied	11	97	5	7
LC623931.1	TrbK_RP4	eex_occupied	10	9	16	6
LC623932.1	Eex_IncN	eex_occupied	11	113	9	8
LC663721.1		candidate	3	0	-1	5
LC663726.1	Eex_IncN	eex_occupied	7	15	17	6
LC663727.1	Eex_IncN	eex_occupied	7	15	17	6
LC663728.1	Eex_IncN	eex_occupied	7	15	17	7
LC663729.1	Eex_IncN	eex_occupied	15	7	17	6
LC663730.1	Eex_IncN	eex_occupied	7	15	17	6
LC663732.1		candidate	-4	10	11	8
LC663736.1		candidate	-8	27	8	8
LC663737.1		candidate	-8	27	8	8
LC663738.1		candidate	-8	27	8	8
LC663739.1		candidate	-8	27	8	8
LC663740.1		candidate	-8	27	8	8
LC685593.1		candidate	60	27	2	8
LC709173.1	Eex_IncN	eex_occupied	12	1	5	4
LC712329.1	Eex_IncN	eex_occupied	12	1	5	4
LC712384.1	Eex_IncN	eex_occupied	12	1	5	4
LC716358.1	Eex_IncN	eex_occupied	11	9	5	7
LC720959.1	Eex_IncN	eex_occupied	7	15	17	6
LC720960.1	Eex_IncN	eex_occupied	7	15	17	6
LC732581.1		candidate	199	62	10	7
LC744437.1	Eex_IncN	eex_occupied	11	9	5	7
LC744446.1	Eex_IncN	eex_occupied	11	9	5	7
LC744460.1	Eex_IncN	eex_occupied	11	9	5	7
LC744478.1	Eex_IncN	eex_occupied	11	9	5	7
LC744481.1	Eex_IncN	eex_occupied	11	9	5	7
LC744482.1	Eex_IncN	eex_occupied	11	9	5	7
LC744484.1	Eex_IncN	eex_occupied	11	9	5	7
LC744492.1	Eex_IncN	eex_occupied	11	9	5	7
LC744495.1	Eex_IncN	eex_occupied	11	9	5	7
LC744503.1	Eex_IncN	eex_occupied	11	9	9	6
LC744506.1	Eex_IncN	eex_occupied	11	9	5	7
LC744507.1	Eex_IncN	eex_occupied	11	9	5	7
LC744508.1	Eex_IncN	eex_occupied	11	9	5	7
LC744509.1	Eex_IncN	eex_occupied	11	9	5	7
LC744511.1		candidate	-26	275	175	3
LC744513.1	Eex_IncN	eex_occupied	11	9	5	7
LC746221.1	Eex_IncN	eex_occupied	7	15	17	7
LC746222.1	TrbK_RP4	eex_occupied	7	9	13	6
LC746223.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC746224.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC746225.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC746226.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC746227.1	TrbK_RP4	eex_occupied	-4	9	13	6
LC763832.1	Eex_IncN	eex_occupied	12	1	-4	2
LC771430.1		candidate	62	199	10	7
LC771431.1		candidate	62	199	10	7
LC771582.1	Eex_IncN	eex_occupied	7	15	17	6
LC771583.1	Eex_IncN	eex_occupied	7	15	17	6
LC771584.1	Eex_IncN	eex_occupied	7	15	17	6
LC771585.1	Eex_IncN	eex_occupied	7	15	17	6
LC771587.1	Eex_IncN	eex_occupied	7	15	17	6
LC778279.1	Eex_IncN	eex_occupied	11	9	5	6
LC778280.1	Eex_IncN	eex_occupied	11	9	5	7
LC789757.1	Eex_IncN	eex_occupied	11	9	5	7
LC789758.1	Eex_IncN	eex_occupied	11	9	5	7
LC789759.1	Eex_IncN	eex_occupied	11	9	5	7
LC789760.1	Eex_IncN	eex_occupied	11	9	5	7
LC807797.1	Eex_IncN	eex_occupied	9	11	5	7
LC807801.1	Eex_IncN	eex_occupied	11	9	5	7
LC807806.1	Eex_IncN	eex_occupied	7	15	17	7
LR606148.1		candidate	26	4	4	7
LR606149.1		candidate	-7	-4	9	6
LR606151.1		candidate	33	233	-1	10
LR699074.1		candidate	7	-4	-4	8
LR723678.1		candidate	-4	-4	-4	7
LR723680.1		candidate	233	33	-1	10
LR828252.1		candidate	6	463	25	6
LR890250.1	Eex_IncN	eex_occupied	3	18	2	6
LR890580.1		candidate	3	0	-1	5
LR890744.1	Eex_IncN	eex_occupied	11	17	9	6
LR990731.1		candidate	10	35	-4	5
LR990732.1		candidate	9	11	2	5
LR990733.1	TrbK_RP4	eex_occupied	10	6	2	5
LR990737.1		candidate	11	9	2	5
LR990738.1	TrbK_RP4	eex_occupied	10	6	2	5
LR990740.1	TrbK_RP4	eex_occupied	6	10	2	5
LR990742.1		candidate	9	11	2	5
LR990743.1	TrbK_RP4	eex_occupied	6	10	2	5
LT174530.1	Eex_IncN	eex_occupied	12	1	5	4
LT904889.1	Eex_IncN	eex_occupied	11	17	3	5
MG773377.1	Eex_IncN	eex_occupied	11	9	9	5
MG879028.1	TrbK_RP4	eex_occupied	9	10	16	6
MH339998.1	Eex_IncN	eex_occupied	7	15	17	3
MK715437.1	Eex_IncN	eex_occupied	11	9	5	7
MN366356.1	TrbK_RP4	eex_occupied	9	-4	13	6
MN366357.1	Eex_IncN	eex_occupied	103	10	5	6
MN366358.1	TrbK_RP4	eex_occupied	9	10	13	6
MN366359.1	TrbK_RP4	eex_occupied	9	10	16	6
MN366360.1	TrbK_RP4	eex_occupied	9	-4	13	6
MN366361.1	TrbK_RP4	eex_occupied	9	11	16	6
MN536506.1	Eex_IncN	eex_occupied	11	113	9	8
MW191861.1		candidate	326	-4		0
MZ382871.1		candidate	-4	12	-4	7
MZ382872.1	Eex_IncN	eex_occupied	16	9	15	6
NC_000914.2		candidate	-7	-4	-8	5
NC_001735.4	TrbK_RP4	eex_occupied	10	10	16	6
NC_002490.1		candidate	45	50	2	5
NC_002525.1	Eex_IncN	eex_occupied	52	2	5	5
NC_002579.1	Eex_IncN	eex_occupied	9	13	10	7
NC_002679.1		candidate	226	13	-4	9
NC_002682.1		candidate	2	5	-4	7
NC_003037.1	Eex_IncN	eex_occupied	5	-4	-1	5
NC_003064.2	Eex_IncN	eex_occupied	-4	4	2	6
NC_003292.1	Eex_IncN	eex_occupied	7	15	17	7
NC_003350.1		candidate	-8	28	2	8
NC_003922.1		candidate	-8	47	1	8
NC_004041.2	Eex_IncN	eex_occupied	-4	2	-4	7
NC_004058.1		candidate	26	181	14	8
NC_004574.1		candidate	16	2	2	6
NC_004846.1		candidate	26	181	14	8
NC_004956.1	TrbK_RP4	eex_occupied	10	9	16	6
NC_004999.1		candidate	-8	27	3	8
NC_005012.1		candidate	103	30	-1	2
NC_005088.1	TrbK_RP4	eex_occupied	9	10	16	6
NC_005205.1		candidate	33	10	-11	5
NC_005240.1		candidate	50	-8	-4	8
NC_005247.1		candidate	26	57	-11	5
NC_005814.1	Eex_IncN	eex_occupied	13	10	12	6
NC_005918.1		candidate	323	10	-4	5
NC_006134.1		candidate	3	-11	3	6
NC_006135.1		candidate	-4	142	0	6
NC_006143.1	Eex_IncN	eex_occupied	11	34	-4	5
NC_006154.1		candidate	65	-4	4	5
NC_006824.1	TrbK_RP4	eex_occupied	14	10	13	6
NC_006830.1	TrbK_RP4	eex_occupied	9	11	16	6
NC_006842.1		candidate	-49		6	6
NC_007141.1		candidate	-4	-11	0	6
NC_007206.1		candidate	26	181	15	10
NC_007275.1		candidate	32	10	-4	4
NC_007353.2	TrbK_RP4	eex_occupied	9	11	16	6
NC_007506.1		candidate	-8	50	-4	7
NC_007682.3	Eex_IncN	eex_occupied	7	15	17	7
NC_007926.1		candidate	-8	27	3	8
NC_007950.1		candidate	35	-4	-4	6
NC_007960.1		candidate	-4	20	-4	8
NC_007961.1		candidate	12	-4	-4	6
NC_008042.1		candidate	2	16	-1	7
NC_008341.1		candidate	114	182	14	6
NC_008342.1		candidate	11	-4	-4	8
NC_008357.1	TrbK_RP4	eex_occupied	11	6	11	5
NC_008382.1		candidate	4	246	27	9
NC_008383.1		candidate	-7	-4	10	6
NC_008385.1	TrbK_RP4	eex_occupied	10	9	16	6
NC_008386.1		candidate	3	2	-4	7
NC_008459.1	TrbK_RP4	eex_occupied	9	10	15	6
NC_008757.1		candidate	10	12	2	5
NC_008770.1		candidate	103	30	-1	2
NC_008771.1		candidate	4	-31	-4	8
NC_008790.1		candidate	-4	-11	0	6
NC_009131.1	Eex_IncN	eex_occupied	7	15	17	7
NC_009132.1	Eex_IncN	eex_occupied	15	7	17	7
NC_009469.1		candidate	-16	-1	-1	8
NC_009475.1	Eex_IncN	eex_occupied	11	-4	-4	7
NC_009622.1		candidate	15	-11	-1	9
NC_009669.1		candidate	34	229	2	10
NC_009704.1	TrbK_RP4	eex_occupied	-7	4	14	5
NC_009777.1	Eex_IncN	eex_occupied	9	12	2	4
NC_009779.1	Eex_IncN	eex_occupied	9	11	12	6
NC_009955.1		candidate	14	1	-1	7
NC_009957.1		candidate	16	2	-1	7
NC_009980.1	Eex_IncN	eex_occupied	7	15	17	7
NC_009982.1	Eex_IncN	eex_occupied	-4	13	2	6
NC_010000.1		candidate	9	54	11	6
NC_010332.1	Eex_IncN	eex_occupied	11	103	5	6
NC_010378.1	Eex_IncN	eex_occupied	11	14	4	8
NC_010421.1	Eex_IncN	eex_occupied	8	0	4	7
NC_010422.1	Eex_IncN	eex_occupied	9	0	10	8
NC_010509.1	Eex_IncN	eex_occupied	49	0	5	7
NC_010555.1	Eex_IncN	eex_occupied	12	18	2	7
NC_010579.1	Eex_IncN	eex_occupied	16	21	12	5
NC_010627.1		candidate	23	-11	12	4
NC_010643.1	Eex_IncN	eex_occupied	13	-4	2	6
NC_010657.1		candidate	11	-4	11	8
NC_010679.1		candidate	77	40	-4	5
NC_010697.1		candidate	-1	2	-1	6
NC_010716.1	Eex_IncN	eex_occupied	11	-4	11	7
NC_010726.1	Eex_IncN	eex_occupied	9	11	12	6
NC_010860.1	Eex_IncN	eex_occupied	0	9	4	8
NC_010865.1		candidate	-7	-4	10	5
NC_010900.1		candidate	0	4	4	4
NC_010919.1	Eex_IncN	eex_occupied	11	34	-4	7
NC_010935.1	TrbK_RP4	eex_occupied	9	11	16	6
NC_011061.1		candidate	27	18	16	7
NC_011092.1	Eex_IncN	eex_occupied	11	17	10	4
NC_011143.1		candidate	251	9	-4	8
NC_011204.1	Eex_IncN	eex_occupied	9	0	10	8
NC_011351.1		candidate	67	-29	2	8
NC_011383.1	Eex_IncN	eex_occupied	15	7	17	6
NC_011385.1	Eex_IncN	eex_occupied	15	7	10	5
NC_011617.1	Eex_IncN	eex_occupied	7	15	17	6
NC_011982.1		candidate	-7	-4	-1	2
NC_011984.1		candidate	-7	-4	10	6
NC_011986.1		candidate	35	232	2	10
NC_011991.1		candidate	16	4	17	6
NC_012040.1		candidate	13	249	-4	5
NC_012586.1	Eex_IncN	eex_occupied	-4	4	-1	6
NC_012674.1		candidate	-8	27	3	8
NC_012847.1	Eex_IncN	eex_occupied	21	60	17	6
NC_012853.1		candidate	219	19	9	7
NC_012919.1	TrbK_RP4	eex_occupied	8	9	11	6
NC_012970.1		candidate	23	-4	27	6
NC_013438.1		candidate	9	18	64	6
NC_013503.1	Eex_IncN	eex_occupied	9	0	4	8
NC_014007.1		candidate	2	10	-4	7
NC_014105.1		candidate	-8	213	12	5
NC_014111.1		candidate	3	-31	2	6
NC_014113.1		candidate	3	-31	2	6
NC_014208.1	Eex_IncN	eex_occupied	7	15	17	6
NC_014231.1	Eex_IncN	eex_occupied	7	15	17	7
NC_014368.1	Eex_IncN	eex_occupied	7	15	17	7
NC_014385.1	TraS	eex_occupied	7	15	17	6
NC_014621.1		candidate	19	3	-1	7
NC_014629.1	Eex_IncN	eex_occupied	11	21	10	6
NC_014634.1		candidate	11	62	13	7
NC_014641.1	TrbK_RP4	eex_occupied	9	11	16	6
NC_014725.1	Eex_IncN	eex_occupied	11	17	9	6
NC_014911.1	TrbK_RP4	eex_occupied	9	10	16	6
NC_015054.1		candidate	12	-4	10	8
NC_015068.1		candidate	7	144	2	8
NC_015178.1		candidate	-16	-1	-4	7
NC_015184.1	Eex_IncN	eex_occupied	-4	4	2	6
NC_015187.1		candidate	-1	-16	-4	6
NC_015258.1		candidate	-7	-4	9	6
NC_015579.1		candidate	-4	-56	-4	7
NC_015582.1	Eex_IncN	eex_occupied	24	2	1	7
