accession	length	n_cds	mpf_classes	n_fa_fata	relaxase	exclusion_family_hit	description
NC_007917.1	53325	94	none	1	0		NC_007917.1 Clostridium phage phi CD119, complete genome
NC_007924.1	38239	58	none	0	0		NC_007924.1 Lactobacillus phage KC5a, complete genome
NC_007967.1	38194	57	none	0	0		NC_007967.1 Streptomyces phage mu1/6, complete genome
NC_008152.1	44385	51	none	0	0		NC_008152.1 Escherichia phage K1-5, complete genome
NC_008193.1	30505	41	none	0	0		NC_008193.1 Pasteurella phage F108, complete genome
NC_008194.1	74483	134	none	0	0		NC_008194.1 Mycobacterium phage 244, complete genome
NC_008195.1	70654	96	none	0	0		NC_008195.1 Mycobacterium phage Cooper, complete genome
NC_008196.1	56852	96	none	0	0		NC_008196.1 Mycobacterium phage Llij, complete genome
NC_008197.1	68427	98	none	1	0		NC_008197.1 Mycobacterium phage Orion, complete genome
NC_008198.1	64494	80	none	1	0		NC_008198.1 Mycobacterium phage PBI1, complete genome
NC_008199.1	69059	97	none	0	0		NC_008199.1 Mycobacterium phage Pipefish, complete genome
NC_008200.1	64787	83	none	1	0		NC_008200.1 Mycobacterium phage PLot, complete genome
NC_008201.1	34525	49	none	0	0		NC_008201.1 Mannheimia phage PHL101, complete genome
NC_008202.2	42289	59	none	1	0		NC_008202.2 Mycobacterium phage Halo, complete genome
NC_008203.1	52047	93	none	0	0		NC_008203.1 Mycobacterium phage Che12, complete genome
NC_008204.1	67188	89	none	1	0		NC_008204.1 Mycobacterium phage Qyrzula, complete genome
NC_008205.1	56692	101	none	0	0		NC_008205.1 Mycobacterium phage PMC, complete genome
NC_008206.2	78296	128	none	0	0		NC_008206.2 Mycobacteriophage Wildcat, complete genome
NC_008207.1	153766	220	none	1	0		NC_008207.1 Mycobacterium phage Catera, complete genome
NC_008208.1	161475	231	none	0	1		NC_008208.1 Aeromonas phage 25, complete genome
NC_008265.1	38092	60	none	0	0		NC_008265.1 Clostridium phage phiSM101, complete genome
NC_008294.1	3573	3	none	0	0		NC_008294.1 Pseudomonas phage PRR1, complete genome
NC_008296.2	177300	201	none	0	0		NC_008296.2 Synechococcus phage syn9, complete genome
NC_008363.1	28538	54	none	0	0		NC_008363.1 Lactococcus phage P008, complete genome
NC_008364.1	26537	48	none	0	0		NC_008364.1 Lactococcus phage Q54, complete genome
NC_008367.1	40938	49	none	1	0		NC_008367.1 Phormidium phage Pf-WMP4, complete genome
NC_008370.1	30510	58	none	0	0		NC_008370.1 Lactococcus phage 712, complete genome
NC_008371.1	27453	51	none	0	0		NC_008371.1 Lactococcus phage jj50, complete genome
NC_008376.2	34683	52	none	0	0		NC_008376.2 Geobacillus phage GBSV1, complete genome
NC_008464.1	60238	80	none	0	0		NC_008464.1 Stx2-converting phage 86, complete genome
NC_008515.1	165890	262	none	0	1		NC_008515.1 Escherichia phage RB32, complete genome
NC_008562.1	162109	188	none	1	0		NC_008562.1 Microcystis phage Ma-LMM01 DNA, complete genome
NC_008574.2	9004	16	none	0	0		NC_008574.2 Ralstonia phage RSM1, complete genome
NC_008575.1	6662	10	none	0	0		NC_008575.1 Ralstonia phage RSS1, complete genome
NC_008583.1	43128	65	none	0	0		NC_008583.1 Staphylococcus phage phinm1, complete genome
NC_008584.1	152372	151	none	1	0		NC_008584.1 Thermus phage phiYS40, complete genome
NC_008617.1	44061	62	none	1	0		NC_008617.1 Staphylococcus phage phiNM3, complete genome
NC_008689.1	44857	66	none	1	0		NC_008689.1 Staphylococcus phage phiPVL108, complete genome
NC_008694.1	38564	42	none	1	0		NC_008694.1 Yersinia phage Berlin, complete genome
NC_008717.1	36415	54	none	0	0		NC_008717.1 Pseudomonas phage DMS3, complete genome
NC_008720.1	70153	72	none	0	1		NC_008720.1 Enterobacteria phage N4, complete genome
NC_008721.2	36019	56	none	1	0		NC_008721.2 Streptococcus phage SMP, complete genome
NC_008722.1	43420	68	none	0	0		NC_008722.1 Staphylococcus phage CNPH82, complete genome
NC_008723.1	44041	72	none	0	0		NC_008723.1 Staphylococcus phage PH15, complete genome
NC_008798.1	43265	67	none	0	0		NC_008798.1 Staphylococcus phage phiETA2 DNA, complete genome, strain: TY94
NC_008799.1	43282	67	none	0	0		NC_008799.1 Staphylococcus phage phiETA3 DNA, complete genome, strain: TY32
NC_009014.1	45445	52	none	0	0		NC_009014.1 Erwinia amylovora phage Era103, complete genome
NC_009015.1	72415	115	none	1	0		NC_009015.1 Burkholderia ambifaria phage BcepF1, complete genome
NC_009016.1	38197	54	none	0	0		NC_009016.1 Vibrio phage VP882, complete genome
NC_009018.1	38528	61	none	0	0		NC_009018.1 Streptococcus phage phi3396, complete genome
NC_009231.1	56538	95	none	1	0		NC_009231.1 Clostridioides phage phiC2, complete genome
NC_009232.2	42572	64	none	0	0		NC_009232.2 Salmonella phage SETP3, complete genome
NC_009234.1	35741	44	none	0	0		NC_009234.1 Burkholderia phage phiE202 chromosome, complete genome
NC_009235.2	48674	67	none	0	0		NC_009235.2 Burkholderia phage phi644-2, complete genome
NC_009236.1	36690	49	none	0	0		NC_009236.1 Burkholderia phage phiE12-2, complete genome
NC_009237.1	37446	52	none	0	0		NC_009237.1 Burkholderia phage phiE255 chromosome, complete genome
NC_009382.1	38760	54	none	0	0		NC_009382.1 Ralstonia phage phiRSA1, complete genome
NC_009447.1	52414	73	none	1	0		NC_009447.1 Burkholderia phage BcepGomr, complete genome
NC_009514.1	47021	55	none	0	0		NC_009514.1 Phage cdtI DNA, complete genome
NC_009526.1	43864	67	none	0	0		NC_009526.1 Staphylococcus phage 80alpha, complete genome
NC_009531.1	46214	60	none	0	0		NC_009531.1 Cyanophage Syn5, complete genome
NC_009540.1	49902	83	none	0	0		NC_009540.1 Enterobacteria phage TLS, complete genome
NC_009541.1	29739	41	none	0	0		NC_009541.1 Propionibacterium phage PA6, complete genome
NC_009542.2	33985	44	none	0	0		NC_009542.2 Aeromonas phage phiO18P, complete genome
NC_009543.1	44520	66	none	0	0		NC_009543.1 Xanthomonas phage Xop411, complete genome
NC_009551.1	43249	41	none	1	0		NC_009551.1 Phormidium phage Pf-WMP3, complete genome
NC_009554.1	34659	53	none	0	0		NC_009554.1 Lactobacillus phage LL-H, complete genome
NC_009603.1	46365	67	none	0	0		NC_009603.1 Microbacterium phage Min1, complete genome
NC_009604.1	47382	68	none	0	0		NC_009604.1 Burkholderia phage BcepNY3, complete genome
NC_009643.1	17171	19	none	1	0		NC_009643.1 Actinomyces phage Av-1, complete genome
NC_009737.2	35055	52	none	0	1		NC_009737.2 Bacillus phage 1, complete genome
NC_009760.1	218948	246	none	2	0		NC_009760.1 Bacillus phage 0305phi8-36, complete genome
NC_009761.3	42232	59	none	1	0		NC_009761.3 Staphylococcus phage tp310-1, complete sequence
NC_009762.3	47785	69	none	1	0		NC_009762.3 Staphylococcus phage tp310-2, complete sequence
NC_009763.3	42973	72	none	1	0		NC_009763.3 Staphylococcus phage tp310-3, complete sequence
NC_009799.3	42972	60	none	1	0		NC_009799.3 Corynebacterium phage BFK20
NC_009803.1	84201	110	none	1	0		NC_009803.1 Thermus phage P23-45, complete genome
NC_009804.1	83319	107	none	1	0		NC_009804.1 Thermus phage P74-26, complete genome
NC_009810.1	38867	62	none	0	0		NC_009810.1 Listeria phage A500, complete genome
NC_009811.2	137619	194	none	1	0		NC_009811.2 Listeria phage A511, complete genome
NC_009812.1	42653	65	none	0	0		NC_009812.1 Listeria phage B025, complete genome
NC_009813.1	48172	77	none	1	0		NC_009813.1 Listeria phage B054, complete genome
NC_009814.1	35822	56	none	0	0		NC_009814.1 Listeria phage P35, complete genome
NC_009815.1	38124	59	none	0	0		NC_009815.1 Listeria phage A006, complete genome
NC_009816.1	70579	86	none	0	0		NC_009816.1 Corynebacterium phage P1201, complete genome
NC_009817.1	79232	123	none	0	0		NC_009817.1 Lactococcus phage KSY1, complete genome
NC_009818.1	36409	51	none	0	0		NC_009818.1 Pseudomonas phage MP22, complete genome
NC_009819.1	40539	55	none	0	0		NC_009819.1 Streptococcus phage P9, complete genome
NC_009820.1	58692	105	none	0	0		NC_009820.1 Mycobacterium phage Tweety, complete genome
NC_009821.1	164270	263	none	0	1		NC_009821.1 Enterobacteria phage Phi1, complete genome
NC_009875.1	17938	20	none	0	0		NC_009875.1 Staphylococcus phage SAP-2, complete genome
NC_009877.1	51277	87	none	0	0		NC_009877.1 Mycobacterium phage U2, complete genome
NC_009878.1	52250	85	none	0	0		NC_009878.1 Mycobacterium phage Bethlehem, complete genome
NC_009904.1	142072	213	none	1	0		NC_009904.1 Enterococcus phage phiEF24C, complete genome
NC_009935.1	43200	56	none	0	0		NC_009935.1 Pseudomonas phage LKD16, complete genome
NC_009936.1	41593	58	none	1	0		NC_009936.1 Pseudomonas phage LKA1, complete genome
NC_009990.1	37313	42	none	0	0		NC_009990.1 Thalassomonas phage BA3, complete genome
NC_009993.2	53746	81	none	0	0		NC_009993.2 Mycobacterium phage Giles, complete genome
NC_009996.1	7099	1	none	0	0		NC_009996.1 Human rhinovirus C, complete genome
NC_010105.1	170523	286	none	0	1		NC_010105.1 Enterobacteria phage JS98, complete genome
NC_010106.1	52975	73	none	0	0		NC_010106.1 Enterobacteria phage phiEcoM-GJ1, complete genome
NC_010116.1	58663	78	none	0	0		NC_010116.1 Pseudomonas phage YuA, complete genome
NC_010147.1	43011	68	none	0	0		NC_010147.1 Staphylococcus phage phiMR11 DNA, complete genome
NC_010179.2	40881	66	none	0	0		NC_010179.2 Lactobacillus johnsonii prophage Lj771, complete genome
NC_010237.1	63395	93	none	0	0		NC_010237.1 Enterobacteria phage Min27, complete genome
NC_010275.2	33507	44	none	0	0		NC_010275.2 Vibrio phage kappa proviral DNA, complete genome
NC_010324.1	77554	124	none	0	0		NC_010324.1 Escherichia phage phiEco32, complete genome
NC_010325.1	45625	68	none	0	0		NC_010325.1 Pseudomonas phage LUZ24, complete genome
NC_010326.1	43548	55	none	0	0		NC_010326.1 Pseudomonas phage LUZ19, complete genome
NC_010342.1	39245	52	none	0	0		NC_010342.1 Halomonas phage phiHAP-1, complete genome
NC_010353.1	35543	43	none	0	0		NC_010353.1 Streptococcus phage 858, complete genome
NC_010355.1	62337	112	none	0	0		NC_010355.1 Azospirillum phage Cd, complete genome
NC_010363.1	18762	25	none	0	0		NC_010363.1 Lactococcus phage asccphi28, complete genome
NC_010391.1	42723	56	none	0	0		NC_010391.1 Salmonella phage Fels-1, complete genome
NC_010392.1	48491	55	none	0	0		NC_010392.1 Phage Gifsy-1, complete genome
NC_010393.1	45840	55	none	0	0		NC_010393.1 Phage Gifsy-2, complete genome
NC_010429.1	6867	12	none	0	1		NC_010429.1 Stenotrophomonas phage PSH1, complete sequence
NC_010463.1	33693	42	none	0	0		NC_010463.1 Enterobacteria phage Fels-2, complete genome
NC_010495.1	45051	71	none	1	0		NC_010495.1 Salmonella phage E1, complete genome
NC_010576.1	55597	76	none	0	0		NC_010576.1 Lactococcus phage 1706, complete genome
NC_010583.1	111382	181	none	1	0		NC_010583.1 Enterobacteria phage EPS7, complete genome
NC_010807.1	38815	44	none	0	0		NC_010807.1 Salmonella phage phiSG-JL2, complete genome
NC_010808.1	44342	70	none	0	0		NC_010808.1 Staphylococcus phage phiMR25 DNA, complete genome
NC_010811.2	231255	329	none	0	0		NC_010811.2 Ralstonia phage RSL1, complete genome
NC_010821.1	316674	465	none	0	0		NC_010821.1 Pseudomonas phage 201phi2-1, complete genome
NC_010945.1	39136	59	none	0	0		NC_010945.1 Streptococcus phage PH15, complete genome
NC_011019.1	53572	87	none	0	0		NC_011019.1 Mycobacterium phage KBG, complete genome
NC_011020.1	50968	90	none	0	0		NC_011020.1 Mycobacterium phage Jasper, complete genome
NC_011021.1	51478	90	none	0	0		NC_011021.1 Mycobacterium phage Lockley, complete genome
NC_011022.1	51621	89	none	0	0		NC_011022.1 Mycobacterium phage DD5, complete genome
NC_011023.1	52892	85	none	0	0		NC_011023.1 Mycobacterium phage Pukovnik, complete genome
NC_011038.1	38677	42	none	0	0		NC_011038.1 Yersinia phage Yepe2, complete genome
NC_011039.1	70110	93	none	0	0		NC_011039.1 Mycobacterium phage Predator, complete genome
NC_011040.1	39816	43	none	1	0		NC_011040.1 Enterobacteria phage BA14, complete genome
NC_011041.1	137947	214	none	0	0		NC_011041.1 Escherichia coli bacteriophage rv5, complete sequence
NC_011042.1	39252	48	none	0	0		NC_011042.1 Enterobacteria phage EcoDS1, complete genome
NC_011043.1	41181	48	none	0	0		NC_011043.1 Klebsiella phage K11, complete genome
NC_011044.1	69904	94	none	0	0		NC_011044.1 Mycobacterium phage Nigel, complete genome
NC_011045.1	38841	50	none	0	0		NC_011045.1 Enterobacteria phage 13a, complete genome
NC_011046.1	29305	55	none	0	0		NC_011046.1 Lactococcus phage bIBB29, complete genome
NC_011048.1	19282	25	none	1	0		NC_011048.1 Bacillus phage phi29, complete genome
NC_011054.1	58037	110	none	0	0		NC_011054.1 Mycobacterium phage Boomer, complete genome
NC_011055.1	76312	137	none	0	0		NC_011055.1 Mycobacterium phage Porky, complete genome
NC_011056.1	75811	141	none	0	0		NC_011056.1 Mycobacterium phage Kostya, complete genome
NC_011057.1	68090	95	none	0	0		NC_011057.1 Mycobacterium phage Phaedrus, complete genome
NC_011085.3	38457	49	none	0	0		NC_011085.3 Morganella phage MmP1, complete genome
NC_011103.1	60195	97	none	0	0		NC_011103.1 Rhizobium phage 16-3, complete genome
NC_011104.1	39989	55	none	0	0		NC_011104.1 Lactobacillus phage Lrm1, complete genome
NC_011105.1	42954	55	none	0	0		NC_011105.1 Pseudomonas phage PT5, complete genome
NC_011107.1	42961	53	none	0	0		NC_011107.1 Pseudomonas phage PT2, complete genome
NC_011132.1	18343	22	none	0	0		NC_011132.1 Sputnik virophage, complete genome
NC_011142.1	47453	75	none	0	0		NC_011142.1 Iodobacteriophage phiPLPE, complete genome
NC_011165.1	64427	86	none	1	0		NC_011165.1 Pseudomonas phage LBL3, complete genome
NC_011166.1	66530	93	none	1	0		NC_011166.1 Pseudomonas phage LMA2, complete genome
NC_011167.1	53104	81	none	0	0		NC_011167.1 Bacillus phage IEBH, complete genome
NC_011201.1	43079	53	none	0	0		NC_011201.1 Ralstonia phage RSB1, complete genome
NC_011216.1	37635	48	none	0	0		NC_011216.1 Burkholderia phage KS10, complete genome
NC_011222.1	44929	61	none	0	0		NC_011222.1 Bacteroides phage B40-8, complete genome
NC_011267.1	49487	81	none	0	0		NC_011267.1 Mycobacterium phage Solon, complete genome
NC_011269.2	154017	222	none	1	0		NC_011269.2 Mycobacterium phage ScottMcG, complete genome
NC_011270.1	154906	221	none	2	0		NC_011270.1 Mycobacterium phage Spud, complete genome
NC_011271.1	155372	222	none	1	0		NC_011271.1 Mycobacterium phage Cali, complete genome
NC_011272.1	153894	220	none	1	0		NC_011272.1 Mycobacterium phage Rizal, complete genome
NC_011273.1	164602	232	none	1	0		NC_011273.1 Mycobacterium phage Myrna, complete genome
NC_011285.1	64618	81	none	1	0		NC_011285.1 Mycobacterium phage Troll4, complete genome
NC_011287.1	58554	96	none	0	0		NC_011287.1 Mycobacterium phage Pacc40, complete genome
NC_011288.1	58471	107	none	0	0		NC_011288.1 Mycobacterium phage Fruitloop, complete genome
NC_011289.1	58578	104	none	0	0		NC_011289.1 Mycobacterium phage Ramsey, complete genome
NC_011290.1	64807	82	none	1	0		NC_011290.1 Mycobacterium phage Gumball, complete genome
NC_011291.1	47057	71	none	0	0		NC_011291.1 Mycobacterium phage Brujita, complete genome
NC_011292.1	68952	84	none	0	0		NC_011292.1 Mycobacterium phage Konstantine, complete genome
NC_011308.1	35638	57	none	1	0		NC_011308.1 Listeria phage P40, complete genome
NC_011318.1	38753	65	none	0	0		NC_011318.1 Clostridium phage 39-O, complete genome
NC_011344.1	47342	64	none	1	0		NC_011344.1 Staphylococcus phage phi2958PVL, complete genome
NC_011356.1	54896	76	none	0	0		NC_011356.1 Enterobacteria phage YYZ-2008, complete prophage genome
NC_011357.1	62147	86	none	0	0		NC_011357.1 Stx2-converting phage 1717, complete prophage genome
NC_011373.1	46872	80	none	1	0		NC_011373.1 Pseudomonas phage PAJU2, complete genome
NC_011398.1	50930	72	none	1	0		NC_011398.1 Clostridioides phage phiCD27, complete genome
NC_011399.1	8929	16	none	0	0		NC_011399.1 Ralstonia phage RSM3 DNA, complete genome
NC_011421.1	132562	192	none	1	0		NC_011421.1 Bacillus phage SPO1, complete genome
NC_011523.1	14398	27	none	0	0		NC_011523.1 Bacillus phage AP50, complete genome
NC_011534.1	39472	46	none	0	0		NC_011534.1 Kluyvera phage Kvp1, complete genome
NC_011551.1	39867	42	none	0	0		NC_011551.1 Bacteriophage APSE-2, complete genome
NC_011589.1	40287	53	none	0	0		NC_011589.1 Stenotrophomonas phage S1, complete genome
NC_011611.1	36885	51	none	0	0		NC_011611.1 Pseudomonas phage MP38, complete genome
NC_011612.1	45344	63	none	1	0		NC_011612.1 Staphylococcus phage phiSauS-IPLA35, complete genome
NC_011613.1	36632	52	none	0	0		NC_011613.1 Pseudomonas phage MP29, complete genome
NC_011614.1	42526	62	none	0	0		NC_011614.1 Staphylococcus phage phiSauS-IPLA88, complete genome
NC_011645.1	37456	56	none	0	0		NC_011645.1 Bacillus phage TP21-L, complete genome
NC_011703.1	66235	92	none	1	0		NC_011703.1 Pseudomonas phage 14-1, complete genome
NC_011756.1	66390	94	none	1	0		NC_011756.1 Pseudomonas phage SN, complete genome
NC_011801.1	38934	55	none	0	0		NC_011801.1 Lactobacillus phage Lv-1, complete genome
NC_011802.1	41941	65	none	1	0		NC_011802.1 Salmonella enterica bacteriophage SE1, complete genome
NC_011810.1	65764	89	none	1	0		NC_011810.1 Pseudomonas phage PB1, complete genome
NC_011811.1	84576	116	none	0	0		NC_011811.1 Erwinia phage phiEa21-4, complete genome
NC_011976.1	43016	62	none	0	0		NC_011976.1 Salmonella phage epsilon34, complete genome
NC_012027.1	69378	98	none	0	0		NC_012027.1 Mycobacterium phage Phlyer, complete genome
NC_012091.2	6501	6	none	0	0		NC_012091.2 Pseudomonas phage phi2954 segment L, complete sequence
NC_012092.1	3606	7	none	0	0		NC_012092.1 Pseudomonas phage phi2954 segment M, complete sequence
NC_012093.1	2578	4	none	0	0		NC_012093.1 Pseudomonas phage phi2954 segment S, complete sequence
NC_012223.2	44899	61	none	0	0		NC_012223.2 Escherichia phage SSL-2009a, complete genome
NC_012418.1	43152	54	none	0	0		NC_012418.1 Pseudomonas phage phikF77, complete genome
NC_012419.1	21115	24	none	1	0		NC_012419.1 Enterococcus phage EFAP-1, complete genome
NC_012530.1	142111	201	none	0	0		NC_012530.1 Lactobacillus phage Lb338-1, complete genome
NC_012635.1	168394	266	none	0	1		NC_012635.1 Enterobacteria phage RB51, complete genome
NC_012638.1	165429	266	none	0	1		NC_012638.1 Escherichia phage RB14, complete genome
NC_012662.1	43931	50	none	0	0		NC_012662.1 Vibrio phage VP93, complete genome
NC_012663.1	60074	86	none	0	0		NC_012663.1 Lactococcus phage P087, complete genome
NC_012696.1	73325	78	none	0	1		NC_012696.1 Roseophage EE36P1, complete genome
NC_012697.1	74611	81	none	0	1		NC_012697.1 Roseophage DSS3P2, complete genome
NC_012740.1	166418	273	none	0	1		NC_012740.1 Enterobacteria phage JSE, complete genome
NC_012741.1	171451	280	none	0	1		NC_012741.1 Enterobacteria phage JS10, complete genome
NC_012742.1	44080	65	none	0	0		NC_012742.1 Xanthomonas phage phiL7, complete genome
NC_012743.2	62715	77	none	0	0		NC_012743.2 Burkholderia phage BcepIL02, complete genome
NC_012749.1	88487	126	none	0	0		NC_012749.1 Enterobacteria phage WV8, complete genome
NC_012753.1	37184	54	none	0	0		NC_012753.1 Streptococcus phage 5093, complete genome
NC_012756.1	31276	52	none	0	0		NC_012756.1 Streptococcus phage PH10, complete genome
NC_012757.1	6842	11	none	0	1		NC_012757.1 Vibrio phage VEJphi, complete genome
NC_012784.1	44492	81	none	1	1		NC_012784.1 Staphylococcus phage phiPVL-CN125, complete genome
NC_012788.1	41441	60	none	1	0		NC_012788.1 Mycobacterium phage Angel, complete genome
NC_012868.1	6094	8	none	0	0		NC_012868.1 Enterobacteria phage St-1, complete genome
NC_012884.1	31147	40	none	0	0		NC_012884.1 Streptococcus phage M102, complete genome
NC_013021.1	107530	124	none	0	0		NC_013021.1 Cyanophage PSS2, complete genome
