accession	n_cds	core_completeness	n_core	VirB1	VirB1_score	VirB2	VirB2_score	VirB3	VirB3_score	VirB4	VirB4_score	VirB4b	VirB4b_score	VirB5	VirB5_score	VirB6	VirB6_score	VirB7	VirB7_score	VirB8	VirB8_score	VirB9	VirB9_score	VirB10	VirB10_score	VirB11	VirB11_score	VirD4	VirD4_score	TraN	TraN_score
AP026481.1	64	7/7	7	ga:18:14273..15007:+	32.5	none		ga:21:15650..15967:+	63.3	ga:22:15967..18567:+	113.8	ga:22:15967..18567:+	76.4	ga:23:18585..19298:+	105.5	ga:25:19549..20589:+	142.4	none		ga:26:20808..21506:+	131.9	ga:27:21517..22401:+	159.7	ga:28:22401..23561:+	156.3	ga:29:23603..24598:+	81.2	ga:38:32592..34121:-	38.5	none	
AP026485.1	51	7/7	7	ga:8:5365..6099:+	32.5	none		ga:11:6742..7059:+	63.3	ga:12:7059..9659:+	113.8	ga:12:7059..9659:+	76.4	ga:13:9677..10390:+	105.5	ga:15:10641..11681:+	142.4	none		ga:16:11900..12598:+	131.9	ga:17:12609..13493:+	159.7	ga:18:13493..14653:+	156.3	ga:19:14695..15690:+	81.2	ga:28:23684..25213:-	38.5	none	
AP026490.1	65	7/7	7	ga:51:42703..43350:-	45.6	ga:50:42429..42725:-	76.6	ga:49:39657..42410:-	46.6	ga:49:39657..42410:-	147.9	ga:49:39657..42410:-	75.3	ga:48:38888..39646:-	67.5	ga:46:37517..38650:-	109.2	none		ga:45:36559..37272:-	118.2	ga:44:35625..36554:-	133.7	ga:43:34423..35628:-	132.5	ga:42:33390..34421:-	76.3	ga:41:31552..33387:-	486.3	none	
AP026491.1	62	7/7	7	ga:18:13269..14003:+	32.5	none		ga:21:14646..14963:+	63.3	ga:22:14963..17563:+	113.8	ga:22:14963..17563:+	76.4	ga:23:17581..18294:+	105.5	ga:25:18545..19585:+	142.4	none		ga:26:19804..20502:+	131.9	ga:27:20513..21397:+	159.7	ga:28:21397..22557:+	156.3	ga:29:22599..23594:+	81.2	ga:38:31588..33117:-	38.5	none	
AP026498.1	72	7/7	7	ga:35:29071..29553:-	81.1	none		ga:49:44624..44908:-	36.6	ga:48:42261..44618:-	58.5	ga:48:42261..44618:-	44.9	ga:59:50436..51080:-	41.0	ga:60:51086..52081:-	123.7	none		ga:46:41361..42095:-	144.3	ga:45:40594..41364:-	170.4	ga:44:39465..40604:-	154.7	ga:38:31321..32859:-	207.1	ga:42:36417..38375:-	288.2	none	
AP026499.1	64	7/7	7	ga:18:14273..15007:+	32.5	none		ga:21:15650..15967:+	63.3	ga:22:15967..18567:+	113.8	ga:22:15967..18567:+	76.4	ga:23:18585..19298:+	105.5	ga:25:19549..20589:+	142.4	none		ga:26:20808..21506:+	131.9	ga:27:21517..22401:+	159.7	ga:28:22401..23561:+	156.3	ga:29:23603..24598:+	81.2	ga:38:32592..34121:-	38.5	none	
AP026500.1	61	7/7	7	ga:48:35950..36561:-	53.0	ga:47:35664..35978:-	30.8	ga:46:35286..35606:-	46.2	ga:45:32911..35283:-	79.9	ga:45:32911..35283:-	33.6	ga:50:37891..38532:+	33.9	ga:49:36894..37889:+	126.4	none		ga:43:32043..32780:-	159.5	ga:42:31267..32046:-	167.2	ga:41:30135..31277:-	143.5	ga:40:29116..30135:-	91.9	ga:39:27098..29065:-	290.6	none	
AP026506.1	62	7/7	7	ga:18:13269..14003:+	32.5	none		ga:21:14646..14963:+	63.3	ga:22:14963..17563:+	113.8	ga:22:14963..17563:+	76.4	ga:23:17581..18294:+	105.5	ga:25:18545..19585:+	142.4	none		ga:26:19804..20502:+	131.9	ga:27:20513..21397:+	159.7	ga:28:21397..22557:+	156.3	ga:29:22599..23594:+	81.2	ga:38:31588..33117:-	38.5	none	
AP026509.1	62	7/7	7	ga:18:13269..14003:+	32.5	none		ga:21:14646..14963:+	63.3	ga:22:14963..17563:+	113.8	ga:22:14963..17563:+	76.4	ga:23:17581..18294:+	105.5	ga:25:18545..19585:+	142.4	none		ga:26:19804..20502:+	131.9	ga:27:20513..21397:+	159.7	ga:28:21397..22557:+	156.3	ga:29:22599..23594:+	81.2	ga:38:31588..33117:-	38.5	none	
AP026512.1	73	7/7	7	ga:17:13232..13966:+	32.5	none		ga:20:14609..14926:+	63.3	ga:21:14926..17526:+	113.8	ga:21:14926..17526:+	76.4	ga:22:17544..18257:+	105.5	ga:24:18508..19548:+	142.4	none		ga:25:19767..20465:+	131.9	ga:26:20476..21360:+	159.7	ga:27:21360..22520:+	156.3	ga:28:22562..23557:+	81.2	ga:47:40436..41965:-	38.5	none	
AP026516.1	64	7/7	7	ga:18:13269..14003:+	32.5	none		ga:21:14646..14963:+	63.3	ga:22:14963..17563:+	113.8	ga:22:14963..17563:+	76.4	ga:23:17581..18294:+	105.5	ga:25:18545..19585:+	142.4	none		ga:26:19803..20501:+	131.9	ga:27:20512..21396:+	159.7	ga:28:21396..22556:+	156.3	ga:29:22598..23593:+	81.2	ga:38:31575..33104:-	38.5	none	
AP026522.1	63	7/7	7	ga:18:14271..15005:+	32.5	none		ga:21:15648..15965:+	63.3	ga:22:15965..18565:+	113.8	ga:22:15965..18565:+	76.4	ga:23:18583..19296:+	105.5	ga:25:19547..20587:+	142.4	none		ga:26:20806..21504:+	131.9	ga:27:21515..22399:+	159.7	ga:28:22399..23559:+	156.3	ga:30:24312..25307:+	81.2	ga:39:33301..34830:-	38.5	none	
AP026533.1	57	7/7	7	ga:19:14701..15435:+	32.5	none		ga:22:16078..16395:+	63.3	ga:23:16395..18995:+	113.8	ga:23:16395..18995:+	76.4	ga:24:19013..19726:+	105.5	ga:26:19977..21017:+	142.4	none		ga:27:21236..21934:+	131.9	ga:28:21945..22829:+	159.7	ga:29:22829..23989:+	156.3	ga:30:24031..25026:+	81.2	ga:39:32996..34525:-	38.5	none	
AP026741.1	46	7/7	7	ga:30:23320..23940:-	41.6	ga:29:22980..23306:-	64.4	ga:28:20214..22961:-	63.8	ga:28:20214..22961:-	151.8	ga:28:20214..22961:-	46.1	ga:27:19486..20202:-	94.2	ga:26:18380..19474:-	150.1	none		ga:24:17179..17865:-	169.0	ga:23:16274..17182:-	142.4	ga:22:15163..16281:-	164.1	ga:21:14133..15161:-	85.0	ga:20:12284..14101:-	316.5	none	
AP026900.1	249	7/7	7	ga:86:96105..96710:-	35.5	ga:84:94479..94799:-	64.3	ga:83:94139..94477:-	86.8	ga:82:91780..94146:-	142.0	ga:82:91780..94146:-	105.0	ga:81:91059..91778:-	185.5	ga:79:89743..90780:-	111.7	none		ga:77:88656..89333:-	185.6	ga:76:87647..88654:-	191.5	ga:75:86374..87645:-	180.8	ga:74:85354..86370:-	101.7	ga:73:83455..85335:-	330.9	none	
AP026901.1	122	7/7	7	ga:86:83801..84406:+	36.3	ga:88:85289..85609:+	64.3	ga:89:85611..85949:+	87.2	ga:90:85942..88308:+	143.0	ga:90:85942..88308:+	104.7	ga:91:88310..89029:+	183.4	ga:93:89382..90440:+	105.3	none		ga:95:90850..91527:+	184.6	ga:96:91529..92536:+	190.8	ga:97:92538..93809:+	180.3	ga:98:93813..94829:+	97.2	ga:99:94848..96728:+	332.4	none	
AP027307.1	206	7/7	7	ga:155:159037..159702:+	44.1	ga:156:159718..160095:+	63.6	ga:157:160153..160497:+	73.4	ga:158:160490..162880:+	141.2	ga:158:160490..162880:+	106.9	ga:159:162892..163602:+	94.8	ga:161:163930..164940:+	100.8	none		ga:163:165285..165977:+	171.0	ga:164:165974..166819:+	185.5	ga:165:166816..167997:+	175.8	ga:166:167994..169007:+	104.3	ga:167:168979..170799:+	328.0	none	
AP027317.1	109	7/7	7	ga:40:29310..29975:+	44.7	ga:41:29972..30310:+	78.3	ga:42:30307..30657:+	86.9	ga:43:30650..33061:+	155.8	ga:43:30650..33061:+	117.1	ga:44:33065..33778:+	197.9	ga:46:34010..34954:+	127.9	none		ga:48:35289..35987:+	173.4	ga:49:35984..36841:+	194.5	ga:50:36845..38068:+	184.5	ga:51:38072..39076:+	98.1	ga:52:39060..41021:+	335.6	none	
AP027326.1	75	7/7	7	ga:42:38567..39238:+	44.6	ga:43:39238..39615:+	66.3	ga:44:39680..40024:+	68.6	ga:45:40053..41930:+	140.4	ga:45:40053..41930:+	105.0	ga:47:42548..43258:+	82.7	ga:49:43590..44600:+	97.8	none		ga:51:44941..45633:+	168.2	ga:52:45630..46475:+	183.2	ga:53:46477..47658:+	173.1	ga:54:47655..48668:+	103.7	ga:55:48665..50461:+	329.0	none	
AP027343.1	65	7/7	7	ga:51:49591..50610:+	46.7	ga:53:50861..51172:+	71.0	ga:55:51471..51809:+	78.7	ga:56:51802..54186:+	131.7	ga:56:51802..54186:+	113.0	ga:57:54188..54901:+	90.6	ga:59:55194..56237:+	76.4	none		ga:61:56647..57336:+	161.4	ga:62:57333..58202:+	189.9	ga:63:58199..59527:+	170.9	ga:64:59527..60522:+	103.6	ga:0:1..2049:+	341.4	none	
AP027376.1	87	7/7	7	ga:53:46580..47692:+	72.7	ga:49:43434..43715:+	91.6	ga:50:43731..44009:+	61.6	ga:51:43999..46377:+	75.0	ga:51:43999..46377:+	51.7	ga:54:47689..48456:+	59.9	ga:56:48888..49901:+	115.4	none		ga:57:49931..50599:+	184.6	ga:58:50605..51327:+	176.7	ga:59:51330..52754:+	169.9	ga:60:52754..53731:+	115.8	ga:64:58253..60169:-	291.9	none	
AP027405.1	61	7/7	7	ga:16:10641..11375:+	32.5	ga:18:11675..11968:+	28.7	ga:19:12018..12335:+	63.3	ga:20:12335..14935:+	111.8	ga:20:12335..14935:+	76.8	ga:21:14953..15666:+	97.1	ga:23:15917..16957:+	153.6	none		ga:24:17176..17874:+	131.9	ga:25:17885..18769:+	159.0	ga:26:18769..19929:+	154.9	ga:27:19971..20966:+	81.2	ga:43:39158..40687:-	38.5	none	
AP027406.1	77	7/7	7	ga:38:33284..33766:-	81.1	none		ga:53:49369..49653:-	36.6	ga:52:47006..49363:-	58.5	ga:52:47006..49363:-	42.8	ga:65:55106..55747:-	42.8	ga:66:55753..56748:-	128.5	none		ga:50:46106..46840:-	144.3	ga:49:45339..46109:-	170.5	ga:48:44210..45349:-	154.7	ga:41:35534..37072:-	207.1	ga:46:41161..43116:-	289.6	none	
AP027409.1	62	7/7	7	ga:19:15281..16015:+	32.5	none		ga:22:16658..16975:+	63.3	ga:23:16975..19575:+	113.8	ga:23:16975..19575:+	76.4	ga:24:19593..20306:+	105.5	ga:26:20557..21597:+	142.4	none		ga:27:21816..22514:+	131.9	ga:28:22525..23409:+	159.7	ga:29:23409..24569:+	156.3	ga:30:24611..25606:+	81.2	ga:39:33600..35129:-	38.5	none	
AP027410.1	76	7/7	7	ga:37:32022..32504:-	81.1	none		ga:52:48106..48390:-	36.6	ga:51:45743..48100:-	58.5	ga:51:45743..48100:-	42.8	ga:64:53843..54484:-	42.8	ga:65:54490..55485:-	128.5	none		ga:49:44843..45577:-	144.3	ga:48:44076..44846:-	170.5	ga:47:42947..44086:-	154.7	ga:40:34272..35810:-	207.1	ga:45:39899..41857:-	289.6	none	
AP027529.1	73	7/7	7	ga:55:44411..44893:-	81.1	none		ga:71:60502..60786:-	36.6	ga:70:58733..60496:-	58.9	ga:70:58733..60496:-	45.6	ga:6:4089..4733:-	41.0	ga:7:4739..5734:-	123.9	none		ga:67:57238..57972:-	144.3	ga:66:56471..57241:-	170.5	ga:65:55342..56481:-	154.7	ga:58:46672..48210:-	207.1	ga:63:52294..54252:-	289.6	none	
AP027530.1	79	7/7	7	ga:56:37775..38419:+	47.1	ga:57:38403..38693:+	73.5	ga:58:38717..41476:+	44.8	ga:58:38717..41476:+	133.3	ga:58:38717..41476:+	71.9	ga:59:41478..42215:+	57.5	ga:61:42497..43552:+	131.7	none		ga:62:43742..44464:+	116.0	ga:63:44470..45399:+	132.4	ga:64:45396..46610:+	128.6	ga:65:46628..47665:+	66.4	ga:67:48376..49506:+	378.8	none	
AP027810.1	43	7/7	7	ga:34:24905..25525:+	41.6	ga:35:25539..25865:+	64.4	ga:36:25884..28631:+	63.8	ga:36:25884..28631:+	151.8	ga:36:25884..28631:+	46.1	ga:37:28643..29359:+	94.2	ga:38:29371..30465:+	150.1	none		ga:41:31164..31667:+	129.0	ga:42:31664..32572:+	142.4	ga:0:9..368:+	89.6	ga:1:370..1398:+	85.0	ga:2:1430..3247:+	314.8	none	
AP027894.1	44	6/7	6	ga:35:23679..24299:+	41.6	ga:36:24313..24639:+	64.4	ga:37:24658..27405:+	63.8	ga:37:24658..27405:+	151.8	ga:37:24658..27405:+	46.1	ga:38:27417..28133:+	94.2	ga:39:28145..29239:+	150.1	none		ga:41:29754..30440:+	169.0	ga:42:30437..31345:+	142.4	ga:43:31338..32456:+	163.9	none		ga:0:203..1846:+	307.6	none	
AP027896.1	57	7/7	7	ga:52:42223..42867:-	47.1	ga:51:41949..42239:-	73.5	ga:50:39166..41925:-	44.8	ga:50:39166..41925:-	133.3	ga:50:39166..41925:-	71.9	ga:49:38427..39164:-	57.5	ga:46:37089..37778:-	83.3	none		ga:45:36177..36899:-	116.0	ga:44:35242..36171:-	133.3	ga:43:34031..35245:-	128.6	ga:42:32976..34013:-	66.4	ga:41:31136..32971:-	543.4	none	
AP028203.1	400	7/7	7	ga:15:11639..12304:-	42.4	none		ga:13:10784..11224:-	38.8	ga:12:8217..10787:-	60.3	none		ga:11:7515..8192:-	111.0	ga:9:6339..7253:-	149.2	none		ga:7:5141..5998:-	148.4	ga:6:4188..5144:-	176.0	ga:5:2764..4188:-	140.1	ga:3:969..2051:-	80.7	ga:399:379434..381101:-	302.9	none	
AP028354.1	81	7/7	7	none		ga:38:19175..19441:+	59.2	ga:39:19454..19582:+	45.3	ga:41:20539..20931:+	84.5	ga:40:19612..20250:+	89.1	none		ga:52:25157..26284:+	119.0	none		ga:54:26494..26727:+	48.4	ga:56:26957..27787:+	161.8	ga:57:27869..29041:+	166.0	ga:59:29549..29932:+	63.7	ga:63:31092..31820:+	184.1	none	
AP028486.1	64	7/7	7	ga:22:17516..18250:+	32.5	none		ga:25:18893..19210:+	63.3	ga:26:19210..21810:+	113.8	ga:26:19210..21810:+	76.4	ga:27:21828..22541:+	105.5	ga:29:22792..23832:+	142.4	none		ga:30:24051..24749:+	131.9	ga:31:24760..25644:+	159.7	ga:32:25644..26804:+	156.3	ga:33:26846..27841:+	81.2	ga:41:36096..37625:-	38.5	none	
AP028509.1	50	7/7	7	ga:18:11579..12268:+	43.8	none		ga:20:12578..12946:+	40.1	ga:21:12903..15419:+	66.5	none		ga:22:15423..16109:+	58.8	ga:24:16607..17527:+	116.4	none		ga:25:17734..18573:+	125.4	ga:26:18573..19382:+	150.2	ga:27:19379..20674:+	138.2	ga:30:21451..22521:+	59.6	ga:32:22871..24550:+	232.6	none	
AP029036.1	176	7/7	7	none		ga:113:109192..109470:-	62.3	ga:112:108720..109154:-	45.4	ga:111:106285..108723:-	149.8	ga:111:106285..108723:-	62.0	ga:110:105536..106288:-	77.2	ga:108:104234..105259:-	108.5	none		ga:105:101012..101701:-	120.5	ga:104:100124..100987:-	140.2	ga:103:98995..100137:-	147.7	ga:101:96071..97156:-	86.5	ga:100:94246..96069:-	383.1	ga:102:97134..99005:-	50.5
AP031458.1	91	7/7	7	ga:60:45437..45910:+	81.2	none		ga:34:24029..24427:+	27.0	ga:35:24381..26819:+	64.1	none		ga:37:27099..27767:+	55.0	ga:39:28123..29094:+	128.0	none		ga:41:29400..30227:+	133.7	ga:42:30224..31033:+	147.0	ga:45:31811..33139:+	147.8	ga:57:42162..43673:+	210.9	ga:51:35931..37481:+	255.1	none	
BN000925.1	70	7/7	7	none		ga:23:19797..20234:+	64.3	ga:24:20237..20548:+	48.5	ga:25:20545..23103:+	97.7	ga:25:20545..23103:+	115.5	none		ga:32:27666..29252:+	137.1	none		ga:26:23100..23858:+	143.6	ga:27:23870..24763:+	181.5	ga:29:25254..26645:+	219.9	ga:22:18825..19784:+	126.1	ga:55:46588..48495:-	560.8	none	
CM003353.1	158	2/7	2	ga:113:92816..93481:+	29.2	ga:114:93503..93844:+	76.3	ga:115:93869..94195:+	73.2	ga:116:94182..96566:+	164.5	ga:116:94182..96566:+	109.9	ga:117:96580..97293:+	130.3	ga:119:97645..98661:+	117.7	none		none		none		none		none		none		none	
CM003354.1	120	7/7	7	none		ga:89:80000..80323:+	85.4	ga:90:80326..80595:+	44.2	ga:41:46134..48617:+	71.1	ga:41:46134..48617:+	128.9	ga:43:48868..49581:+	32.4	ga:45:49880..51592:+	132.2	none		ga:46:51597..52283:+	170.6	ga:47:52286..53287:+	197.2	ga:48:53290..54528:+	197.1	ga:88:78898..79854:+	131.4	ga:86:74925..76922:+	265.6	none	
CP000541.1	68	7/7	7	ga:13:11889..12524:-	23.6	ga:24:22382..22846:-	66.5	ga:23:22067..22378:-	49.8	ga:22:19512..22070:-	91.0	ga:22:19512..22070:-	113.9	none		ga:15:13139..14872:-	141.9	none		ga:21:18733..19515:-	144.6	ga:20:17816..18715:-	185.3	ga:18:15902..17320:-	222.9	ga:25:22859..23824:-	128.2	ga:64:58677..60581:+	528.7	none	
CP000618.1	267	7/7	7	ga:25:31197..31619:+	69.5	ga:78:76989..77369:+	29.1	ga:79:77410..77673:+	24.5	ga:80:77670..80147:+	59.1	ga:80:77670..80147:+	79.7	none		ga:82:81132..82130:+	52.9	none		ga:20:26263..26979:+	83.5	ga:21:26976..27851:+	146.4	ga:22:27858..29132:+	128.3	ga:30:35682..37922:+	142.1	ga:84:83452..85320:+	34.3	none	
CP000630.1	184	7/7	7	none		ga:132:127508..127915:-	72.1	ga:131:127216..127515:-	63.6	ga:130:124737..127205:-	189.6	ga:130:124737..127205:-	121.3	none		ga:127:122551..123747:-	109.9	none		ga:126:121874..122536:-	122.7	ga:125:121002..121856:-	190.1	ga:123:119203..120513:-	230.5	ga:133:127905..128876:-	136.9	ga:64:55612..57588:-	562.0	none	
CP000631.1	367	7/7	7	ga:45:43339..44043:+	85.2	ga:46:44061..44414:+	61.2	ga:47:44414..44710:+	66.8	ga:48:44736..47180:+	136.3	ga:48:44736..47180:+	90.6	ga:50:47838..48572:+	47.0	ga:52:48795..49820:+	122.5	none		ga:53:49854..50600:+	192.2	ga:54:50642..51403:+	195.1	ga:55:51393..52676:+	195.0	ga:56:52624..53763:+	119.8	ga:57:53760..56123:+	241.8	none	
CP000701.1	236	7/7	7	ga:135:127422..128096:-	49.9	ga:134:127084..127425:-	82.0	ga:133:126738..127073:-	83.9	ga:132:124328..126745:-	166.0	ga:132:124328..126745:-	117.8	ga:131:123607..124323:-	185.7	ga:129:122433..123377:-	126.3	none		ga:127:121409..122098:-	171.0	ga:126:120555..121412:-	187.2	ga:125:119332..120549:-	180.4	ga:124:118324..119328:-	100.8	ga:123:116346..118358:-	346.4	none	
CP000782.1	332	7/7	7	ga:324:309963..310625:-	26.2	ga:323:309655..309957:-	97.4	ga:322:309311..309649:-	105.5	ga:321:306952..309318:-	176.8	ga:321:306952..309318:-	113.3	ga:320:306257..306952:-	189.3	ga:318:305091..306023:-	162.6	none		ga:316:304098..304769:-	209.7	ga:315:303241..304101:-	183.1	ga:314:302070..303230:-	185.3	ga:313:301042..302055:-	94.9	ga:225:218087..219994:-	334.0	none	
CP001076.1	448	7/7	7	none		ga:189:177730..178029:+	91.1	ga:190:178035..178373:+	103.9	ga:191:178366..180732:+	175.5	ga:191:178366..180732:+	112.3	ga:192:180729..181430:+	204.9	ga:194:181663..182595:+	170.9	none		ga:196:182918..183589:+	214.5	ga:197:183586..184443:+	187.0	ga:198:184452..185624:+	182.5	ga:199:185633..186661:+	111.3	ga:211:194285..196204:-	334.1	none	
CP001077.1	991	7/7	7	none		ga:910:999462..999761:-	91.0	ga:909:999118..999456:-	102.2	ga:908:996759..999125:-	175.5	ga:908:996759..999125:-	109.9	ga:907:996061..996762:-	203.8	ga:905:994896..995828:-	165.0	none		ga:903:993903..994574:-	215.7	ga:902:993052..993906:-	185.7	ga:901:991868..993043:-	180.5	ga:900:990864..991859:-	105.6	ga:887:979613..981532:+	323.0	none	
CP001136.1	51	7/7	7	none		ga:11:10809..11144:-	67.7	ga:10:10479..10796:-	78.1	ga:9:8023..10482:-	155.4	ga:9:8023..10482:-	86.9	ga:8:7394..8026:-	107.3	ga:6:6102..7112:-	172.3	none		ga:4:4980..5720:-	153.7	ga:3:4142..4978:-	202.6	ga:2:2916..4145:-	188.8	ga:1:1904..2935:-	89.6	ga:0:1..1938:-	379.0	none	
CP002030.1	54	7/7	7	none		ga:25:23076..23339:+	51.4	ga:26:23358..26126:+	73.1	ga:26:23358..26126:+	180.3	ga:26:23358..26126:+	82.8	ga:31:28017..29006:+	83.5	ga:32:29003..29980:+	118.4	none		ga:34:30124..30786:+	177.6	ga:35:30783..31670:+	161.4	ga:36:31697..32869:+	166.0	ga:37:32850..33842:+	93.2	ga:40:34825..35517:+	206.5	none	
CP002151.1	76	7/7	7	none		ga:4:3277..3714:+	64.3	ga:5:3717..4028:+	48.5	ga:6:4025..6583:+	97.8	ga:6:4025..6583:+	115.3	none		ga:13:11146..12732:+	137.1	none		ga:7:6580..7338:+	143.6	ga:8:7350..8243:+	181.6	ga:10:8734..10125:+	219.9	ga:3:2305..3264:+	126.1	ga:41:33894..35801:-	560.8	none	
CP002152.1	80	7/7	7	none		ga:4:3274..3711:+	64.3	ga:5:3714..4025:+	48.5	ga:6:4022..6580:+	97.7	ga:6:4022..6580:+	115.5	none		ga:13:11143..12729:+	137.1	none		ga:7:6577..7335:+	143.6	ga:8:7347..8240:+	181.5	ga:10:8731..10122:+	219.9	ga:3:2305..3261:+	108.6	ga:45:36377..38284:-	560.8	none	
CP002153.1	80	7/7	7	none		ga:4:3277..3714:+	64.3	ga:5:3717..4028:+	48.5	ga:6:4025..6583:+	97.7	ga:6:4025..6583:+	115.5	none		ga:13:11146..12732:+	137.1	none		ga:7:6580..7338:+	143.6	ga:8:7350..8243:+	181.7	ga:10:8734..10125:+	219.9	ga:3:2305..3264:+	126.1	ga:43:38065..39972:-	560.8	none	
CP002166.1	36	7/7	7	none		ga:13:11831..12151:-	53.1	none		ga:11:10011..11480:-	85.0	ga:11:10011..11480:-	44.8	ga:9:8399..9064:-	122.6	ga:6:7335..7763:-	59.9	none		ga:4:6079..6789:-	154.4	ga:3:5303..6082:-	173.9	ga:2:3981..5300:-	192.3	ga:1:2960..4003:-	82.8	ga:0:687..2963:-	343.5	none	
CP002245.1	168	7/7	7	none		ga:162:177633..178016:-	73.3	ga:161:177341..177640:-	64.6	ga:160:174878..177331:-	176.9	ga:160:174878..177331:-	117.8	none		ga:157:172747..173925:-	109.7	none		ga:156:172060..172722:-	131.6	ga:155:171230..172042:-	191.3	ga:153:169473..170768:-	217.0	ga:163:178006..178983:-	133.6	ga:140:157806..159779:-	555.2	none	
CP002441.1	45	7/7	7	none		ga:30:29235..29618:-	70.3	ga:29:28913..29230:-	34.8	ga:28:26352..28916:-	93.3	ga:28:26352..28916:-	98.1	none		ga:22:20285..21892:-	103.2	none		ga:27:25645..26352:-	143.4	ga:26:24766..25632:-	180.2	ga:24:22916..24355:-	216.1	ga:31:29720..30718:-	132.2	ga:1:2412..4301:+	445.1	none	
CP002989.1	712	2/7	2	none		none		none		ga:541:550987..553197:-	21.6	none		none		none		none		none		none		none		none		ga:255:279770..282799:+	23.1	none	
CP002990.1	32	1/7	1	none		none		none		ga:25:19324..20514:-	28.6	none		none		none		none		none		none		none		none		none		none	
CP003042.1	75	7/7	7	ga:58:37055..37582:+	26.1	none		ga:43:21883..22305:+	27.9	ga:44:22262..24625:+	66.4	none		ga:45:24633..25346:+	38.9	ga:47:25749..26696:+	146.5	none		ga:59:37641..38483:+	107.4	ga:60:38476..39258:+	140.1	ga:61:39245..40549:+	122.3	ga:52:31042..32568:+	208.1	ga:66:45008..46549:+	257.3	none	
CP003090.1	1784	7/7	7	ga:1262:1383994..1384854:+	91.6	ga:1599:1739916..1740284:+	68.9	ga:1600:1740281..1740583:+	44.8	ga:1601:1740570..1743233:+	70.0	ga:1601:1740570..1743233:+	80.2	ga:1602:1743245..1743907:+	76.4	ga:1604:1744543..1745409:+	142.0	none		ga:1605:1745406..1746083:+	90.3	ga:1606:1746122..1746931:+	187.4	ga:1607:1746933..1748156:+	176.7	ga:1273:1392699..1394354:-	403.0	ga:1613:1754229..1755872:-	60.0	none	
CP003092.1	105	7/7	7	ga:88:96921..97841:+	40.8	ga:77:87681..88049:+	67.8	ga:78:88046..88348:+	43.3	ga:79:88335..91010:+	69.2	ga:79:88335..91010:+	79.5	ga:80:91013..91675:+	82.8	ga:83:92326..93186:+	140.6	none		ga:84:93183..93860:+	84.4	ga:85:93886..94677:+	190.7	ga:86:94679..95902:+	171.0	ga:87:95912..96934:+	118.3	ga:92:101944..103545:-	60.4	none	
CP003420.1	27	6/7	6	none		ga:25:21658..21921:-	33.9	none		ga:23:18931..21384:-	130.7	none		none		none		none		ga:20:15844..16815:-	99.3	ga:19:14303..15844:-	91.0	ga:17:13105..14154:-	151.0	ga:13:11216..12157:-	100.4	ga:9:8192..9919:-	232.2	none	
CP006582.2	248	7/7	7	ga:19:16629..17237:+	73.3	ga:20:17272..17565:+	72.3	ga:21:17569..17862:+	62.0	ga:22:17859..20261:+	124.4	ga:22:17859..20261:+	100.5	ga:24:21412..22146:+	31.4	ga:25:22329..23372:+	109.0	none		ga:26:23441..24160:+	209.5	ga:27:24157..24954:+	187.6	ga:28:24954..26417:+	194.8	ga:29:26414..27439:+	138.0	ga:30:27452..29602:+	283.8	none	
CP006657.1	350	7/7	7	ga:295:260294..260779:-	82.5	ga:109:99738..100025:-	64.7	ga:108:96960..99719:-	42.1	ga:108:96960..99719:-	133.2	ga:108:96960..99719:-	61.7	ga:107:96202..96903:-	52.1	ga:105:94847..95923:-	127.7	none		ga:103:93980..94720:-	144.2	ga:102:93055..93975:-	142.8	ga:161:138862..140022:-	156.3	ga:160:137825..138820:-	81.2	ga:99:88515..90482:-	426.3	ga:317:275567..277573:+	259.0
CP007061.1	335	1/7	1	none		none		none		ga:284:265917..268124:+	22.5	none		none		none		none		none		none		none		none		none		none	
CP007068.1	1476	7/7	7	none		ga:746:809329..809628:+	91.8	ga:747:809634..809972:+	98.3	ga:748:809944..812331:+	175.7	ga:748:809944..812331:+	108.2	ga:749:812328..813029:+	208.1	ga:751:813263..814195:+	173.3	none		ga:753:814519..815190:+	212.0	ga:754:815187..816044:+	184.3	ga:755:816053..817228:+	178.9	ga:756:817237..818265:+	110.8	ga:771:828074..829993:-	335.8	none	
CP007070.1	246	7/7	7	ga:79:78238..78960:+	64.9	ga:14:16927..17331:+	74.8	ga:81:79319..79645:+	66.6	ga:82:79645..82014:+	203.9	ga:16:17634..20102:+	131.3	none		ga:19:21095..22285:+	110.5	none		ga:86:83834..84547:+	167.0	ga:21:22997..23848:+	186.2	ga:23:24336..25655:+	223.3	ga:13:15966..16937:+	130.0	ga:215:218081..220033:+	548.1	none	
CP007238.1	114	7/7	7	none		ga:103:110753..111157:-	74.8	ga:102:110461..110760:-	61.3	ga:101:107989..110457:-	183.0	ga:101:107989..110457:-	132.8	none		ga:98:105800..106990:-	111.0	none		ga:97:105105..105782:-	123.1	ga:96:104236..105087:-	187.5	ga:94:102429..103748:-	220.1	ga:104:111147..112118:-	132.4	ga:42:49985..51955:-	550.9	none	
