accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order
CP008790.1	13	13	split_2	122555	97674	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_MF363048.1	13	13	contiguous	20943	4351	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP099346.1	13	13	contiguous	21868	5982	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP099771.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP074243.1	13	13	contiguous	21514	4355	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP041182.1	8	8	split_2	31817	20600	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
OW849298.1	13	13	contiguous	25079	5200	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP095576.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KY751926.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP137424.1	13	10	split_2	133194	99052	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP052450.1	13	13	contiguous	25327	5405	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP021951.1	13	10	split_2	141288	105425	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP039628.1	12	10	split_2	53050	26098	TraU TrbC_Ftype TraF TraH TraE TrbI TraV TraC_F_IV P-loop_TraG F_T4SS_TraN
CP034407.1	13	13	contiguous	23416	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP043245.1	13	13	split_2	136080	114136	TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU
NZ_CP057314.1	13	10	split_2	98979	64310	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP135154.1	13	13	contiguous	28353	13307	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP141990.1	13	13	split_2	93391	75797	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP084535.1	13	8	split_3	114566	49298	TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N
NZ_MZ465532.1	13	9	split_2	106284	71694	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU
CP067618.1	13	13	contiguous	21243	3665	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP129695.1	13	13	contiguous	26129	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP069979.1	13	13	contiguous	24558	5089	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP042518.1	13	12	split_4	150876	49615	TrwB_AAD_bind TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_AP018665.1	13	13	split_2	72126	53716	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP100095.1	13	13	contiguous	25803	5349	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP113164.1	13	10	split_3	168152	125170	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP115981.1	13	10	split_3	232012	176753	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP067474.1	13	10	split_2	132961	98292	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP122665.1	13	10	split_2	106598	64424	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP142975.1	13	13	contiguous	16897	3659	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP010312.1	13	13	contiguous	52042	19976	TraF TraH TraG_N TraE TrwB_AAD_bind TraG-D_C TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP086441.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP084805.1	13	13	contiguous	26110	5411	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP104847.1	13	13	contiguous	23451	5077	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP090394.1	13	13	contiguous	26129	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP113227.1	13	13	contiguous	41769	14177	F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N
CP064297.1	13	13	contiguous	25076	5199	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP150913.1	13	13	contiguous	20062	3509	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OK500124.1	13	13	contiguous	37236	17080	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NC_016851.1	5	5	contiguous	14051	8817	TrwB_AAD_bind TraG-D_C TraC_F_IV TraU TraG_N
NZ_CP117716.1	13	13	contiguous	20762	4315	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP014052.1	13	13	split_3	215418	106107	TraU F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype
NZ_CP019272.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP057527.1	13	13	contiguous	21474	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP047601.1	13	13	contiguous	22353	3688	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP015393.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP088646.1	13	13	contiguous	20680	3863	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_021654.1	13	13	contiguous	22286	4663	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP114803.1	13	13	split_2	104420	81663	TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE
NZ_CP148367.1	13	13	contiguous	22524	3717	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP034417.1	8	8	contiguous	10337	3636	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind TraU TrbC_Ftype
NZ_CP135145.1	13	13	contiguous	20704	3093	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP113167.1	13	13	contiguous	22484	5311	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP061643.1	13	13	contiguous	28607	11140	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP042521.1	13	13	contiguous	24252	5038	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP075725.1	13	13	contiguous	19667	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067771.1	13	13	contiguous	24417	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP052173.1	13	13	contiguous	25327	5405	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP129728.1	13	13	contiguous	22673	4663	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP031793.1	13	13	contiguous	24765	5038	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP057486.1	13	13	contiguous	23584	3656	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP020113.1	13	13	contiguous	21754	4476	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_022589.1	13	13	contiguous	31893	11592	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP133917.1	13	10	split_3	165543	87085	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_CP057331.1	13	10	split_2	198564	156329	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP025966.2	13	13	contiguous	24952	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP050784.1	8	8	split_2	29527	20600	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP119736.1	13	13	contiguous	21753	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW849466.1	13	10	split_2	135153	100480	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP020902.1	13	8	split_3	243120	113331	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP063481.1	13	13	contiguous	24352	4508	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW849035.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_013727.1	13	13	contiguous	23008	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LT985243.1	13	13	split_2	85367	56979	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_OP242229.1	13	13	contiguous	21378	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP061932.1	13	13	contiguous	26413	6017	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP038139.1	13	10	split_2	109854	66341	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP095603.1	13	13	split_2	126073	101249	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_OP378647.1	13	13	contiguous	25831	6190	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP060422.1	13	13	split_2	160774	140587	TraF TraH TraG_N F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU
NZ_CP025010.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP026424.1	13	13	contiguous	23058	5177	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP061863.1	7	7	contiguous	11381	6575	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind TraG-D_C
NZ_CP022169.1	8	8	contiguous	30784	19430	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP110729.1	12	12	split_2	112487	88757	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU
NZ_MW645357.1	13	13	contiguous	22945	4198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP088995.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP079783.1	13	13	contiguous	23274	5312	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LT906491.1	13	10	split_3	159568	112392	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP095569.1	13	13	contiguous	22593	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056169.1	13	13	contiguous	28774	7417	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP057471.1	13	11	split_2	39371	20135	TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OZ039821.1	13	13	contiguous	24566	4416	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OY757119.1	13	13	contiguous	22385	3682	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP100077.1	11	11	contiguous	25202	5673	TraE TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind
NZ_MW390534.1	13	13	contiguous	20827	4379	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP110118.1	13	13	contiguous	21910	3730	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KJ721790.1	13	13	contiguous	23293	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP022071.1	13	13	split_2	91583	71289	F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype
NZ_MN647787.1	13	13	split_2	106451	81582	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP061677.1	13	13	contiguous	28604	11138	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP043829.1	13	13	contiguous	20527	4362	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067797.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR890255.1	13	13	contiguous	25035	4748	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP089511.1	13	10	split_3	161855	80354	TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_MF042350.1	13	13	contiguous	21237	4097	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP097680.1	9	9	contiguous	10468	3636	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind TraU TrbC_Ftype F_T4SS_TraN
NZ_KP125893.1	13	13	contiguous	24489	4426	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP010239.1	13	13	contiguous	29887	7177	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP034322.1	13	13	contiguous	22981	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR890344.1	13	13	contiguous	26130	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP055318.1	13	13	contiguous	23828	5657	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP048372.1	13	13	contiguous	20152	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LC744456.1	13	13	contiguous	20278	4351	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP142096.1	13	13	split_2	86191	56107	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP116482.1	13	13	contiguous	21344	3777	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP097401.1	13	13	contiguous	22554	4663	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP123873.1	12	12	contiguous	25576	6946	TraE TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP072963.1	13	13	contiguous	21200	4097	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP029998.1	13	13	contiguous	20230	4535	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP056139.1	13	13	contiguous	24886	5260	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LN890521.1	13	13	contiguous	19764	5779	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP018720.1	13	13	contiguous	37420	18867	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N TraU TrbC_Ftype F_T4SS_TraN
NZ_CP122450.1	13	13	contiguous	23124	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP135054.1	13	13	contiguous	22918	3467	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KM396299.1	13	10	split_2	146172	102659	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP082410.1	13	13	split_2	100163	70855	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_LR890573.1	13	10	split_2	118927	84290	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
AP026511.1	13	13	contiguous	25225	5076	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP022926.1	13	13	contiguous	23294	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP035752.1	13	13	contiguous	19670	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP148387.1	13	13	contiguous	23008	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP070900.1	13	12	split_2	68135	43183	TraE TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP135623.1	13	13	contiguous	38045	15885	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP051345.1	13	10	split_3	125833	81788	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP067593.1	13	13	contiguous	24456	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP114574.1	13	11	split_3	201318	158075	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_AP027579.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP036244.1	13	13	contiguous	22718	6320	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW968418.1	13	10	split_3	203136	159091	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
