element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C
CP014451.1	2	0	0	1	1	0	0	0
CP014493.1	0	12	0	0	1	0	0	0
CP014494.1	1	0	15	0	0	0	0	0
CP014577.1	0	12	0	0	0	0	0	0
CP014753.1	1	2	0	0	0	0	0	0
CP014964.1	0	10	0	0	1	0	1	0
CP015484.1	0	0	0	0	1	0	0	0
CP015491.1	1	0	0	1	1	0	0	0
CP015492.1	1	0	0	0	5	0	0	0
CP015592.1	1	0	0	6	2	0	0	0
CP015599.1	0	12	0	0	1	0	0	0
CP015851.1	1	0	0	0	0	1	1	0
CP016035.1	0	10	0	0	1	0	0	0
CP016036.1	2	7	0	0	0	0	0	0
CP016195.1	1	0	0	0	0	0	0	0
CP016196.1	0	0	0	3	0	0	0	0
CP016217.1	0	0	0	0	5	0	0	0
CP016317.1	0	0	0	0	1	0	0	0
CP016555.1	1	0	0	0	0	1	1	0
CP016609.1	8	0	0	0	0	0	0	0
CP016613.1	1	0	0	0	0	0	0	0
CP016692.1	1	0	0	0	0	0	0	0
CP016800.1	0	0	0	0	1	0	0	0
CP016802.1	0	0	0	0	6	0	0	0
CP017386.1	0	12	0	0	0	0	0	0
CP017387.1	6	9	0	0	0	0	0	0
CP017422.1	1	0	0	0	1	0	0	0
CP017423.1	2	0	0	0	0	0	0	0
CP017424.1	1	0	0	0	0	0	0	0
CP017425.1	0	0	0	0	1	0	0	0
CP017618.1	0	12	0	0	0	0	0	0
CP018001.1	8	0	0	0	0	0	0	0
CP018090.1	8	0	0	0	0	0	0	0
CP018351.1	0	12	0	0	1	0	0	0
CP018361.1	0	12	0	0	1	0	0	0
CP018457.1	1	11	0	0	0	0	0	0
CP018460.1	0	12	0	0	1	0	0	0
CP018461.1	0	0	13	0	0	0	1	0
CP018674.1	0	0	13	0	0	0	0	0
CP018675.1	2	12	0	0	1	0	0	0
CP018784.1	2	0	0	0	1	0	0	0
CP018958.1	0	12	0	0	1	0	0	0
CP018959.1	8	0	0	0	0	0	0	0
CP018961.1	0	10	0	0	0	0	0	0
CP019045.1	0	0	0	0	0	13	0	0
CP019157.1	1	0	0	0	0	0	0	0
CP019195.1	0	11	0	0	1	0	0	0
CP019599.1	0	0	0	0	1	0	0	0
CP019710.1	1	0	0	0	0	0	0	0
CP019744.1	0	0	0	0	0	0	1	0
CP019745.1	0	0	0	0	1	0	0	0
CP019901.1	0	0	1	0	0	0	0	0
CP020005.1	1	0	0	0	1	0	0	0
CP020113.1	0	12	0	0	0	0	0	0
CP020359.1	0	12	0	0	0	0	0	0
CP020439.2	2	0	0	0	3	0	0	0
CP020456.1	0	12	0	0	1	0	0	0
CP020526.1	1	0	14	0	0	0	0	0
CP020527.1	8	0	0	0	0	0	0	0
CP020529.1	0	11	0	0	0	0	0	0
CP020530.1	0	0	13	0	0	0	1	0
CP020755.1	1	0	0	1	1	0	0	0
CP020756.1	0	0	0	0	5	0	0	0
CP020758.1	1	0	0	0	5	0	0	0
CP021115.1	8	0	0	0	0	0	0	0
CP021117.1	7	0	0	0	1	0	0	0
CP021182.1	8	0	0	0	0	0	0	0
CP021183.1	0	11	0	0	0	0	0	0
CP021184.1	8	0	0	0	0	0	0	0
CP021185.1	5	0	0	0	0	0	0	0
CP021372.1	0	1	0	0	0	16	0	0
CP021373.1	0	1	0	0	0	0	0	0
CP021374.1	0	0	0	0	0	0	1	0
CP021375.1	8	0	0	0	0	0	0	0
CP021449.1	1	0	0	0	0	0	0	0
CP021463.1	0	11	0	0	0	0	0	0
CP021464.1	0	12	0	0	0	0	0	0
CP021471.1	1	0	0	0	0	0	0	0
CP021472.1	0	0	0	0	5	0	0	0
CP021475.1	1	0	0	0	1	0	0	0
CP021750.1	5	0	0	0	0	0	0	0
CP021777.1	0	12	0	0	0	0	0	0
CP021898.1	1	0	14	0	0	0	0	0
CP021899.1	8	0	0	0	0	0	0	0
CP021901.1	7	0	0	0	0	0	0	0
CP022245.1	8	0	0	0	0	0	0	0
CP022246.1	8	0	0	0	0	0	0	0
CP022460.1	0	4	0	0	1	0	0	0
CP022482.1	2	0	0	0	0	0	0	0
CP022483.1	8	0	0	0	0	0	0	0
CP022610.1	0	12	0	0	0	0	0	0
CP022660.1	0	12	0	0	0	0	0	0
CP022756.1	1	0	0	0	0	0	0	0
CP022766.1	1	0	0	0	0	0	0	0
CP022767.1	8	0	0	0	0	0	0	0
CP022769.1	1	0	0	0	0	0	0	0
CP022773.1	2	0	0	0	0	0	0	0
CP022779.1	1	0	0	0	0	0	0	0
CP022781.1	1	0	0	0	0	0	0	0
CP022783.1	1	0	0	0	0	0	0	0
CP022785.1	2	0	0	0	0	0	1	0
CP022787.1	1	0	0	0	0	0	0	0
CP022791.1	1	0	0	0	0	0	0	0
CP022793.1	2	0	0	0	0	0	0	0
CP022795.1	2	0	0	0	0	0	0	0
CP023013.1	2	0	0	0	0	0	1	0
CP023015.1	1	0	0	0	0	0	1	0
CP023017.1	1	0	0	0	0	0	0	0
CP023471.1	0	12	0	0	0	0	0	0
CP023934.1	0	5	0	0	0	0	0	0
CP023937.1	0	11	0	0	1	0	0	0
CP023938.1	0	2	0	0	1	0	0	0
CP024249.1	0	12	0	0	1	0	0	0
CP024250.1	0	12	0	0	0	0	0	0
CP024251.1	1	0	15	0	0	0	0	0
CP024483.1	0	12	0	0	1	0	0	0
CP024500.1	0	12	0	0	1	0	0	0
CP024501.1	0	10	0	0	0	0	0	0
CP024507.1	0	10	0	0	0	0	0	0
CP024508.1	0	12	0	0	1	0	0	0
CP024509.1	0	12	0	0	0	0	0	0
CP024510.1	0	12	0	0	0	0	0	0
CP024516.1	0	12	0	0	1	0	0	0
CP024517.1	0	10	0	0	0	0	0	0
CP024685.1	1	0	0	6	1	0	0	0
CP024686.1	0	0	0	1	1	0	0	0
CP024687.1	2	0	0	1	1	0	1	0
CP024688.1	1	0	0	1	1	0	0	0
CP024689.1	0	0	0	3	1	0	0	0
CP024690.1	0	0	0	0	1	0	0	0
CP024820.1	7	0	0	0	0	0	0	0
CP024975.1	0	12	0	0	1	0	0	0
CP024976.1	1	3	15	0	0	0	0	0
CP024977.1	0	12	0	0	0	0	0	0
CP025212.1	0	0	0	0	1	0	0	0
CP025214.1	0	0	13	0	0	0	0	0
CP025215.1	7	0	0	0	0	0	0	0
CP025516.1	0	12	0	0	1	0	0	0
CP025875.1	7	0	0	0	0	0	0	0
CP025878.1	0	0	2	0	0	0	0	0
CP025879.1	7	0	0	0	0	0	0	0
CP025880.1	0	0	0	0	1	0	0	0
CP025889.1	0	0	2	0	0	0	0	0
CP025891.1	0	0	0	0	1	0	0	0
CP025897.1	0	3	0	0	0	0	0	0
CP025898.1	0	12	0	0	0	0	0	0
CP025908.1	0	4	0	0	0	0	0	0
CP025909.1	0	11	0	0	0	0	0	0
CP025925.1	7	0	0	0	0	0	0	0
CP025926.1	0	0	2	0	0	0	0	0
CP025927.1	0	0	0	0	1	0	0	0
CP025942.1	0	0	0	4	1	0	0	0
CP025968.1	0	4	0	0	0	0	0	0
CP025983.1	0	2	0	0	1	0	0	0
CP025986.1	1	0	0	0	1	0	0	0
CP026148.1	0	12	0	0	0	0	0	0
CP026154.1	1	0	0	0	0	1	0	0
CP026187.1	0	0	1	0	0	0	0	0
CP026188.1	0	0	12	0	0	0	1	0
CP026189.1	0	12	0	0	1	0	0	0
CP026194.1	0	0	13	0	0	0	1	0
CP026196.1	8	11	0	0	0	0	0	0
CP026198.1	6	2	0	0	1	0	0	0
CP026271.1	0	12	0	0	0	0	0	0
CP026272.1	0	11	0	0	0	0	0	0
CP026273.1	1	12	0	0	0	0	0	0
CP026274.1	8	0	0	0	1	0	0	0
CP026276.1	0	12	0	0	1	1	0	0
CP026277.1	8	0	0	0	0	0	0	0
CP026279.1	8	0	0	0	0	0	0	0
CP026280.1	4	12	0	0	0	0	0	0
CP026281.1	2	11	0	0	0	0	0	0
CP026282.1	4	1	0	0	0	0	0	0
CP026283.1	0	0	0	0	1	0	0	0
CP026284.1	0	0	13	0	0	0	0	0
CP026380.1	0	0	1	0	0	0	0	0
CP026603.1	0	0	0	0	1	0	0	0
CP026716.1	0	0	0	0	1	0	0	0
CP026717.1	2	5	0	0	0	0	0	0
CP026718.1	0	2	0	0	0	0	0	0
CP026798.1	0	0	0	0	1	0	0	0
CP027345.1	0	6	0	0	0	0	0	0
CP027364.1	0	0	0	0	1	0	0	0
CP027377.1	0	11	0	0	1	0	0	0
CP027378.1	1	0	15	0	0	0	0	0
CP027379.1	1	0	14	0	0	0	0	0
CP027478.1	1	0	0	0	1	1	0	0
CP027479.1	1	0	2	0	0	0	0	0
CP027480.1	2	11	0	0	0	0	1	0
CP027485.1	0	12	0	0	0	0	0	0
CP027598.1	0	4	0	0	0	0	0	0
CP027603.1	0	10	0	0	1	1	0	0
CP027613.1	0	12	0	0	1	0	1	0
CP027614.1	2	12	0	0	0	0	0	0
CP027616.1	0	10	0	0	0	0	0	0
CP027617.1	8	0	0	0	0	0	0	0
CP027641.1	0	10	0	0	1	0	0	0
CP027673.1	1	0	15	0	0	0	0	0
CP027674.1	0	12	0	0	1	0	0	0
CP027695.1	5	11	0	0	0	0	0	0
CP027696.1	0	12	0	0	1	0	0	0
CP027699.1	0	0	13	0	0	0	1	0
CP027700.1	7	0	0	0	0	0	0	0
CP027765.1	0	12	0	0	1	0	0	0
CP028181.1	0	11	0	0	1	0	0	0
CP028182.1	6	0	0	0	0	0	0	0
CP028227.1	1	0	0	0	5	0	0	0
CP028419.1	1	11	0	0	0	0	0	0
CP028515.1	1	0	0	0	2	0	0	0
CP028705.1	7	0	0	0	0	0	0	0
CP028952.1	0	10	0	0	1	1	0	0
CP029174.1	1	0	5	0	1	0	0	0
CP029200.1	1	0	0	0	0	0	0	0
CP029201.1	1	0	0	0	0	0	0	0
CP029717.1	0	11	0	0	0	0	0	0
CP029718.1	2	11	0	0	0	0	0	0
CP029719.1	0	12	0	0	1	0	0	0
CP029720.1	0	0	13	0	0	0	1	0
CP029771.1	1	0	15	0	0	0	0	0
CP029841.1	7	12	0	0	0	0	0	0
CP029842.1	1	0	15	0	0	0	0	0
CP030122.1	0	0	0	0	1	0	0	8
CP030123.1	0	0	0	0	0	0	0	8
CP030160.1	8	0	2	0	0	0	0	0
CP030162.1	8	0	2	0	0	0	0	0
CP030167.1	8	0	2	0	0	0	0	0
CP030168.1	8	0	0	0	0	0	0	0
CP030170.1	8	0	2	0	0	0	0	0
CP030179.1	8	0	2	0	0	0	0	0
CP030195.1	7	0	0	0	0	0	0	0
CP030318.1	0	12	0	0	1	0	0	0
CP030319.1	0	12	0	0	1	0	0	0
CP030382.1	0	0	0	0	7	0	0	0
CP030388.1	0	0	0	0	7	0	0	0
CP030400.1	0	0	0	0	7	0	0	0
CP030407.1	0	0	0	0	7	0	0	0
CP030420.1	0	0	0	0	7	0	0	0
CP030429.1	0	0	0	0	7	0	0	0
CP030435.1	0	0	0	0	7	0	0	0
CP030448.1	0	0	0	0	7	0	0	0
CP030453.1	0	0	0	0	7	0	0	0
CP030456.1	0	0	0	0	7	0	0	0
CP030458.1	1	0	0	0	1	0	0	0
CP030468.1	0	0	0	0	7	0	0	0
CP030482.1	0	0	0	0	1	0	0	0
CP030483.1	1	0	0	0	7	0	0	0
CP030491.1	0	0	0	0	7	0	0	0
CP030502.1	0	0	0	0	7	0	0	0
CP030507.1	0	0	0	0	7	0	0	0
CP030522.1	0	0	0	0	7	0	0	0
CP030526.1	0	0	0	0	7	0	0	0
CP030538.1	0	0	0	0	7	0	0	0
CP030544.1	1	0	0	0	1	0	0	0
CP030554.1	0	0	0	0	7	0	0	0
CP030556.1	0	0	0	0	6	0	0	0
CP030559.1	0	0	0	0	7	0	0	0
CP030569.1	1	0	0	0	1	0	0	0
CP030573.1	0	0	0	0	7	0	0	0
CP030581.1	0	0	0	0	7	0	0	0
CP030591.1	0	0	0	0	7	0	0	0
CP030600.1	0	0	0	0	7	0	0	0
CP030603.1	1	0	0	0	1	0	0	0
CP030606.1	0	0	0	0	7	0	0	0
CP030609.1	0	0	0	0	7	0	0	0
CP030612.1	0	0	0	0	7	0	0	0
CP030614.1	0	0	0	0	7	0	0	0
CP030618.1	0	0	0	0	7	0	0	0
CP030620.1	0	0	0	0	1	0	0	0
CP030631.1	0	0	0	0	7	0	0	0
CP030636.1	0	0	0	0	7	0	0	0
CP030639.1	0	0	0	0	7	0	0	0
CP030648.1	0	0	0	0	7	0	0	0
CP030651.1	0	0	0	0	7	0	0	0
CP030655.1	1	0	0	1	6	0	0	0
CP030671.1	0	0	0	0	7	0	0	0
CP030674.1	0	0	0	0	1	0	0	0
CP030679.1	0	0	0	0	1	0	0	0
CP030685.1	0	0	0	0	7	0	0	0
CP030696.1	1	0	0	0	1	0	0	0
CP030705.1	0	0	0	0	7	0	0	0
CP030710.1	1	0	0	0	1	0	0	0
CP030800.1	2	0	0	0	0	14	0	0
CP030801.1	1	11	0	0	0	0	0	0
CP030802.1	8	0	0	0	0	0	0	0
CP030830.1	8	0	0	0	0	0	0	0
CP030831.1	8	0	0	0	0	0	1	0
CP030832.1	8	0	0	0	0	0	0	0
CP030833.1	1	0	0	0	0	0	0	0
CP030839.1	1	0	15	0	0	0	0	0
CP031270.1	1	0	0	0	0	0	0	0
CP031283.1	1	0	14	0	0	0	0	0
CP031284.1	0	8	0	0	1	0	0	0
CP031298.1	0	0	0	0	1	0	0	0
CP031304.1	0	0	0	0	0	1	0	0
CP031369.2	0	12	0	0	1	0	0	0
CP031372.2	0	10	0	0	0	0	0	0
CP031373.2	7	0	0	0	0	0	0	0
CP031374.2	0	0	13	0	0	0	1	0
CP031563.1	0	0	0	0	1	1	0	0
CP031564.1	0	2	0	0	0	0	0	0
CP031588.1	1	0	0	0	0	0	0	0
CP031589.1	8	0	0	0	0	0	0	0
CP031590.1	8	0	0	0	0	0	0	0
CP031591.1	8	0	0	0	0	0	0	0
CP031592.1	8	0	0	0	0	0	0	0
CP031730.1	0	0	0	0	2	0	0	0
CP031731.1	0	0	11	0	0	0	1	0
CP031732.1	0	11	0	0	0	0	1	0
CP031735.1	0	12	0	0	0	0	0	0
CP031736.1	0	8	0	0	1	0	0	0
CP031744.1	0	0	0	0	1	0	0	0
CP031752.1	0	0	0	0	0	0	1	0
CP031755.1	8	0	0	0	0	0	0	0
CP031811.1	0	12	0	0	1	0	0	0
CP032137.1	1	11	0	0	0	0	0	0
CP032292.1	7	0	0	0	0	0	0	0
CP032293.1	7	0	0	0	0	0	0	0
CP032294.1	0	12	0	0	0	0	0	0
CP032834.1	0	0	0	0	1	0	0	0
CP032836.1	0	12	0	0	1	0	1	0
CP032850.1	0	5	0	0	0	0	0	0
CP033042.1	1	0	1	0	0	0	1	0
CP033372.1	0	0	0	0	1	0	1	0
CP033373.1	0	0	0	0	1	0	0	0
CP033429.1	0	12	0	0	0	0	0	0
CP033461.1	1	0	0	0	1	0	0	0
CP033468.1	0	12	0	0	1	0	0	0
CP033518.1	0	10	0	0	0	0	0	0
CP033531.1	0	0	3	0	0	0	0	0
CP033533.1	2	0	0	0	0	0	1	0
CP033548.1	8	0	0	0	0	0	0	0
CP033551.1	0	0	0	0	0	1	0	0
CP033562.1	0	0	4	0	2	0	0	0
CP033569.1	0	0	4	0	0	0	1	0
CP033728.1	1	0	12	0	0	0	0	0
CP034054.1	1	8	0	0	0	0	0	0
CP034055.1	1	0	0	0	0	0	0	0
CP034056.1	0	12	0	0	1	0	0	0
CP034075.1	7	0	0	0	0	0	0	0
CP034201.2	0	10	0	0	0	0	0	0
CP034202.2	0	0	13	0	0	0	1	0
CP034251.1	1	0	15	0	1	0	0	0
CP034252.1	1	0	15	0	0	0	0	0
CP034254.1	0	12	0	0	1	0	0	0
CP034255.1	0	0	3	0	0	0	0	0
CP034323.1	7	0	0	0	0	0	0	0
CP034324.1	0	11	0	0	1	0	0	0
CP034325.1	0	0	13	0	0	0	1	0
CP034326.1	0	12	0	0	1	0	0	0
CP034356.1	8	0	0	0	0	0	0	0
CP034396.1	0	12	0	0	1	0	0	0
CP034397.1	1	7	0	0	0	0	0	0
CP034398.1	8	0	0	0	0	0	0	0
CP034400.1	7	0	0	0	0	0	0	0
CP034406.1	0	10	0	0	0	0	0	0
CP034407.1	0	12	0	0	0	0	0	0
CP034667.1	0	12	0	0	0	0	1	0
CP034708.1	1	0	13	0	0	0	2	0
CP034714.1	1	11	0	0	0	0	0	0
CP034937.1	1	0	0	0	0	0	0	0
CP035009.1	1	0	15	0	0	0	0	0
CP035180.1	1	11	0	0	1	0	0	0
CP035181.1	0	12	0	0	0	0	0	0
CP035634.1	0	11	0	0	1	0	0	0
CP035635.1	1	0	14	0	0	0	0	0
CP035636.1	0	0	0	0	1	0	0	0
CP035637.1	0	12	0	0	0	0	0	0
CP035638.1	8	0	0	0	0	0	0	0
CP035662.1	0	0	0	0	0	0	1	0
CP035667.1	1	0	0	0	0	0	1	0
CP035775.1	7	0	0	0	0	0	0	0
CP035776.1	0	12	0	0	1	0	0	0
CP035906.1	0	0	0	0	1	0	0	0
CP035907.1	0	12	0	0	0	0	0	0
CP035908.1	2	11	0	0	0	0	0	0
CP035910.1	7	0	0	0	0	0	0	0
CP035920.1	0	0	0	0	1	0	0	0
CP035931.1	1	0	0	0	0	0	1	0
CP036162.1	1	0	15	0	0	0	0	0
CP036400.2	8	2	0	0	0	0	0	0
CP037442.1	0	0	0	0	1	0	0	0
CP037991.1	1	0	0	0	1	0	0	0
CP038003.1	0	7	0	0	0	0	0	0
CP038004.1	0	12	0	0	1	0	0	0
CP038169.1	0	0	0	2	3	0	0	0
CP038200.1	7	0	0	0	0	0	0	0
CP038201.1	2	0	0	0	0	0	0	0
CP038202.1	5	0	0	0	1	0	2	0
CP038433.1	0	12	0	0	0	0	0	0
CP038435.1	0	12	0	0	0	0	0	0
CP038508.1	1	0	15	0	1	0	0	0
CP038509.1	0	0	1	0	0	0	0	0
CP039389.1	7	0	0	0	0	0	0	0
CP039390.1	0	11	0	0	0	0	0	0
CP039391.1	0	12	0	0	0	0	0	0
CP039577.1	0	12	0	0	2	0	0	0
CP039586.1	0	11	0	0	1	0	0	0
CP039587.1	7	0	0	0	0	0	0	0
CP039629.1	0	0	0	0	1	15	0	0
CP039630.1	1	11	0	0	0	0	0	0
CP039912.1	8	0	0	0	0	0	0	0
CP039913.1	8	0	0	0	0	0	1	0
CP039914.1	8	0	0	0	0	0	0	0
CP039918.1	8	0	0	0	0	0	1	0
CP039919.1	8	0	0	0	0	0	0	0
CP039920.1	0	0	0	0	0	0	1	0
CP040041.1	0	0	0	0	0	1	0	0
CP040042.1	0	0	0	0	1	0	0	0
CP040043.1	1	12	0	0	0	0	0	0
CP040044.1	0	0	0	0	2	0	0	0
CP040048.1	1	0	0	0	1	0	1	0
CP040054.1	0	0	7	0	2	0	0	0
CP040176.1	0	12	0	0	1	0	0	0
CP040178.1	8	0	0	0	0	0	0	0
CP040237.1	1	0	1	0	0	0	1	0
CP040238.1	0	0	0	0	0	0	1	0
CP040258.1	0	0	5	0	1	0	0	0
CP040446.1	7	0	0	0	0	0	0	0
CP040459.1	0	9	0	0	0	0	0	0
CP040680.1	0	0	0	0	1	0	0	0
CP040826.1	8	0	0	0	0	0	0	0
CP040926.1	0	0	0	0	0	0	1	0
CP041024.1	0	0	0	0	1	0	0	0
CP041052.1	0	2	0	0	0	0	0	0
CP041053.1	7	0	0	0	0	0	0	0
CP041072.1	0	0	0	0	1	0	0	0
CP041074.1	1	0	0	1	6	0	0	0
CP041075.1	1	0	0	1	1	0	0	0
CP041127.1	0	0	13	0	0	0	0	0
CP041128.1	0	12	0	0	0	0	0	0
CP041205.1	8	0	0	0	0	0	1	0
CP041206.1	7	0	0	0	0	0	0	0
CP041234.1	0	7	0	0	0	0	0	0
CP041381.1	3	0	0	0	0	0	0	0
CP041648.1	0	12	0	0	0	0	0	0
CP041748.1	1	0	0	0	0	0	0	0
CP041751.1	1	0	0	3	1	0	0	0
CP041752.1	0	0	0	0	1	0	0	0
CP041935.1	0	10	0	0	0	0	0	0
CP041936.1	0	12	0	0	1	0	0	0
CP041937.1	0	12	0	0	0	0	0	0
CP041938.1	7	0	0	0	0	0	0	0
CP041978.1	1	0	0	1	1	0	1	0
CP041980.1	1	0	0	1	1	0	1	0
CP042359.1	0	12	0	0	0	0	0	0
CP042360.1	0	12	0	0	0	0	0	0
CP042405.1	1	0	0	4	0	0	0	0
CP042500.1	0	12	0	0	1	0	0	0
CP042501.1	0	0	13	0	0	0	1	0
CP042600.1	0	9	0	0	0	0	0	0
CP042601.1	0	12	0	0	1	0	0	0
CP042602.1	8	0	0	0	0	0	0	0
CP042607.1	8	0	0	0	0	0	0	0
CP042616.1	0	10	0	0	0	0	0	0
CP042618.1	2	0	15	0	0	0	0	0
CP042619.1	0	3	0	0	0	0	0	0
CP042620.1	0	0	0	0	1	0	0	0
CP042621.1	0	11	0	0	1	0	0	0
CP042628.1	3	9	0	0	1	0	0	0
CP042629.1	7	12	0	0	1	0	0	0
CP042630.1	0	11	0	0	0	0	0	0
CP042631.1	1	0	15	0	0	0	0	0
CP042633.1	0	4	0	0	0	0	0	0
CP042634.1	1	0	0	0	0	0	0	0
CP042639.1	0	11	0	0	1	0	0	0
CP042642.1	0	11	0	0	1	0	0	0
CP042643.1	7	0	0	0	0	0	0	0
CP042644.1	7	0	0	0	0	0	0	0
CP042646.1	4	8	0	0	0	0	0	0
CP042647.1	7	0	0	0	0	0	0	0
CP042833.1	1	0	0	0	2	0	1	0
CP042948.1	1	12	0	0	0	0	0	0
CP042949.1	0	0	4	0	0	0	0	0
CP042951.1	1	0	15	0	0	0	0	0
CP042952.1	0	4	0	0	0	0	0	0
CP043012.1	1	0	0	0	0	0	0	0
CP043014.1	7	0	0	0	0	0	0	0
CP043016.1	1	0	0	0	0	0	0	0
CP043017.1	7	0	0	0	0	0	0	0
CP043018.1	0	0	0	0	0	0	1	0
CP043020.1	1	0	0	0	0	0	0	0
CP043023.1	1	0	0	0	0	0	0	0
CP043032.1	1	0	0	0	1	0	0	0
CP043231.1	2	0	0	1	1	0	1	0
CP043232.1	1	0	0	0	5	0	0	0
CP043233.1	1	0	0	1	1	0	1	0
CP043241.1	0	12	0	0	0	0	0	0
CP043245.1	0	12	0	0	0	0	0	0
CP043249.1	0	12	0	0	0	0	0	0
CP043253.1	0	11	0	0	0	0	0	0
CP043257.1	0	12	0	0	0	0	0	0
CP043366.1	0	12	0	0	1	0	0	0
CP043370.1	0	12	0	0	1	0	0	0
CP043374.1	0	12	0	0	0	0	0	0
CP043375.1	0	0	0	0	1	0	0	0
CP043572.1	7	0	0	0	0	0	1	0
CP043603.1	0	12	0	0	1	0	0	0
CP043604.1	7	0	0	0	0	0	0	0
CP043605.1	0	12	0	0	0	0	0	0
CP043734.1	0	0	0	0	1	0	0	0
CP043737.1	0	12	0	0	0	0	0	0
CP043738.1	1	0	15	0	0	0	0	0
CP043740.1	0	11	0	0	1	0	0	0
CP043741.1	0	1	0	0	0	0	0	0
CP043743.1	0	1	0	0	0	0	0	0
CP043745.1	0	12	0	0	0	0	0	0
CP043748.1	0	12	0	0	0	0	0	0
CP043751.1	0	0	0	0	1	0	0	0
CP043759.1	0	12	0	0	1	0	0	0
CP043767.1	0	11	0	0	0	0	0	0
CP043768.1	1	0	14	0	0	0	0	0
CP044008.1	6	0	0	0	0	0	0	0
CP044022.1	3	0	14	0	0	0	1	0
CP044023.1	0	4	0	0	1	0	0	0
CP044024.1	0	12	0	0	1	0	0	0
CP044025.1	7	0	0	0	0	0	0	0
CP044026.1	6	0	0	0	0	0	0	0
CP044027.1	8	0	0	0	0	0	0	0
CP044166.1	7	1	0	0	0	0	0	0
CP044174.1	0	1	0	0	0	0	0	0
CP044292.1	7	0	0	0	0	0	0	0
CP044299.1	0	11	0	0	0	0	0	0
CP044301.1	0	0	0	0	1	0	0	0
CP044302.1	1	0	0	0	0	0	0	0
CP044306.1	0	10	0	0	0	0	0	0
CP044307.1	0	0	0	0	1	0	0	0
CP044347.1	0	12	0	0	0	0	0	0
CP044348.1	0	11	0	0	0	0	0	0
CP044351.1	6	0	0	0	1	0	0	0
CP044369.1	0	11	0	0	0	0	0	0
CP044377.1	0	11	0	0	0	0	0	0
CP044378.1	0	12	0	0	0	0	0	0
CP044381.1	0	10	0	0	0	0	0	0
CP044382.1	0	12	0	0	0	0	0	0
CP044383.1	8	0	0	0	0	0	0	0
CP044386.1	0	11	0	0	0	0	0	0
CP044387.1	0	12	0	0	0	0	0	0
CP044390.1	0	12	0	0	0	0	0	0
CP044391.1	0	11	0	0	0	0	0	0
CP044394.1	0	11	0	0	0	0	0	0
CP044395.1	0	12	0	0	0	0	0	0
CP044547.1	2	11	0	0	0	0	1	0
CP045203.1	0	11	0	0	0	0	0	0
CP045204.1	1	0	15	0	0	0	0	0
CP045326.1	0	0	0	0	1	0	0	0
CP045327.1	0	0	0	0	1	0	0	0
CP045534.1	1	0	0	0	0	0	0	0
CP045667.1	1	0	0	0	1	0	0	0
CP045668.1	0	12	0	0	0	0	0	0
CP045673.1	0	0	0	0	3	0	0	0
CP045688.1	0	2	0	0	0	0	0	0
CP045780.1	0	0	4	0	0	0	0	0
CP046063.1	1	0	0	4	0	0	0	0
CP046494.1	8	0	0	0	0	0	0	0
CP046499.1	8	0	0	0	0	0	0	0
CP046501.1	8	0	0	0	0	0	0	0
CP046512.1	1	0	0	1	1	0	0	0
CP046513.1	1	0	0	1	1	0	0	0
CP046677.1	0	2	0	0	1	0	0	0
CP046678.1	0	0	0	0	1	0	0	0
CP046867.1	0	0	0	0	1	0	0	0
CP046886.1	0	12	0	0	1	0	0	0
CP046887.1	1	10	0	0	0	0	0	0
CP046892.1	7	0	0	0	0	0	0	0
CP046893.1	0	0	0	0	1	0	0	0
CP046894.1	6	0	0	0	0	0	0	0
CP046896.1	0	12	0	0	0	0	0	0
CP046897.1	0	0	0	0	1	0	0	0
CP046968.1	0	12	0	0	1	0	0	0
CP046969.1	0	12	0	0	1	0	0	0
CP047033.1	1	0	0	0	0	0	0	0
CP047036.1	1	11	0	0	0	0	0	0
CP047039.1	1	0	0	0	0	0	0	0
CP047042.1	1	12	0	0	0	0	0	0
CP047083.1	8	1	0	0	0	0	0	0
CP047084.1	7	1	0	0	0	0	0	0
CP047091.1	0	12	0	0	1	0	0	0
CP047092.1	0	0	0	0	1	0	0	0
CP047137.1	1	0	0	0	1	0	0	0
CP047139.1	1	0	0	0	1	0	0	0
CP047287.1	7	0	0	0	0	0	0	0
CP047288.1	0	12	0	0	0	0	0	0
CP047483.1	7	1	0	0	0	0	0	0
CP047536.1	0	11	0	0	0	0	0	0
CP047610.1	0	0	2	0	0	0	0	0
CP047611.1	7	0	0	0	0	0	1	0
CP047612.1	7	0	0	0	0	0	0	0
CP047613.1	0	12	0	0	1	0	0	0
CP047775.1	8	0	0	0	0	0	0	0
CP048042.1	0	0	13	0	0	0	1	0
CP048291.1	7	0	0	0	0	0	0	0
CP048293.1	0	11	0	0	0	0	0	0
CP048295.1	1	0	15	0	0	0	0	0
CP048296.1	0	12	0	0	1	0	0	0
CP048298.1	1	0	15	0	0	0	0	0
CP048299.1	1	11	0	0	0	0	0	0
CP048300.1	0	12	0	0	1	0	0	0
CP048302.1	0	12	0	0	1	0	0	0
CP048303.1	1	11	0	0	0	0	0	0
CP048380.1	0	0	0	0	1	0	0	0
CP048381.1	0	12	0	0	0	0	0	0
CP048413.1	0	12	0	0	1	0	0	0
CP048471.1	7	0	0	0	0	0	0	0
CP048472.1	8	0	0	0	0	0	1	0
CP048487.1	8	0	0	0	0	0	1	0
