accession	mpf_class_call	entry_criterion	n_cds	n_fa_fata_profiles	n_FA	n_FATA	fa_subclass	profile_support	FA_profiles	FATA_profiles	virb4	tcpA	t4cp1	t4cp2	MOBB	MOBC	MOBF	MOBH	MOBP1	MOBP2	MOBP3	MOBQ	MOBT	MOBV	virb4_bit	relaxase_profiles	exclusion_family_hit	slot_status
CP030382.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030388.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	27:22894..24906:+	none	33:30382..32022:+	33:30382..32022:+	none	none	none	none	none	none	none	8:8175..10172:-	none	none	317.4	MOBQ		no_slot_defined
CP030400.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030407.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34439..36451:+	none	none	none	none	none	none	none	none	none	none	19:19720..21717:-	none	none	317.4	MOBQ		no_slot_defined
CP030420.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030429.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34442..36454:+	none	none	none	none	none	none	none	none	none	none	19:19723..21720:-	none	none	317.4	MOBQ		no_slot_defined
CP030435.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	33:33790..35802:-	none	27:26674..28314:-	27:26674..28314:-	none	none	none	none	none	none	none	7:4957..6954:+	none	none	317.4	MOBQ		no_slot_defined
CP030448.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030453.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	39:34437..36449:+	none	none	none	none	none	none	none	none	none	none	19:19719..21716:-	none	none	317.4	MOBQ		no_slot_defined
CP030456.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34442..36454:+	none	none	none	none	none	none	none	none	none	none	19:19723..21720:-	none	none	317.4	MOBQ		no_slot_defined
CP030468.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030483.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	30:24709..26721:+	none	36:32197..33843:+	36:32197..33843:+	none	none	none	none	none	none	none	18:15715..17712:-	none	none	318.4	MOBQ		no_slot_defined
CP030491.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34440..36452:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030502.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030507.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030522.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	36:30594..32606:+	none	42:38082..39722:+	42:38082..39722:+	none	none	none	none	20:20836..21843:-	none	none	7:7431..9428:-	none	none	317.4	MOBP1;MOBQ		no_slot_defined
CP030526.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	37	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	32:31783..33795:-	none	26:24667..26307:-	26:24667..26307:-	none	none	none	none	none	none	none	7:4957..6954:+	none	none	317.4	MOBQ		no_slot_defined
CP030538.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	42	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	25:26838..28850:-	none	19:19722..21362:-	19:19722..21362:-	none	none	none	none	none	none	none	none	none	none	317.4			no_slot_defined
CP030554.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34427..36439:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030556.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	37	6	0	6	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsL	32:28306..30318:+	none	0:105..1640:+	0:105..1640:+	none	none	none	none	none	none	none	17:16731..18728:-	none	none	317.4	MOBQ		no_slot_defined
CP030559.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	11:9823..11835:+	none	17:17311..18951:+	17:17311..18951:+	none	none	none	none	none	none	none	30:29464..31461:-	none	none	317.4	MOBQ		no_slot_defined
CP030573.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030581.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030591.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	2:1098..3110:+	none	8:8586..10226:+	8:8586..10226:+	none	none	none	none	none	none	none	31:31851..33848:-	none	none	317.4	MOBQ		no_slot_defined
CP030600.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	23:19216..21228:+	none	29:26704..28344:+	29:26704..28344:+	none	none	none	none	none	none	none	4:4497..6494:-	none	none	317.4	MOBQ		no_slot_defined
CP030606.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	35	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	14:11542..13554:+	none	20:19030..20670:+	20:19030..20670:+	none	none	none	none	none	none	none	1:1765..3762:-	none	none	317.4	MOBQ		no_slot_defined
CP030609.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34442..36454:+	none	none	none	none	none	none	none	none	none	none	19:19723..21720:-	none	none	317.4	MOBQ		no_slot_defined
CP030612.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34442..36454:+	none	none	none	none	none	none	none	none	none	none	19:19723..21720:-	none	none	317.4	MOBQ		no_slot_defined
CP030614.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	42:39057..41069:+	none	2:2579..4219:+	2:2579..4219:+	none	none	none	none	none	none	none	27:27376..29373:-	none	none	317.4	MOBQ		no_slot_defined
CP030618.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34624..36636:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030631.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030636.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030639.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34634..36646:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030648.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	37:32536..34548:+	none	none	none	none	none	none	none	none	none	none	20:19721..21718:-	none	none	317.4	MOBQ		no_slot_defined
CP030651.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030655.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	36	7	1	6	FATA	high	FA_orf13	FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsL	31:27494..29506:+	none	0:60..1646:+	0:60..1646:+	none	none	none	none	none	none	none	19:18514..20511:-	none	none	318.2	MOBQ		no_slot_defined
CP030671.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	13:8610..10622:+	none	19:16098..17738:+	19:16098..17738:+	none	none	none	none	none	none	none	41:39186..41183:-	none	none	317.4	MOBQ		no_slot_defined
CP030685.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP030705.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:34441..36453:+	none	none	none	none	none	none	none	none	none	none	19:19722..21719:-	none	none	317.4	MOBQ		no_slot_defined
CP038169.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	41	5	2	3	unassigned	high	FA_orf13;FA_orf14	FATA_cd419a;FATA_trsF;FATA_trsL	28:26808..27344:-	none	22:21228..22754:-	22:21228..22754:-	none	none	none	none	none	none	none	none	none	0:64..360:+	87.1	MOBV		no_slot_defined
CP041074.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	220	7	1	6	FATA	high	FA_orf14	FATA_cd419a;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsJ;FATA_trsL	24:22624..24561:+	218:209006..210190:+	31:29713..31692:+	31:29713..31692:+	none	none	none	none	none	none	none	4:3631..6777:-	none	none	260.4	MOBQ		no_slot_defined
CP041075.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	175	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	105:91868..93808:-	139:120844..122034:+	110:97439..100159:-	110:97439..100159:-	none	140:121973..122587:+	none	none	99:86829..88037:-	99:86829..88037:-	none	none	none	none	303.2	MOBC;MOBP1;MOBP2		no_slot_defined
CP041751.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	65	4	3	1	FA	medium	FA_orf13;FA_orf15;FA_orf17a	FATA_cd419a	1:710..3268:-	none	none	7:6393..9161:-	none	6:5545..6387:-	none	none	none	none	none	none	none	none	100.1	MOBC		no_slot_defined
CP041978.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	296	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	30:24733..25701:+	none	260:264410..265663:-	259:262164..264311:-	none	none	none	none	none	none	none	none	none	none	157.6			no_slot_defined
CP041980.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	296	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	10:9130..10098:+	none	238:245117..248617:-	238:245117..248617:-	none	none	none	none	none	none	none	none	none	none	157.6			no_slot_defined
CP042405.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	4	4	0	FA	medium	FA_orf13;FA_orf15;FA_orf17b;FA_orf23		16:13426..15948:-	26:21820..22830:-	none	none	none	none	none	none	none	none	none	none	24:19915..21099:-	none	112.2	MOBT		no_slot_defined
CP042833.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	227	2	0	2	FATA	minimal		FATA_prgB;FATA_prgC	30:25884..27908:-	none	34:31427..34036:-	34:31427..34036:-	none	none	none	none	23:20113..21708:-	23:20113..21708:-	none	none	none	none	256.8	MOBP1;MOBP2		no_slot_defined
CP043231.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	85	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	73:65076..67010:+	none	66:57377..59347:+	66:57377..59347:+	none	none	none	none	none	82:73801..75345:+	none	none	none	none	343.5	MOBP2		no_slot_defined
CP043232.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	5	0	5	FATA	high		FATA_cd419a;FATA_trsC;FATA_trsD;FATA_trsG;FATA_trsL	81:67502..69394:-	none	none	86:71690..72892:-	none	none	none	none	0:637..3180:-	none	0:637..3180:-	none	none	none	292.2	MOBP1;MOBP3		no_slot_defined
CP043233.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	640	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	3:7941..10049:-	none	41:46270..47415:+	333:373571..374887:+	none	none	none	none	none	none	none	none	none	none	323.5			no_slot_defined
CP046063.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	4	4	0	FA	medium	FA_orf13;FA_orf15;FA_orf17b;FA_orf23		21:17609..20131:-	31:26003..27013:-	none	none	none	none	none	none	none	none	none	none	29:24098..25282:-	none	112.2	MOBT		no_slot_defined
CP046512.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	448	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	23:16016..18115:+	none	424:483450..484961:-	422:478970..480847:-	none	none	none	none	none	none	none	none	none	none	323.6			no_slot_defined
CP046513.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	313	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	23:15269..17302:+	none	266:253095..254606:-	264:248729..250582:-	none	none	none	none	none	none	none	none	none	none	325.3			no_slot_defined
CP049370.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	42	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	31:27085..29097:+	none	37:34573..36213:+	37:34573..36213:+	none	none	none	none	none	none	none	14:14264..16261:-	none	none	317.4	MOBQ		no_slot_defined
CP049392.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	34:29430..31442:+	none	40:36918..38558:+	40:36918..38558:+	none	none	none	none	none	none	none	14:14264..16261:-	none	none	317.4	MOBQ		no_slot_defined
CP049414.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	34:29401..31413:+	none	40:36889..38529:+	40:36889..38529:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049419.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	33:29362..31374:+	none	39:36850..38490:+	39:36850..38490:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049447.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	38:33797..35809:+	none	44:41285..42925:+	44:41285..42925:+	none	none	none	none	none	none	none	19:19078..21075:-	none	none	317.4	MOBQ		no_slot_defined
CP049471.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	36:31516..33528:+	none	42:39004..40644:+	42:39004..40644:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049497.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	56	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	27:22653..24665:-	none	21:16309..17178:-	20:15539..16117:-	none	none	none	none	none	none	none	46:37386..39056:+	none	none	317.4	MOBQ		no_slot_defined
CP049502.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	33:29005..31017:+	none	39:36493..38133:+	39:36493..38133:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049506.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	5:3260..5272:+	none	11:10748..12388:+	11:10748..12388:+	none	none	none	none	none	none	none	31:32108..34105:-	none	none	317.4	MOBQ		no_slot_defined
CP049513.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	35	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	28:24847..26859:+	none	none	none	none	none	none	none	none	none	none	12:10515..12512:-	none	none	317.4	MOBQ		no_slot_defined
CP049520.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	33:28998..31010:+	none	39:36486..38126:+	39:36486..38126:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049521.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	34:29337..31349:+	none	40:36825..38465:+	40:36825..38465:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049531.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	36:31672..33684:+	none	42:39160..40800:+	42:39160..40800:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP049536.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	49	6	0	6	FATA	high		FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	0:326..1006:+	none	6:6482..8122:+	6:6482..8122:+	none	none	none	none	none	none	none	26:27841..29838:-	none	none	126.8	MOBQ		no_slot_defined
CP049538.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	35:30887..32899:+	none	41:38375..40015:+	41:38375..40015:+	none	none	none	none	none	none	none	14:14264..16261:-	none	none	317.4	MOBQ		no_slot_defined
CP049543.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	41:38768..40780:+	none	2:2689..4329:+	2:2689..4329:+	none	none	none	none	none	none	none	22:24049..26046:-	none	none	317.4	MOBQ		no_slot_defined
CP049548.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	35	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	28:24847..26859:+	none	none	none	none	none	none	none	none	none	none	12:10515..12512:-	none	none	317.4	MOBQ		no_slot_defined
CP049584.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	6:4425..6437:+	none	12:11913..13553:+	12:11913..13553:+	none	none	none	none	none	none	none	29:28644..30641:-	none	none	317.4	MOBQ		no_slot_defined
CP050000.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	30:29590..31602:-	none	24:22474..24114:-	24:22474..24114:-	none	none	none	none	none	none	none	54:51682..53679:+	none	none	317.4	MOBQ		no_slot_defined
CP051892.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	36:31610..33622:+	none	42:39098..40738:+	42:39098..40738:+	none	none	none	none	none	none	none	14:14265..16262:-	none	none	317.4	MOBQ		no_slot_defined
CP051899.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	56	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	22:16982..18994:+	none	28:24470..26110:+	28:24470..26110:+	none	none	none	none	none	none	none	3:2263..4260:-	none	none	317.4	MOBQ		no_slot_defined
