accession	mpf_class	slot_anchor	slot_occupant_family	slot_occupant_coords	slot_occupant_aa	slot_family_bit	slot_status
CP067625.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067635.1	MPF_T	VirB5	Eex_IncN	6742..6999	85	67.6	eex_occupied
CP067641.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067646.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067682.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067701.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067706.1	MPF_T	VirB5	Eex_IncN	32835..33077	80	64.7	eex_occupied
CP067727.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067731.1	MPF_T	VirB5	Eex_IncN	31284..31541	85	67.6	eex_occupied
CP067740.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067756.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067765.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067772.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067780.1	MPF_T	VirB5	Eex_IncN	37208..37450	80	64.7	eex_occupied
CP067784.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067798.1	MPF_T	VirB5	Eex_IncN	42859..43116	85	67.6	eex_occupied
CP067820.1	MPF_T	VirB5	Eex_IncN	6742..6999	85	67.6	eex_occupied
CP067834.1	MPF_T	VirB5	Eex_IncN	6742..6999	85	67.6	eex_occupied
CP067869.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067875.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067894.1	MPF_T	VirB5	Eex_IncN	32386..32643	85	67.6	eex_occupied
CP067919.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP067928.1	MPF_T	VirB5	Eex_IncN	41197..41454	85	67.6	eex_occupied
CP067942.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP068397.1	MPF_T	VirB5	Eex_IncN	27978..28205	75	69.5	eex_occupied
CP068398.1	MPF_T	VirB5	Eex_IncN	11707..11964	85	73.9	eex_occupied
CP068635.1	MPF_T	VirB5		14370..14936	188		candidate
CP068636.1	MPF_T	VirB5		34184..34750	188		candidate
CP068637.1	MPF_T	VirB5		55105..56052	315		candidate
CP069018.1	MPF_T	VirB5		95244..95663	139		candidate
CP069019.1	MPF_T	VirB5		94232..94885	217		candidate
CP069301.1	MPF_T	VirB5	Eex_IncN	106138..106386	82	72.8	eex_occupied
CP069705.1	MPF_T	VirB5	Eex_IncN	54628..54852	74	68.1	eex_occupied
CP070402.1	MPF_T	VirB5	Eex_IncN	36667..36894	75	74.3	eex_occupied
CP070877.2	MPF_T	VirB5		21529..22017	162		candidate
CP070885.2	MPF_T	VirB5		21525..22013	162		candidate
CP071169.1	MPF_T	VirB5	Eex_IncN	15049..15306	85	67.6	eex_occupied
CP071915.1	MPF_T	VirB5		1055209..1056585	458		candidate
CP073109.1	MPF_T	VirB5	Eex_IncN	39470..39754	94	71.8	eex_occupied
CP073604.1	MPF_T	VirB5					unresolved
CP073606.1	MPF_T	VirB5	Eex_IncN	51996..52220	74	67.6	eex_occupied
CP073611.1	MPF_T	VirB5	Eex_IncN	9142..9366	74	67.6	eex_occupied
CP073612.1	MPF_T	VirB5	TrbK_RP4	29035..29208	57	26.1	eex_occupied
CP073614.1	MPF_T	VirB5	Eex_IncN	32638..32892	84	68.6	eex_occupied
CP073616.1	MPF_T	VirB5		48902..49981	359		candidate
CP073679.1	MPF_T	VirB5	Eex_IncN	751783..752016	77	73.6	eex_occupied
CP074218.1	MPF_T	VirB5	Eex_IncN	10184..10411	75	74.3	eex_occupied
CP074228.1	MPF_T	VirB5	Eex_IncN	29175..29462	95	72.8	eex_occupied
CP074230.1	MPF_T	VirB5	Eex_IncN	22083..22310	75	70.7	eex_occupied
CP074235.1	MPF_T	VirB5	Eex_IncN	26919..27146	75	74.3	eex_occupied
CP074237.1	MPF_T	VirB5	Eex_IncN	32216..32500	94	71.8	eex_occupied
CP074273.1	MPF_T	VirB5		53802..54200	132		candidate
CP074311.1	MPF_T	VirB5					unresolved
CP074326.1	MPF_T	VirB5		31368..31766	132		candidate
CP074597.1	MPF_T	VirB5		54163..54561	132		candidate
CP074635.1	MPF_T	VirB5	Eex_IncN	17647..17871	74	81.8	eex_occupied
CP074637.1	MPF_T	VirB5	Eex_IncN	9065..9289	74	72.0	eex_occupied
CP074642.1	MPF_T	VirB5	Eex_IncN	3470..3694	74	81.8	eex_occupied
CP074646.1	MPF_T	VirB5	Eex_IncN	21279..21503	74	81.8	eex_occupied
CP074654.1	MPF_T	VirB5	Eex_IncN	25787..26011	74	81.8	eex_occupied
CP074667.1	MPF_T	VirB5		7888..8286	132		candidate
CP074669.1	MPF_T	VirB5		42484..42894	136		candidate
CP075568.1	MPF_T	VirB5		74000..74212	70		candidate
CP075774.1	MPF_T	VirB5		61342..61680	112		candidate
CP075789.1	MPF_T	VirB5		8945..9283	112		candidate
CP076065.1	MPF_T	VirB5	TrbK_RP4	34299..34526	75	104.6	eex_occupied
CP076121.1	MPF_T	VirB5		18896..19024	42		candidate
CP076328.1	MPF_T	VirB5		30322..30720	132		candidate
CP077251.1	MPF_T	VirB5	Eex_IncN	33836..34090	84	62.5	eex_occupied
CP077287.1	MPF_T	VirB5	Eex_IncN	4497..4724	75	84.2	eex_occupied
CP077347.1	MPF_T	VirB5	Eex_IncN	11899..12126	75	84.2	eex_occupied
CP077354.1	MPF_T	VirB5	Eex_IncN	17042..17296	84	62.5	eex_occupied
CP077665.1	MPF_T	VirB5		21850..22944	364		candidate
CP078023.1	MPF_T	VirB5	Eex_IncN	68877..69104	75	69.5	eex_occupied
CP078024.1	MPF_T	VirB5	Eex_IncN	11852..12136	94	54.6	eex_occupied
CP078109.1	MPF_T	VirB5	Eex_IncN	14905..15129	74	68.9	eex_occupied
CP079750.1	MPF_T	VirB5		559..1020	153		candidate
CP080283.1	MPF_T	VirB5		44570..44782	70		candidate
CP080431.1	MPF_T	VirB5	Eex_IncN	64748..64966	72	40.6	eex_occupied
CP080433.1	MPF_T	VirB5		51420..51725	101		candidate
CP080434.1	MPF_T	VirB5	Eex_IncN	5837..6097	86	40.6	eex_occupied
CP080655.1	MPF_T	VirB5	Eex_IncN	37166..37423	85	67.6	eex_occupied
CP080691.1	MPF_T	VirB5	Eex_IncN	31912..32169	85	67.6	eex_occupied
CP082405.1	MPF_T	VirB5	Eex_IncN	15670..15897	75	74.3	eex_occupied
CP082416.1	MPF_T	VirB5	Eex_IncN	25522..25806	94	71.8	eex_occupied
CP082423.2	MPF_T	VirB5		98679..99005	108		candidate
CP082433.1	MPF_T	VirB5	Eex_IncN	6619..6903	94	54.6	eex_occupied
CP082438.1	MPF_T	VirB5		20749..21147	132		candidate
CP082484.1	MPF_T	VirB5	Eex_IncN	43189..43443	84	62.5	eex_occupied
CP082524.1	MPF_T	VirB5	Eex_IncN	10753..10980	75	74.3	eex_occupied
CP082549.1	MPF_T	VirB5	Eex_IncN	24329..24613	94	71.8	eex_occupied
CP082578.1	MPF_T	VirB5		11811..12905	364		candidate
CP082630.1	MPF_T	VirB5		181630..181956	108		candidate
CP082632.1	MPF_T	VirB5	Eex_IncN	11974..12201	75	70.7	eex_occupied
CP082651.1	MPF_T	VirB5	Eex_IncN	63002..63229	75	69.5	eex_occupied
CP082660.1	MPF_T	VirB5	Eex_IncN	10730..11017	95	72.8	eex_occupied
CP082667.1	MPF_T	VirB5		123743..124069	108		candidate
CP082680.1	MPF_T	VirB5	Eex_IncN	10693..10920	75	74.3	eex_occupied
CP082725.1	MPF_T	VirB5	Eex_IncN	26595..26879	94	71.8	eex_occupied
CP082730.1	MPF_T	VirB5	Eex_IncN	31363..31590	75	74.3	eex_occupied
CP082731.1	MPF_T	VirB5	Eex_IncN	8692..8919	75	70.7	eex_occupied
CP082734.1	MPF_T	VirB5	Eex_IncN	38656..38940	94	54.6	eex_occupied
CP082738.1	MPF_T	VirB5	Eex_IncN	37148..37432	94	71.8	eex_occupied
CP082742.1	MPF_T	VirB5	Eex_IncN	32380..32667	95	72.8	eex_occupied
CP084173.1	MPF_T	VirB5		18501..18746	81		candidate
CP084537.1	MPF_T	VirB5	Eex_IncN	16047..16331	94	54.6	eex_occupied
CP084538.1	MPF_T	VirB5	Eex_IncN	41574..41831	85	67.6	eex_occupied
CP085055.1	MPF_T	VirB5		18781..19179	132		candidate
CP085520.1	MPF_T	VirB5	Eex_IncN	55198..55422	74	68.1	eex_occupied
CP085736.1	MPF_T	VirB5	Eex_IncN	22297..22533	78	65.6	eex_occupied
CP085739.1	MPF_T	VirB5		195861..196187	108		candidate
CP087279.1	MPF_T	VirB5		43010..43138	42		candidate
CP087973.1	MPF_T	VirB5		315439..316626	395		candidate
CP088385.1	MPF_T	VirB5	Eex_IncN	41861..42115	84	62.5	eex_occupied
CP088439.1	MPF_T	VirB5		26303..26506	67		candidate
CP088481.1	MPF_T	VirB5	Eex_IncN	27113..27340	75	69.5	eex_occupied
CP088488.1	MPF_T	VirB5	Eex_IncN	31426..31710	94	70.4	eex_occupied
CP088493.1	MPF_T	VirB5	Eex_IncN	27744..28028	94	70.4	eex_occupied
CP088523.1	MPF_T	VirB5		5081..5260	59		candidate
CP088524.1	MPF_T	VirB5	Eex_IncN	13178..13414	78	65.6	eex_occupied
CP088550.1	MPF_T	VirB5	Eex_IncN	17911..18138	75	74.3	eex_occupied
CP088568.1	MPF_T	VirB5	Eex_IncN	31157..31381	74	71.0	eex_occupied
CP088666.1	MPF_T	VirB5	Eex_IncN	39169..39405	78	68.5	eex_occupied
CP088696.1	MPF_T	VirB5	Eex_IncN	16757..16984	75	69.5	eex_occupied
CP088705.1	MPF_T	VirB5	Eex_IncN	11611..11847	78	65.6	eex_occupied
CP088715.1	MPF_T	VirB5		3700..4794	364		candidate
CP088727.1	MPF_T	VirB5	Eex_IncN	27657..27941	94	71.8	eex_occupied
CP088731.1	MPF_T	VirB5		13395..14489	364		candidate
CP088733.1	MPF_T	VirB5	Eex_IncN	18191..18418	75	74.3	eex_occupied
CP088736.1	MPF_T	VirB5		37396..39000	534		candidate
CP088752.1	MPF_T	VirB5	TrbK_RP4	12443..12616	57	26.1	eex_occupied
CP088757.1	MPF_T	VirB5	Eex_IncN	21111..21338	75	74.3	eex_occupied
CP088769.1	MPF_T	VirB5	Eex_IncN	10847..11134	95	72.8	eex_occupied
CP088770.1	MPF_T	VirB5	Eex_IncN	53607..53834	75	69.5	eex_occupied
CP088791.1	MPF_T	VirB5		7470..7670	66		candidate
CP088823.1	MPF_T	VirB5	Eex_IncN	13097..13324	75	74.3	eex_occupied
CP088858.1	MPF_T	VirB5	Eex_IncN	24346..24570	74	68.1	eex_occupied
CP090109.1	MPF_T	VirB5	Eex_IncN	789768..789992	74	74.0	eex_occupied
CP090116.1	MPF_T	VirB5	Eex_IncN	789726..789950	74	74.0	eex_occupied
CP090120.1	MPF_T	VirB5	Eex_IncN	705918..706142	74	74.0	eex_occupied
CP090202.1	MPF_T	VirB5	Eex_IncN	789762..789986	74	74.0	eex_occupied
CP090248.1	MPF_T	VirB5	Eex_IncN	43380..43637	85	67.6	eex_occupied
CP090255.1	MPF_T	VirB5	Eex_IncN	18656..18883	75	69.5	eex_occupied
CP090258.1	MPF_T	VirB5	Eex_IncN	21438..21665	75	69.5	eex_occupied
CP090265.1	MPF_T	VirB5	Eex_IncN	18093..18320	75	69.5	eex_occupied
CP090268.1	MPF_T	VirB5	Eex_IncN	40827..41057	76	71.4	eex_occupied
CP090279.1	MPF_T	VirB5	Eex_IncN	34941..35201	86	67.8	eex_occupied
CP090281.1	MPF_T	VirB5	Eex_IncN	20430..20687	85	67.6	eex_occupied
CP090286.1	MPF_T	VirB5		25238..26332	364		candidate
CP090287.1	MPF_T	VirB5	Eex_IncN	43384..43641	85	67.6	eex_occupied
CP090300.1	MPF_T	VirB5	Eex_IncN	46129..46386	85	67.6	eex_occupied
CP090405.1	MPF_T	VirB5	Eex_IncN	28711..28935	74	67.6	eex_occupied
CP090551.1	MPF_T	VirB5	Eex_IncN	705849..706073	74	74.0	eex_occupied
CP090553.1	MPF_T	VirB5		257687..258124	145		candidate
CP091033.1	MPF_T	VirB5		92146..93078	310		candidate
CP091035.1	MPF_T	VirB5		142124..143290	388		candidate
CP091388.1	MPF_T	VirB5	Eex_IncN	31785..32069	94	71.8	eex_occupied
CP092293.1	MPF_T	VirB5	Eex_IncN	34157..34393	78	65.7	eex_occupied
CP092296.1	MPF_T	VirB5		14859..15953	364		candidate
CP092300.1	MPF_T	VirB5		10820..11914	364		candidate
CP092303.1	MPF_T	VirB5		16793..17887	364		candidate
CP092305.1	MPF_T	VirB5		8904..9998	364		candidate
CP092309.1	MPF_T	VirB5		9852..10946	364		candidate
CP092312.1	MPF_T	VirB5		2553..3116	187		candidate
CP092315.1	MPF_T	VirB5	Eex_IncN	31191..31475	94	71.8	eex_occupied
CP092316.1	MPF_T	VirB5		24612..25706	364		candidate
CP092317.1	MPF_T	VirB5	Eex_IncN	20683..20910	75	84.3	eex_occupied
CP092320.1	MPF_T	VirB5		3814..4908	364		candidate
CP092324.1	MPF_T	VirB5		4046..5140	364		candidate
CP092325.1	MPF_T	VirB5	Eex_IncN	18980..19216	78	65.6	eex_occupied
CP092328.1	MPF_T	VirB5		6204..7298	364		candidate
CP092330.1	MPF_T	VirB5		30570..31664	364		candidate
CP092842.1	MPF_T	VirB5		799539..799913	124		candidate
CP093097.1	MPF_T	VirB5	Eex_IncN	17794..18021	75	74.3	eex_occupied
CP093098.1	MPF_T	VirB5	Eex_IncN	14369..14605	78	65.6	eex_occupied
CP093105.1	MPF_T	VirB5	Eex_IncN	21588..21815	75	74.3	eex_occupied
CP093114.1	MPF_T	VirB5	Eex_IncN	16942..17169	75	74.3	eex_occupied
CP093127.1	MPF_T	VirB5	Eex_IncN	19170..19406	78	65.6	eex_occupied
CP093130.1	MPF_T	VirB5	Eex_IncN	50536..50790	84	68.6	eex_occupied
CP093306.1	MPF_T	VirB5		14956..15729	257		candidate
CP094244.1	MPF_T	VirB5		44922..45083	53		candidate
CP094252.1	MPF_T	VirB5		45159..45320	53		candidate
CP094253.1	MPF_T	VirB5		46866..47714	282		candidate
CP094621.1	MPF_T	VirB5		166229..166417	62		candidate
CP094840.1	MPF_T	VirB5		10484..10645	53		candidate
CP096582.1	MPF_T	VirB5		77719..77931	70		candidate
CP098603.1	MPF_T	VirB5		78154..78507	117		candidate
CP098607.1	MPF_T	VirB5		7656..8633	325		candidate
CP099007.1	MPF_T	VirB5	Eex_IncN	21314..21541	75	72.7	eex_occupied
CP099110.1	MPF_T	VirB5	Eex_IncN	19214..19441	75	72.7	eex_occupied
CP099139.1	MPF_T	VirB5	Eex_IncN	63988..64272	94	54.6	eex_occupied
CP099185.1	MPF_T	VirB5	Eex_IncN	30839..31066	75	74.3	eex_occupied
CP099199.1	MPF_T	VirB5	Eex_IncN	32855..33142	95	72.8	eex_occupied
CP099273.1	MPF_T	VirB5		25362..26441	359		candidate
CP099476.1	MPF_T	VirB5	Eex_IncN	33200..33631	143	33.1	eex_occupied
CP099618.1	MPF_T	VirB5		89891..90163	90		candidate
CP099709.1	MPF_T	VirB5	Eex_IncN	4595..4849	84	62.0	eex_occupied
CP099710.1	MPF_T	VirB5	Eex_IncN	31416..31709	97	47.0	eex_occupied
CP100007.1	MPF_T	VirB5	Eex_IncN	12375..12635	86	67.8	eex_occupied
CP100008.1	MPF_T	VirB5	Eex_IncN	20865..21092	75	76.3	eex_occupied
CP100031.1	MPF_T	VirB5	Eex_IncN	56684..56908	74	67.6	eex_occupied
CP100066.1	MPF_T	VirB5		9143..10222	359		candidate
CP101282.1	MPF_T	VirB5		22312..22632	106		candidate
CP101710.1	MPF_T	VirB5		62342..62572	76		candidate
CP101799.1	MPF_T	VirB5	Eex_IncN	12375..12635	86	67.8	eex_occupied
CP101957.1	MPF_T	VirB5		18618..18971	117		candidate
CP102437.1	MPF_T	VirB5	Eex_IncN	128626..128853	75	69.5	eex_occupied
CP104101.1	MPF_T	VirB5		48703..49137	144		candidate
CP104102.1	MPF_T	VirB5		12836..13261	141		candidate
CP104106.1	MPF_T	VirB5		9087..9512	141		candidate
CP104905.1	MPF_T	VirB5					unresolved
CP104975.1	MPF_T	VirB5		179740..180081	113		candidate
CP109756.1	MPF_T	VirB5		419501..419821	106		candidate
CP110414.1	MPF_T	VirB5	Eex_IncN	43840..44097	85	67.6	eex_occupied
CP110489.1	MPF_T	VirB5	Eex_IncN	21209..21445	78	65.6	eex_occupied
CP110543.1	MPF_T	VirB5	Eex_IncN	66598..66882	94	54.6	eex_occupied
CP110578.1	MPF_T	VirB5	Eex_IncN	4587..4871	94	54.6	eex_occupied
CP110589.1	MPF_T	VirB5	Eex_IncN	4315..4542	75	79.2	eex_occupied
CP110758.1	MPF_T	VirB5	Eex_IncN	75455..75739	94	54.6	eex_occupied
CP110766.1	MPF_T	VirB5	Eex_IncN	31394..31636	80	64.7	eex_occupied
CP113989.1	MPF_T	VirB5	Eex_IncN	3524..3811	95	72.8	eex_occupied
CP114343.1	MPF_T	VirB5	TrbK_RP4	15074..15247	57	26.1	eex_occupied
CP114757.1	MPF_T	VirB5	Eex_IncN	22029..22256	75	74.3	eex_occupied
CP115336.1	MPF_T	VirB5	Eex_IncN	23647..23931	94	71.8	eex_occupied
CP115908.1	MPF_T	VirB5		141987..142214	75		candidate
CP115909.1	MPF_T	VirB5		104398..104598	66		candidate
CP116019.1	MPF_T	VirB5	Eex_IncN	82214..82498	94	54.0	eex_occupied
CP116020.1	MPF_T	VirB5	Eex_IncN	14702..14950	82	74.3	eex_occupied
CP117206.1	MPF_T	VirB5	Eex_IncN	34066..34323	85	67.6	eex_occupied
CP117219.1	MPF_T	VirB5	Eex_IncN	15098..15334	78	65.6	eex_occupied
CP119077.1	MPF_T	VirB5		45260..46864	534		candidate
CP119119.1	MPF_T	VirB5		30264..31358	364		candidate
CP120245.1	MPF_T	VirB5		33886..34878	330		candidate
CP120248.1	MPF_T	VirB5		33890..34882	330		candidate
CP120260.1	MPF_T	VirB5		33888..34880	330		candidate
CP120281.1	MPF_T	VirB5		35970..36962	330		candidate
CP120284.1	MPF_T	VirB5		33887..34879	330		candidate
CP120287.1	MPF_T	VirB5		14816..15808	330		candidate
CP120290.1	MPF_T	VirB5		33891..34883	330		candidate
CP120293.1	MPF_T	VirB5		33889..34881	330		candidate
CP120296.1	MPF_T	VirB5		33890..34882	330		candidate
CP120299.1	MPF_T	VirB5		33887..34879	330		candidate
CP120305.1	MPF_T	VirB5		33888..34880	330		candidate
CP120307.1	MPF_T	VirB5		33891..34883	330		candidate
CP120310.1	MPF_T	VirB5		33891..34883	330		candidate
CP120313.1	MPF_T	VirB5		33889..34881	330		candidate
CP121428.1	MPF_T	VirB5	Eex_IncN	32156..32326	56	39.7	eex_occupied
CP122748.1	MPF_T	VirB5	Eex_IncN	35491..35745	84	62.5	eex_occupied
CP122783.1	MPF_T	VirB5	Eex_IncN	38758..39012	84	68.6	eex_occupied
CP122800.1	MPF_T	VirB5	Eex_IncN	33467..33754	95	72.8	eex_occupied
CP122812.1	MPF_T	VirB5	Eex_IncN	37951..38238	95	72.8	eex_occupied
CP122892.1	MPF_T	VirB5	Eex_IncN	14166..14453	95	72.8	eex_occupied
CP122893.1	MPF_T	VirB5		11224..12069	281		candidate
CP123602.1	MPF_T	VirB5	Eex_IncN	66170..66454	94	54.5	eex_occupied
CP123653.1	MPF_T	VirB5	TrbK_RP4	9712..9885	57	26.1	eex_occupied
CP123778.1	MPF_T	VirB5	Eex_IncN	19148..19375	75	80.5	eex_occupied
CP123874.1	MPF_T	VirB5	Eex_IncN	11404..11664	86	67.8	eex_occupied
CP124767.1	MPF_T	VirB5		37088..37414	108		candidate
CP124770.1	MPF_T	VirB5	Eex_IncN	32179..32406	75	69.5	eex_occupied
CP124771.1	MPF_T	VirB5	Eex_IncN	10126..10383	85	69.7	eex_occupied
CP125061.1	MPF_T	VirB5	Eex_IncN	8032..8292	86	67.8	eex_occupied
CP125156.1	MPF_T	VirB5		3297212..3298285	357		candidate
CP125392.1	MPF_T	VirB5		31610..32557	315		candidate
CP125755.1	MPF_T	VirB5	Eex_IncN	27706..27948	80	64.7	eex_occupied
CP126020.1	MPF_T	VirB5		6092..7249	385		candidate
CP126021.1	MPF_T	VirB5		154539..154751	70		candidate
CP126023.1	MPF_T	VirB5		74297..75457	386		candidate
CP126024.1	MPF_T	VirB5		7214..7399	61		candidate
CP128223.1	MPF_T	VirB5	Eex_IncN	43316..43600	94	54.6	eex_occupied
CP128673.1	MPF_T	VirB5	Eex_IncN	31284..31541	85	67.6	eex_occupied
CP128733.1	MPF_T	VirB5	Eex_IncN	31283..31540	85	67.6	eex_occupied
CP128754.1	MPF_T	VirB5	Eex_IncN	25819..26046	75	69.5	eex_occupied
CP128761.1	MPF_T	VirB5	Eex_IncN	2470..2706	78	65.6	eex_occupied
CP128767.1	MPF_T	VirB5	Eex_IncN	16442..16669	75	69.5	eex_occupied
CP128768.1	MPF_T	VirB5	Eex_IncN	31285..31542	85	67.6	eex_occupied
CP129669.1	MPF_T	VirB5		93928..94131	67		candidate
CP129670.1	MPF_T	VirB5		2274..2477	67		candidate
CP130046.1	MPF_T	VirB5		1051173..1052420	415		candidate
CP130049.1	MPF_T	VirB5	Eex_IncN	760579..760794	71	67.1	eex_occupied
CP130052.1	MPF_T	VirB5	Eex_IncN	823054..823269	71	67.1	eex_occupied
CP130055.1	MPF_T	VirB5		629180..630115	311		candidate
CP131129.1	MPF_T	VirB5		51021..51233	70		candidate
CP132116.1	MPF_T	VirB5		49425..50423	332		candidate
CP132117.1	MPF_T	VirB5	Eex_IncN	23991..24269	92	57.1	eex_occupied
CP132119.1	MPF_T	VirB5		6313..7311	332		candidate
CP132120.1	MPF_T	VirB5	Eex_IncN	5421..5699	92	57.1	eex_occupied
CP132122.1	MPF_T	VirB5		2264..3262	332		candidate
CP132124.1	MPF_T	VirB5		6242..7240	332		candidate
CP132125.1	MPF_T	VirB5	Eex_IncN	23190..23468	92	57.1	eex_occupied
CP132129.1	MPF_T	VirB5	Eex_IncN	6548..6826	92	57.1	eex_occupied
CP132131.1	MPF_T	VirB5	Eex_IncN	20785..21063	92	57.1	eex_occupied
CP132134.1	MPF_T	VirB5	Eex_IncN	4735..5013	92	57.1	eex_occupied
CP132318.1	MPF_T	VirB5		95087..95260	57		candidate
CP132319.1	MPF_T	VirB5		73891..74058	55		candidate
CP133142.1	MPF_T	VirB5	Eex_IncN	8303..8530	75	74.3	eex_occupied
CP134900.1	MPF_T	VirB5		22078..22278	66		candidate
CP134901.1	MPF_T	VirB5		23991..25085	364		candidate
CP134925.1	MPF_T	VirB5		728..1822	364		candidate
CP134935.1	MPF_T	VirB5	Eex_IncN	34801..35058	85	67.6	eex_occupied
CP134939.1	MPF_T	VirB5	Eex_IncN	34801..35058	85	67.6	eex_occupied
CP135473.1	MPF_T	VirB5	Eex_IncN	6962..7186	74	71.0	eex_occupied
CP136916.1	MPF_T	VirB5	Eex_IncN	46158..46382	74	67.6	eex_occupied
CP137538.1	MPF_T	VirB5		47575..47787	70		candidate
CP138390.1	MPF_T	VirB5		6775..7119	114		candidate
CP138579.1	MPF_T	VirB5		41318..41662	114		candidate
CP139950.1	MPF_T	VirB5	Eex_IncN	52121..52348	75	69.5	eex_occupied
CP140736.1	MPF_T	VirB5		2417..2815	132		candidate
CP140797.1	MPF_T	VirB5	Eex_IncN	389540..389773	77	66.3	eex_occupied
CP140800.1	MPF_T	VirB5		296399..296602	67		candidate
CP140804.1	MPF_T	VirB5		194025..194228	67		candidate
CP140826.1	MPF_T	VirB5	Eex_IncN	389540..389773	77	66.3	eex_occupied
CP140829.1	MPF_T	VirB5		296399..296602	67		candidate
CP140836.1	MPF_T	VirB5		312370..312573	67		candidate
CP140838.1	MPF_T	VirB5	Eex_IncN	372018..372251	77	72.8	eex_occupied
CP140858.1	MPF_T	VirB5		247707..247856	49		candidate
CP140859.1	MPF_T	VirB5		317533..317736	67		candidate
CP140869.1	MPF_T	VirB5		245689..245886	65		candidate
CP140882.1	MPF_T	VirB5	Eex_IncN	820763..820978	71	67.1	eex_occupied
CP140885.1	MPF_T	VirB5		54605..55807	400		candidate
CP140906.1	MPF_T	VirB5		226922..227095	57		candidate
CP140907.1	MPF_T	VirB5		14472..14645	57		candidate
CP140908.1	MPF_T	VirB5		60069..60242	57		candidate
CP140909.1	MPF_T	VirB5		83545..83748	67		candidate
CP140912.1	MPF_T	VirB5		71144..71371	75		candidate
CP140920.1	MPF_T	VirB5	Eex_IncN	820771..820986	71	67.1	eex_occupied
CP140923.1	MPF_T	VirB5		54608..55810	400		candidate
CP140933.1	MPF_T	VirB5	Eex_IncN	885088..885321	77	73.6	eex_occupied
CP140936.1	MPF_T	VirB5	Eex_IncN	624983..625198	71	67.1	eex_occupied
CP140939.1	MPF_T	VirB5	Eex_IncN	176716..176952	78	69.8	eex_occupied
CP140941.1	MPF_T	VirB5		106878..107081	67		candidate
CP140942.1	MPF_T	VirB5	Eex_IncN	810685..810918	77	73.6	eex_occupied
CP140947.1	MPF_T	VirB5	Eex_IncN	800072..800287	71	67.1	eex_occupied
CP140951.1	MPF_T	VirB5		54116..54319	67		candidate
CP140953.1	MPF_T	VirB5	Eex_IncN	810674..810907	77	73.6	eex_occupied
CP140958.1	MPF_T	VirB5	Eex_IncN	624988..625203	71	67.1	eex_occupied
CP140962.1	MPF_T	VirB5	Eex_IncN	176714..176950	78	69.8	eex_occupied
CP140963.1	MPF_T	VirB5		106899..107102	67		candidate
CP142010.1	MPF_T	VirB5		8447..9922	491		candidate
CP142081.1	MPF_T	VirB5		7879..8232	117		candidate
CP142083.1	MPF_T	VirB5		3384..3596	70		candidate
CP142547.1	MPF_T	VirB5	Eex_IncN	55380..55640	86	67.8	eex_occupied
CP142550.1	MPF_T	VirB5	Eex_IncN	22034..22291	85	67.6	eex_occupied
CP142553.1	MPF_T	VirB5	Eex_IncN	43427..43654	75	70.7	eex_occupied
CP143333.1	MPF_T	VirB5		94243..94569	108		candidate
CP143335.1	MPF_T	VirB5		235993..236319	108		candidate
CP143973.1	MPF_T	VirB5	Eex_IncN	50942..51184	80	64.7	eex_occupied
CP143977.1	MPF_T	VirB5	Eex_IncN	50942..51184	80	64.7	eex_occupied
CP144667.1	MPF_T	VirB5	Eex_IncN	98145..98378	77	74.3	eex_occupied
CP146241.1	MPF_T	VirB5		478847..479134	95		candidate
CP146243.1	MPF_T	VirB5		94190..94417	75		candidate
CP146551.1	MPF_T	VirB5	Eex_IncN	43238..43462	74	68.1	eex_occupied
CP149524.1	MPF_T	VirB5		32441..32839	132		candidate
CP149526.1	MPF_T	VirB5	Eex_IncN	37971..38207	78	65.6	eex_occupied
CP151659.1	MPF_T	VirB5	Eex_IncN	84763..84990	75	69.5	eex_occupied
CP151894.1	MPF_T	VirB5		43346..43690	114		candidate
CP152305.1	MPF_T	VirB5	TrbK_RP4	27452..27661	69	75.8	eex_occupied
CP152306.1	MPF_T	VirB5	TrbK_RP4	27452..27661	69	75.8	eex_occupied
CP155825.1	MPF_T	VirB5	Eex_IncN	24992..25255	87	60.1	eex_occupied
CP157007.1	MPF_T	VirB5	TrbK_RP4	60096..60350	84	69.4	eex_occupied
